run_id,"AnnLassoRegressorl0(20,)","AnnLassoRegressorl0(20, 10)","AnnLassoRegressorl0(20, 10, 5)"
15,"([11, 19, 21, 41], np.float64(22.312420077699716))","([11, 19, 21, 41], np.float64(32.668473945145415))","([11, 19, 21, 41], np.float64(49.062955986709305))"
16,"([4, 9, 19, 40], np.float64(24.648504867977397))","([4, 9, 19, 40], np.float64(47.21615111165818))","([], np.float64(54.662077551685236))"
17,"([8, 18, 26, 27], np.float64(43.0520227166369))","([8, 18, 26, 27], np.float64(53.64084597092161))","([], np.float64(67.68169055410154))"
18,"([6, 31, 39, 48], np.float64(25.078966303512246))","([6, 31, 39, 48], np.float64(38.03194751362255))","([], np.float64(62.03385308230307))"
19,"([0, 2, 19, 32], np.float64(24.327685055851884))","([0, 2, 19, 32], np.float64(50.745605630790436))","([], np.float64(55.67763567796406))"
20,"([4, 7, 15, 28], np.float64(24.24134051590898))","([4, 7, 15, 28], np.float64(52.018368386994204))","([], np.float64(59.78921392209905))"
21,"([13, 15, 30, 41], np.float64(22.425721905739913))","([13, 15, 30, 41], np.float64(33.842502058560754))","([], np.float64(53.119461636748355))"
22,"([4, 6, 11, 46], np.float64(24.237089938370655))","([4, 46], np.float64(52.355721078679224))","([], np.float64(54.470205672409314))"
23,"([0, 6, 31, 42], np.float64(22.674091631449517))","([0, 6, 31, 42], np.float64(44.15016210288342))","([6, 42], np.float64(49.487173277083166))"
24,"([1, 8, 14, 37], np.float64(23.090059527259122))","([1, 8, 14, 37], np.float64(52.4045486875762))","([], np.float64(57.94630904026862))"
25,"([2, 13, 20, 26], np.float64(24.585345605938706))","([2, 13], np.float64(60.39154090051942))","([], np.float64(62.35704971133851))"
26,"([25, 38, 47, 48], np.float64(23.346313743550038))","([38, 47], np.float64(52.98567970757778))","([], np.float64(60.6490044569194))"
27,"([6, 9, 19, 44], np.float64(37.96123167760143))","([6, 9, 19, 44], np.float64(41.92148267383349))","([], np.float64(52.56668794155236))"
28,"([19, 35, 38, 44], np.float64(23.07255127054982))","([19, 35, 38, 44], np.float64(32.038632186718395))","([], np.float64(55.46420729015385))"
29,"([8, 14, 38, 41], np.float64(23.895963922928377))","([], np.float64(56.71525895539632))","([], np.float64(56.713285735545966))"
30,"([20, 21, 34, 35], np.float64(23.406167765691876))","([], np.float64(54.72510281315026))","([], np.float64(54.76262177609913))"
31,"([13, 26, 28, 37], np.float64(28.520643652810715))","([13, 26, 28, 37], np.float64(55.16454606008828))","([13, 26, 28, 37], np.float64(54.8920391146911))"
32,"([8, 9, 26, 37], np.float64(32.185697765508074))","([8, 9, 26, 37], np.float64(36.78982654824655))","([], np.float64(62.139782125916874))"
33,"([5, 23, 42, 44, 45], np.float64(24.357582063885644))","([5, 23, 44, 45], np.float64(31.935314389704704))","([], np.float64(57.08571238876208))"
34,"([2, 11, 21, 24], np.float64(21.777501694873195))","([], np.float64(51.88723458218308))","([], np.float64(51.90187801907952))"
35,"([7, 30, 47, 49], np.float64(25.861733075970843))","([7, 30, 47, 49], np.float64(48.309185843160755))","([], np.float64(61.24759800167838))"
36,"([11, 17, 35, 41], np.float64(22.54367754766294))","([11, 17, 35, 41], np.float64(40.406233625795196))","([], np.float64(53.062205515489374))"
37,"([4, 15, 24, 44], np.float64(23.320682067755943))","([4, 15, 24, 44], np.float64(38.607691342026094))","([15, 24], np.float64(45.7267367832911))"
38,"([20, 25, 26, 28], np.float64(23.64916357162933))","([20, 25, 26, 28], np.float64(42.3083082203617))","([], np.float64(58.095102163493216))"
39,"([5, 21, 25, 43], np.float64(29.060129804516475))","([21, 25], np.float64(55.25906125038059))","([], np.float64(60.82705447919485))"
40,"([29, 33, 35, 44], np.float64(24.24068861241838))","([33, 35], np.float64(48.90332888051508))","([], np.float64(54.03213322421229))"
41,"([3, 6, 11, 14], np.float64(24.070066875955185))","([3, 6, 11, 14], np.float64(42.28959671231717))","([], np.float64(58.84587030227724))"
42,"([6, 15, 43, 49], np.float64(22.65594273841104))","([6, 49], np.float64(54.17361181582964))","([], np.float64(55.04505049153286))"
43,"([24, 30, 35, 45], np.float64(24.07328624351647))","([35, 45], np.float64(50.859634459250785))","([24, 30], np.float64(48.39167114638067))"
44,"([16, 22, 26, 38, 46], np.float64(34.60684632097621))","([16, 22, 38, 46], np.float64(51.7909587533952))","([46], np.float64(56.76554841773231))"
45,"([8, 19, 26, 45], np.float64(24.314421015770606))","([8, 19, 26, 45], np.float64(38.611644276041844))","([], np.float64(61.286423925343115))"
46,"([0, 10, 15, 16], np.float64(24.38729699626536))","([0, 10, 15, 16], np.float64(50.18610054422285))","([], np.float64(59.760549625712436))"
47,"([1, 10, 13, 48], np.float64(33.57334308610188))","([], np.float64(59.23433680197486))","([], np.float64(59.29966845277949))"
48,"([0, 20, 24, 42], np.float64(22.468410689309415))","([], np.float64(62.27440645503397))","([0, 24], np.float64(53.6228818545416))"
49,"([0, 21, 26, 30], np.float64(24.368670063959108))","([0, 21, 26, 30], np.float64(33.79465265766592))","([], np.float64(55.12805186426332))"
