run_id,"AnnLassoRegressorl0(20,)","AnnLassoRegressorl0(20, 10)","AnnLassoRegressorl0(20, 10, 5)"
19,"([0, 2, 19, 32], np.float64(17.161344655414336))","([0, 2, 19, 32], np.float64(0.04574616070939095))","([0, 2, 19, 32], np.float64(0.11793681789299568))"
20,"([4, 7, 15, 28], np.float64(23.60010562467083))","([4, 7, 15, 28], np.float64(0.03480843320648237))","([4, 7, 15, 28], np.float64(26.340955305492017))"
21,"([13, 15, 30, 41], np.float64(20.117343518074996))","([13, 15, 30, 41], np.float64(0.07041311382110403))","([13, 15, 30, 41], np.float64(0.6309580214649436))"
22,"([4, 6, 11, 46], np.float64(22.143563241478105))","([4, 6, 11, 46], np.float64(0.07476683032532035))","([4, 6, 11, 46], np.float64(0.07630643115057877))"
23,"([0, 6, 31, 42], np.float64(14.137298750369036))","([0, 6, 31, 42], np.float64(0.08940297654395644))","([0, 6, 31, 42], np.float64(0.18941137649541423))"
24,"([1, 8, 14, 37], np.float64(22.836025060529796))","([1, 8, 14, 37], np.float64(0.03944344995823801))","([1, 8, 14, 37], np.float64(24.431285846045))"
25,"([2, 13, 20, 26], np.float64(23.83800648740754))","([2, 13, 20, 26], np.float64(0.06842603874639733))","([2, 13, 20, 26], np.float64(44.9883437247665))"
26,"([25, 38, 47, 48], np.float64(22.383399923635057))","([25, 38, 47, 48], np.float64(0.0689743690809127))","([25, 38, 47, 48], np.float64(0.16384019614109094))"
27,"([6, 9, 19, 44], np.float64(23.016906159089405))","([6, 9, 19, 44], np.float64(0.04018733230110221))","([6, 9, 19, 44], np.float64(0.5787714706220809))"
28,"([19, 35, 38, 44], np.float64(23.033749625760727))","([19, 35, 38, 44], np.float64(12.731601699563967))","([19, 35, 38, 44], np.float64(2.4940277329312113))"
29,"([8, 14, 38, 41], np.float64(22.9673213237578))","([8, 14, 38, 41], np.float64(0.04261583400483884))","([8, 14, 38, 41], np.float64(33.565398721125895))"
30,"([20, 21, 34, 35], np.float64(21.625644365509192))","([20, 21, 34, 35], np.float64(18.253748851338926))","([], np.float64(54.80670531943244))"
31,"([13, 26, 28, 37], np.float64(25.12337524099794))","([13, 26, 28, 37], np.float64(0.10921079399576414))","([13, 26, 28, 37], np.float64(42.30559065396611))"
32,"([8, 9, 26, 37], np.float64(23.501437372854785))","([8, 9, 26, 37], np.float64(0.029192880260677213))","([8, 9, 26, 37], np.float64(0.34584033331777514))"
33,"([5, 23, 44, 45], np.float64(16.3539409309158))","([5, 23, 44, 45], np.float64(0.06237292465898346))","([5, 23, 44, 45], np.float64(0.1460634585066699))"
34,"([2, 11, 21, 24], np.float64(20.191301544710026))","([2, 11, 21, 24], np.float64(0.06903793039603583))","([2, 11, 21, 24], np.float64(38.627947018942464))"
35,"([7, 30, 47, 49], np.float64(17.025791217915838))","([7, 30, 47, 49], np.float64(41.660353478731984))","([7, 30, 47, 49], np.float64(32.59917427128746))"
36,"([11, 17, 35, 41], np.float64(20.731786791432))","([11, 17, 35, 41], np.float64(6.7007982599970894))","([2, 11, 17, 35, 41], np.float64(37.8626386973834))"
37,"([4, 15, 21, 24, 44], np.float64(22.755947601046305))","([4, 15, 24, 44], np.float64(0.0986285255486104))","([4, 15, 24, 44], np.float64(35.51144232315959))"
38,"([20, 25, 26, 28], np.float64(15.677340005145798))","([20, 25, 26, 28], np.float64(0.028562665360283925))","([], np.float64(58.11593496078675))"
39,"([5, 21, 25, 43], np.float64(15.120418577063514))","([5, 21, 25, 43], np.float64(11.047139899307409))","([5, 21, 25, 43], np.float64(22.45228891793475))"
40,"([29, 33, 35, 44], np.float64(15.146116114262018))","([29, 33, 35, 44], np.float64(0.07673418643073893))","([29, 33, 35, 44], np.float64(26.719812723650257))"
41,"([3, 6, 11, 14], np.float64(16.02697015036402))","([3, 6, 11, 14], np.float64(40.128043548587605))","([3, 6, 11, 14], np.float64(23.566025618329817))"
42,"([6, 15, 43, 49], np.float64(21.91730357854187))","([6, 15, 43, 49], np.float64(0.0820787399340834))","([6, 49], np.float64(51.83153631012361))"
43,"([24, 30, 35, 45], np.float64(16.8852986338402))","([24, 30, 35, 45], np.float64(1.0007294929393085))","([], np.float64(55.39234063789062))"
44,"([16, 22, 38, 46], np.float64(22.930795677908616))","([16, 22, 38, 46], np.float64(0.07783997803894453))","([16, 22, 38, 46], np.float64(33.96108695838276))"
45,"([8, 19, 26, 45], np.float64(23.413451647774906))","([8, 19, 26, 45], np.float64(0.10163133338406229))","([], np.float64(61.33656512084695))"
46,"([0, 10, 15, 16], np.float64(23.72158056506004))","([0, 10, 15, 16], np.float64(0.07736135709368705))","([0, 10, 15, 16], np.float64(36.250366542498305))"
47,"([1, 10, 13, 48], np.float64(21.183356697000594))","([1, 10, 13, 48], np.float64(0.05962699765886769))","([1, 10, 13, 48], np.float64(0.12075882450861478))"
48,"([0, 20, 24, 41, 42], np.float64(14.313720325732978))","([0, 20, 24, 42], np.float64(0.031190030734643465))","([0, 20, 24, 42], np.float64(0.15469154399988025))"
49,"([0, 21, 26, 30], np.float64(22.840327651214416))","([0, 21, 26, 30], np.float64(13.063125880863945))","([0, 21, 26, 30], np.float64(24.275954243978294))"
