run_id,"AnnLassoRegressorl0(20,)","AnnLassoRegressorl0(20, 10)","AnnLassoRegressorl0(20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(22.163598121057838))","([2, 3, 13, 15], np.float64(0.1084837017883377))","([2, 3, 13, 15], np.float64(9.921388208037962))"
2,"([10, 22, 30, 39], np.float64(23.474268942459773))","([10, 22, 30, 39], np.float64(0.05703447594643685))","([10, 22, 30, 39], np.float64(0.10972079602741434))"
3,"([0, 4, 5, 27], np.float64(21.962668003166264))","([0, 4, 5, 27], np.float64(0.27285824920203733))","([0, 4, 5, 27], np.float64(0.5477393070450289))"
4,"([14, 34, 38, 49], np.float64(23.279095913910258))","([14, 34, 38, 49], np.float64(0.05391948066562381))","([14, 34, 38, 49], np.float64(0.18704649737226353))"
5,"([2, 11, 15, 36], np.float64(15.86917411506606))","([2, 11, 15, 36], np.float64(0.6630669866457792))","([2, 11, 15, 36], np.float64(31.870799180376075))"
6,"([5, 17, 41, 44], np.float64(21.50330969558853))","([5, 17, 41, 44], np.float64(0.0431578458299754))","([5, 17, 41, 44], np.float64(28.9584961174178))"
7,"([13, 17, 29, 45], np.float64(0.09166993105096972))","([13, 17, 29, 45], np.float64(8.797014323010668))","([13, 17, 29, 45], np.float64(26.93582501039045))"
8,"([10, 19, 37, 48], np.float64(16.594633496021224))","([10, 19, 37, 48], np.float64(0.09167635975735625))","([10, 19, 37, 48], np.float64(49.98103782057487))"
9,"([11, 36, 38, 44], np.float64(16.19920514419605))","([11, 36, 38, 44], np.float64(0.04114696573522696))","([11, 36, 38, 44], np.float64(39.895062227096034))"
10,"([27, 29, 41, 42], np.float64(0.08815822089599455))","([27, 29], np.float64(44.98540581582351))","([27, 29, 41, 42], np.float64(20.07583329816165))"
11,"([19, 31, 46, 49], np.float64(21.050250914028016))","([19, 31, 46, 49], np.float64(0.08092474921069462))","([19, 31, 46, 49], np.float64(27.55511434911177))"
12,"([7, 15, 38, 43], np.float64(24.167830053424925))","([7, 15, 38, 43], np.float64(0.06098416271388036))","([7, 15, 38, 43], np.float64(35.344670764420925))"
13,"([8, 10, 31, 41], np.float64(21.775437492438105))","([8, 10, 31, 41], np.float64(0.05155339824184317))","([8, 10, 31, 41], np.float64(0.1335110002571819))"
14,"([16, 21, 40, 42], np.float64(22.472857776255772))","([16, 21, 40, 42], np.float64(0.07414282672965664))","([16, 21, 40, 42], np.float64(40.88721416470222))"
15,"([11, 19, 21, 41], np.float64(21.59686572306488))","([11, 19, 21, 41], np.float64(0.05174781160555631))","([11, 19, 21, 41], np.float64(0.12857902572175992))"
16,"([4, 9, 19, 40], np.float64(14.686394738822441))","([4, 9, 19, 40], np.float64(0.6865815809009852))","([4, 9, 19, 40], np.float64(0.2573754753642689))"
17,"([8, 18, 26, 27], np.float64(17.578128871660095))","([8, 18, 26, 27], np.float64(0.07964440985152041))","([8, 18, 26, 27], np.float64(45.03041013469445))"
18,"([6, 31, 39, 48], np.float64(14.975193144362544))","([6, 31, 39, 48], np.float64(19.06500995289602))","([6, 31, 39, 48], np.float64(0.1651410143735728))"
