run_id,"AnnLassoRegressorl0(20,)","AnnLassoRegressorl0(20, 10)","AnnLassoRegressorl0(20, 10, 5)"
34,"([2, 11, 21, 24], np.float64(20.441403762460304))","([2, 11, 21, 24], np.float64(30.86301398364058))","([2, 11, 21, 24], np.float64(37.16311431687577))"
35,"([7, 30, 47, 49], np.float64(25.182170437220144))","([7, 30, 47, 49], np.float64(26.844472176286565))","([7, 30, 47, 49], np.float64(36.35593017600235))"
36,"([11, 17, 35, 41], np.float64(22.24945182402598))","([11, 17, 35, 41], np.float64(21.835321197267476))","([11, 17, 35, 41], np.float64(0.16764542544692085))"
37,"([4, 15, 24, 44], np.float64(22.99614540306237))","([15, 24], np.float64(45.148997253518125))","([4, 15, 24, 44], np.float64(38.05018800810299))"
38,"([20, 25, 26, 28], np.float64(15.911261091219625))","([20, 25, 26, 28], np.float64(0.05677580501226807))","([20, 25, 26, 28], np.float64(0.15461943899904743))"
39,"([5, 21, 25, 43], np.float64(21.360197417554943))","([5, 21, 25, 43], np.float64(0.10941063188173375))","([5, 21, 25, 43], np.float64(37.76529778105871))"
40,"([29, 33, 35, 44], np.float64(22.654466867495504))","([29, 33, 35, 44], np.float64(0.07809007418878983))","([29, 33, 35, 44], np.float64(40.40799778315462))"
41,"([3, 6, 11, 13, 14], np.float64(22.218440813047994))","([3, 6, 11, 14], np.float64(22.43605011419332))","([3, 6, 11, 14], np.float64(39.08098637198257))"
42,"([6, 15, 43, 49], np.float64(29.913107875201717))","([6, 15, 43, 49], np.float64(18.78914725431569))","([6, 49], np.float64(52.52832788440361))"
43,"([24, 30, 35, 45], np.float64(0.225924143039062))","([24, 30, 35, 45], np.float64(40.44435586770225))","([35, 45], np.float64(48.51087327780685))"
44,"([16, 22, 38, 46], np.float64(22.881870255066342))","([16, 22, 38, 46], np.float64(20.757869435176495))","([16, 22, 38, 46], np.float64(53.483120790308114))"
45,"([8, 19, 26, 45], np.float64(15.909330316262324))","([], np.float64(61.26369797750928))","([8, 19], np.float64(52.86844233015589))"
46,"([0, 10, 15, 16], np.float64(23.005614085993685))","([0, 16], np.float64(58.516398099572385))","([10, 15], np.float64(51.23207424183779))"
47,"([1, 10, 13, 48], np.float64(23.325295110834652))","([1, 10, 13, 48], np.float64(0.09429981792563509))","([1, 13], np.float64(56.88152507574085))"
48,"([0, 20, 24, 42], np.float64(21.973310367693024))","([0, 20, 24, 42], np.float64(0.21157737536962623))","([0, 20, 24, 42], np.float64(49.13285403158233))"
49,"([0, 21, 26, 30], np.float64(15.775506172266047))","([0, 21, 26, 30], np.float64(0.24759351274923785))","([0, 21, 26, 30], np.float64(41.07225014409736))"
