run_id,"AnnLassoRegressorl0(20,)","AnnLassoRegressorl0(20, 10)","AnnLassoRegressorl0(20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(15.797007731557544))","([2, 3, 13, 15], np.float64(24.18664318930037))","([2, 3, 13, 15], np.float64(51.55465261243294))"
2,"([10, 22, 30, 39], np.float64(16.121996285088986))","([10, 22, 30, 39], np.float64(0.18301557281753836))","([10, 22, 30, 39], np.float64(29.486038304687437))"
3,"([0, 4, 5, 27], np.float64(22.25815179206942))","([0, 4, 5, 27], np.float64(16.27382501051131))","([], np.float64(54.41736277876448))"
4,"([14, 34, 38, 49], np.float64(22.454359488377207))","([14, 34, 38, 49], np.float64(20.69947358739618))","([14, 34, 38, 49], np.float64(31.498942736157996))"
5,"([2, 11, 15, 36], np.float64(15.591256553705126))","([2, 11, 15, 36], np.float64(28.097015703340467))","([2, 15], np.float64(53.94312613841071))"
6,"([5, 17, 32, 41, 44], np.float64(21.134129529010455))","([5, 17, 41, 44], np.float64(0.07706755740896784))","([5, 17, 41, 44], np.float64(36.87507745462776))"
7,"([13, 17, 29, 45], np.float64(27.579139307654696))","([13, 17, 29, 45], np.float64(0.08922612819901007))","([], np.float64(62.285728894882794))"
8,"([10, 19, 37, 48], np.float64(23.980800563570288))","([10, 19, 37, 48], np.float64(18.7012753592614))","([10, 19, 37, 48], np.float64(46.619067884266855))"
9,"([11, 36, 38, 44], np.float64(23.50710974745825))","([11, 36, 38, 44], np.float64(0.03752599549625492))","([], np.float64(52.47455163715015))"
10,"([27, 29, 41, 42], np.float64(22.64848495676241))","([27, 29, 41, 42], np.float64(0.053394885058030084))","([27, 29, 41, 42], np.float64(0.1279013874957149))"
11,"([19, 31, 39, 46, 49], np.float64(21.056192985508552))","([19, 31, 46, 49], np.float64(0.29630976152391336))","([], np.float64(53.03986019245718))"
12,"([7, 15, 38, 43], np.float64(25.3224419756883))","([7, 15, 38, 43], np.float64(8.394546562892785))","([7, 15, 38, 43], np.float64(0.22482358106752284))"
13,"([8, 10, 31, 41], np.float64(22.949092655013608))","([8, 10, 31, 41], np.float64(19.00333664478476))","([8, 10, 31, 41], np.float64(39.66258008564217))"
14,"([16, 21, 40, 42], np.float64(15.44492611461217))","([16, 21, 40, 42], np.float64(0.11317891341711607))","([16, 21, 40, 42], np.float64(14.946788069274744))"
15,"([11, 19, 21, 41], np.float64(21.55111587102615))","([11, 19, 21, 41], np.float64(13.518614799551928))","([11, 19, 21, 41], np.float64(38.70234331755784))"
16,"([4, 9, 19, 40], np.float64(23.575012772220738))","([4, 9, 19, 40], np.float64(0.2226731688146742))","([], np.float64(54.57720090731895))"
17,"([5, 8, 18, 26, 27], np.float64(25.528361546808288))","([8, 18, 26, 27], np.float64(0.08466685697099066))","([8, 27], np.float64(61.31950824893701))"
18,"([6, 31, 39, 48], np.float64(25.58528081107488))","([6, 31, 39, 48], np.float64(22.18107994733195))","([6, 31, 39, 48], np.float64(45.033269228852895))"
19,"([0, 2, 19, 32], np.float64(22.6177161913683))","([0, 2, 19, 32], np.float64(0.09409673139472152))","([0, 2, 19, 32], np.float64(42.352113292986445))"
20,"([4, 7, 15, 28], np.float64(23.398037451869076))","([4, 7, 15, 28], np.float64(0.06011990222848525))","([4, 7, 15, 28], np.float64(35.300712666212476))"
