run_id,"AnnLassoRegressorl0(20,)","AnnLassoRegressorl0(20, 10)","AnnLassoRegressorl0(20, 10, 5)"
38,"([20, 25, 26, 28], np.float64(22.885210274196638))","([20, 25, 26, 28], np.float64(0.06551876141453346))","([20, 25, 26, 28], np.float64(44.36941517288997))"
39,"([5, 21, 25, 43], np.float64(14.945599524629746))","([5, 21, 25, 43], np.float64(0.08156865699777788))","([5, 21, 25, 43], np.float64(0.3072821948479987))"
40,"([29, 33, 35, 44], np.float64(0.07497768814914212))","([29, 33, 35, 44], np.float64(13.569979263368491))","([33, 35], np.float64(50.10449942106111))"
41,"([3, 6, 11, 14], np.float64(22.741533305536404))","([3, 6, 8, 11, 14], np.float64(38.97053045500121))","([3, 6, 11, 14], np.float64(0.2891176649126016))"
42,"([6, 15, 43, 49], np.float64(22.049629705819562))","([6, 15, 43, 49], np.float64(0.045367737183997635))","([6, 15, 43, 49], np.float64(0.05626955650315621))"
43,"([24, 30, 35, 45], np.float64(14.810190436869643))","([24, 30, 35, 45], np.float64(0.08620423900444983))","([24, 30, 35, 45], np.float64(0.2069754559756648))"
44,"([16, 22, 38, 46], np.float64(0.1502323676442511))","([16, 22, 38, 46], np.float64(0.10165092259750332))","([16, 22, 38, 46], np.float64(0.13639458022820963))"
45,"([8, 19, 26, 45], np.float64(31.777446207390998))","([8, 19, 26, 45], np.float64(17.131902262828227))","([8, 19, 26, 45], np.float64(38.70693921312474))"
46,"([0, 10, 15, 16], np.float64(22.840327925738215))","([0, 10, 15, 16], np.float64(0.033119487295367))","([0, 10, 15, 16], np.float64(0.12299959735717356))"
47,"([1, 10, 13, 48], np.float64(15.522513593323445))","([1, 10, 13, 48], np.float64(0.08391628452174893))","([1, 10, 13, 48], np.float64(47.69818057934131))"
48,"([0, 20, 24, 42], np.float64(22.563421712831992))","([0, 20, 24, 42], np.float64(0.08592553037418071))","([0, 20, 24, 42], np.float64(33.002721557640555))"
49,"([0, 21, 26, 30], np.float64(22.896003414146072))","([0, 11, 26], np.float64(48.609417179755255))","([0, 21, 26, 30], np.float64(22.536796363728687))"
