run_id,"AnnLassoRegressorl0(20,)","AnnLassoRegressorl0(20, 10)","AnnLassoRegressorl0(20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(41.08111090755903))","([2, 3, 13, 15], np.float64(41.22836824381268))","([2, 3, 13, 15], np.float64(41.35604101385991))"
2,"([10, 22, 30, 36, 39], np.float64(23.344765649853006))","([10, 22, 30, 39], np.float64(5.456540705299163))","([10, 22, 30, 39], np.float64(37.87133907423419))"
3,"([0, 4, 5, 27], np.float64(22.15826355336178))","([0, 4, 5, 27], np.float64(0.0460266422066007))","([0, 4, 5, 27], np.float64(36.625027509648916))"
4,"([14, 34, 38, 49], np.float64(23.213645990786286))","([14, 34, 38, 49], np.float64(21.621797778465467))","([14, 34, 38, 49], np.float64(41.76285652485388))"
5,"([2, 11, 15, 36], np.float64(25.02883199164574))","([2, 11, 15, 36], np.float64(22.16223763969385))","([36], np.float64(57.29013236417073))"
6,"([5, 17, 25, 41, 44], np.float64(21.10795522976522))","([5, 17, 41, 44], np.float64(0.029881554948347707))","([5, 17, 41, 44], np.float64(45.576668259677476))"
7,"([13, 17, 29, 45], np.float64(18.050272999399276))","([29, 45], np.float64(58.62721067036547))","([13, 17, 29, 45], np.float64(46.80276803634678))"
8,"([10, 19, 37, 48], np.float64(30.427997501771994))","([10, 19, 37, 48], np.float64(0.02546748496931582))","([10, 19, 37, 48], np.float64(38.96115082658085))"
9,"([11, 36, 38, 44], np.float64(23.419070977958597))","([11, 36, 38, 44], np.float64(0.039745769008949675))","([11, 36, 38, 44], np.float64(31.434149731223144))"
10,"([27, 29, 41, 42], np.float64(16.747839947526494))","([27, 29, 41, 42], np.float64(0.11310130707073505))","([27, 29, 41, 42], np.float64(35.58432708370706))"
11,"([19, 31, 46, 49], np.float64(22.470989680994993))","([19, 31, 46, 49], np.float64(18.172564549972833))","([], np.float64(53.05280751727937))"
12,"([7, 15, 38, 43], np.float64(24.166936121356464))","([7, 15, 38, 43], np.float64(0.27648169695560526))","([7, 15, 38, 43], np.float64(0.17662286990824236))"
13,"([8, 10, 31, 41], np.float64(22.712899716521473))","([8, 10, 31, 41], np.float64(0.04272076684476773))","([8, 10, 31, 41], np.float64(37.769015547814256))"
14,"([16, 21, 40, 42], np.float64(22.613845275932547))","([16, 21, 40, 42], np.float64(17.528624456923986))","([21, 40], np.float64(54.002421505624376))"
15,"([11, 19, 21, 41], np.float64(15.43458884777077))","([11, 19, 21, 41], np.float64(15.763058636035836))","([11, 19, 21, 41], np.float64(41.93915011133792))"
16,"([4, 9, 19, 40], np.float64(22.82980146617761))","([19, 40], np.float64(52.307831637652356))","([4, 9, 19, 40], np.float64(40.609304370241816))"
17,"([8, 18, 26, 27], np.float64(25.788106825202718))","([8, 18, 26, 27], np.float64(0.1646684499089691))","([8, 18, 26, 27], np.float64(44.478719673748614))"
18,"([6, 31, 39, 48], np.float64(24.50814480931594))","([6, 31, 39, 48], np.float64(0.1567130688159051))","([6, 31, 39, 48], np.float64(44.85938811103191))"
19,"([0, 2, 19, 32], np.float64(23.753826108393646))","([0, 2, 19, 32], np.float64(0.07615070816936481))","([0, 2, 19, 32], np.float64(0.18539489330594777))"
20,"([4, 7, 15, 28], np.float64(23.598160434525433))","([4, 7, 15, 28], np.float64(42.143081085067166))","([4, 7, 15, 28], np.float64(37.50074316942475))"
21,"([13, 15, 30, 41], np.float64(20.157393684158407))","([13, 15, 30, 41], np.float64(0.13618490682523626))","([13, 15, 30, 41], np.float64(35.627531355166724))"
22,"([4, 6, 11, 46], np.float64(22.038735494267403))","([4, 6, 11, 46], np.float64(0.12117697698874724))","([4, 6, 11, 46], np.float64(0.0890531074699445))"
23,"([0, 6, 31, 42], np.float64(0.12708989871589435))","([0, 6, 31, 42], np.float64(0.05300158531827083))","([0, 6, 31, 42], np.float64(39.81472176834625))"
24,"([1, 8, 14, 37], np.float64(22.597882236263132))","([1, 8, 14, 37], np.float64(14.666260400440514))","([1, 8, 14, 37], np.float64(42.460924758150504))"
25,"([2, 13, 20, 26], np.float64(23.998950190280535))","([2, 13, 20, 26], np.float64(17.615819821145443))","([2, 13, 20, 26], np.float64(46.19088159818076))"
26,"([25, 38, 47, 48], np.float64(13.94502692626857))","([25, 38, 47, 48], np.float64(0.061859025889800356))","([38, 47], np.float64(54.01656498858027))"
27,"([6, 9, 19, 44], np.float64(23.88015732467052))","([6, 9, 19, 44], np.float64(0.04293413399557116))","([6, 9, 19, 44], np.float64(37.93144593210738))"
28,"([19, 35, 38, 44], np.float64(0.06818893664199302))","([19, 35, 38, 44], np.float64(0.056431256122535856))","([19, 35, 38, 44], np.float64(48.315146319627154))"
29,"([8, 14, 38, 41], np.float64(23.160085484731347))","([8, 14, 38, 41], np.float64(24.272700926935183))","([8, 14, 38, 41], np.float64(0.13420222460767636))"
30,"([20, 21, 34, 35], np.float64(22.232425551885516))","([20, 21, 34, 35], np.float64(23.994409882908926))","([20, 21, 34, 35], np.float64(44.40411120417317))"
31,"([13, 26, 28, 37], np.float64(33.929236377426044))","([13, 26, 28, 37], np.float64(0.06477087801296105))","([13, 26, 28, 37], np.float64(42.701406033037856))"
32,"([8, 9, 26, 37], np.float64(32.22187202800837))","([8, 9, 26, 37], np.float64(0.11497099936329813))","([8, 9, 26, 37], np.float64(45.103274975972624))"
33,"([5, 23, 44, 45], np.float64(24.567277418753303))","([5, 23, 44, 45], np.float64(0.046585360253624204))","([5, 23, 44, 45], np.float64(46.532959681063055))"
34,"([2, 11, 21, 24, 41], np.float64(20.242738830059302))","([2, 11, 21, 24], np.float64(0.07953045734514759))","([2, 11, 21, 24], np.float64(35.8688696374437))"
