run_id,"AnnLassoRegressorl0(20,)","AnnLassoRegressorl0(20, 10)","AnnLassoRegressorl0(20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(22.827701659420477))","([2, 3, 13, 15], np.float64(45.0170443525559))","([], np.float64(60.13848626301563))"
2,"([10, 22, 30, 39], np.float64(43.57931850486304))","([10, 22, 30, 39], np.float64(41.62142031207461))","([22, 39], np.float64(56.96715264658352))"
3,"([0, 4, 5, 27], np.float64(24.213074463333))","([0, 4, 5, 27], np.float64(45.748639478559056))","([27], np.float64(53.43625321527772))"
4,"([14, 34, 38, 49], np.float64(24.066826432612427))","([14, 34, 38, 49], np.float64(22.22979101272647))","([], np.float64(54.11222447552402))"
5,"([2, 11, 15, 36], np.float64(17.357268586584766))","([2, 11, 15, 36], np.float64(37.64803585232341))","([], np.float64(58.006518422184996))"
6,"([5, 17, 41, 44], np.float64(22.962055843678595))","([5, 17, 41, 44], np.float64(41.60763154539884))","([17, 41], np.float64(50.40264105641739))"
7,"([13, 17, 29, 45], np.float64(26.66958654441179))","([13, 17, 29, 45], np.float64(51.03712103053089))","([29, 45], np.float64(52.78170890983214))"
8,"([10, 19, 37, 48], np.float64(24.99047474932441))","([10, 19, 37, 48], np.float64(45.98344077611754))","([], np.float64(62.38579374443057))"
9,"([11, 32, 36, 38, 44], np.float64(23.694092531394077))","([38, 44], np.float64(49.35761165266324))","([38, 44], np.float64(47.50374301652306))"
10,"([27, 29, 41, 42], np.float64(22.807577463070754))","([27, 29, 41, 42], np.float64(36.63254212020553))","([], np.float64(55.5762583593151))"
11,"([19, 31, 46, 49], np.float64(21.71112920917514))","([19, 31, 46, 49], np.float64(40.23457669384881))","([], np.float64(53.15841267246542))"
12,"([7, 15, 38, 43], np.float64(41.31463438333123))","([7, 15, 38, 43], np.float64(43.7351858884049))","([], np.float64(59.5011247688086))"
13,"([8, 10, 31, 41], np.float64(23.36863740563328))","([8, 10, 31, 41], np.float64(41.58851227860812))","([], np.float64(58.26791782976949))"
14,"([16, 21, 40, 42], np.float64(24.194006930223317))","([16, 21, 40, 42], np.float64(37.77868793178451))","([21, 40], np.float64(47.621961365835176))"
15,"([11, 19, 21, 41], np.float64(21.98520403397026))","([11, 19, 21, 41], np.float64(19.02331211585375))","([], np.float64(59.28756235496073))"
16,"([4, 9, 19, 40], np.float64(22.957968897519205))","([19, 40], np.float64(52.40724300212151))","([], np.float64(54.76516807983463))"
17,"([8, 18, 26, 27], np.float64(25.55380519200483))","([8, 18, 26, 27], np.float64(57.512824677450155))","([], np.float64(67.60480437468787))"
18,"([6, 31, 39, 48], np.float64(25.895981551461414))","([6, 31, 39, 48], np.float64(44.86651637628587))","([], np.float64(62.03241506904421))"
19,"([0, 2, 19, 32], np.float64(24.93105571254548))","([0, 2, 19, 32], np.float64(24.074105169216374))","([], np.float64(55.64989710980178))"
20,"([4, 7, 15, 28], np.float64(24.11908462584654))","([4, 7, 15, 28], np.float64(36.673412824170605))","([], np.float64(59.84697997900036))"
21,"([13, 15, 30, 41], np.float64(20.722800355291263))","([13, 15, 30, 41], np.float64(0.11809443077591647))","([13, 41], np.float64(47.847455516338464))"
22,"([4, 6, 11, 46], np.float64(22.05165112370287))","([4, 6, 11, 46], np.float64(0.25872560673412215))","([], np.float64(54.50347829461435))"
23,"([0, 6, 31, 42], np.float64(22.968859970408623))","([0, 6, 31, 42], np.float64(28.501239659316532))","([], np.float64(55.51360445908459))"
24,"([1, 8, 14, 37], np.float64(40.396970182842836))","([1, 8, 14, 37], np.float64(41.80498706336476))","([], np.float64(57.95903599184296))"
25,"([2, 13, 20, 26], np.float64(25.4411232997877))","([2, 13, 20, 26], np.float64(0.0906852336407753))","([], np.float64(62.38747663218346))"
26,"([25, 38, 47, 48], np.float64(22.58580739601548))","([25, 48], np.float64(53.27083588298835))","([], np.float64(60.65795320726415))"
27,"([6, 9, 19, 44], np.float64(23.065712858234622))","([6, 9, 19, 44], np.float64(43.49888583535637))","([9, 44], np.float64(45.9040791596982))"
28,"([19, 35, 38, 44], np.float64(23.615716676650457))","([19, 35, 38, 44], np.float64(0.43029604260977267))","([], np.float64(54.775090965193336))"
29,"([8, 14, 38, 41], np.float64(23.580869072108484))","([8, 14, 38, 41], np.float64(48.41329286541435))","([], np.float64(56.70883046513451))"
30,"([20, 21, 34, 35], np.float64(21.88580099416678))","([20, 21, 34, 35], np.float64(40.33993705037255))","([], np.float64(54.77153715760576))"
31,"([13, 26, 28, 37], np.float64(28.627197146231985))","([13, 26, 28, 37], np.float64(37.85937646512753))","([13, 26, 28, 37], np.float64(51.11710676354791))"
32,"([8, 9, 26, 37], np.float64(24.006194477700205))","([8, 9, 26, 37], np.float64(33.96756556594951))","([8, 9, 26, 37], np.float64(50.24384808978526))"
