run_id,"AnnLassoRegressorl0(20,)","AnnLassoRegressorl0(20, 10)","AnnLassoRegressorl0(20, 10, 5)"
25,"([2, 13, 20, 26], np.float64(24.023070105359917))","([2, 13, 20, 26], np.float64(44.13549695181768))","([20, 26], np.float64(54.50802415603188))"
26,"([25, 38, 47, 48], np.float64(22.536736566183276))","([25, 38, 47, 48], np.float64(0.21215911024783066))","([25, 38, 47, 48], np.float64(0.26889548429508225))"
27,"([6, 9, 19, 44], np.float64(23.039565160648436))","([6, 9, 19, 44], np.float64(22.27219792914347))","([6, 9, 19, 44], np.float64(46.3792056106441))"
28,"([19, 35, 38, 44], np.float64(23.512861993121856))","([19, 35, 38, 44], np.float64(0.04140815960769801))","([19, 35, 38, 44], np.float64(24.779440703104928))"
29,"([8, 14, 38, 41], np.float64(16.293566435768607))","([8, 14, 38, 41], np.float64(39.828418386249005))","([8, 14, 38, 41], np.float64(32.821313424099664))"
30,"([20, 21, 34, 35], np.float64(21.601644149739748))","([20, 21, 34, 35], np.float64(0.03648608652599511))","([20, 21, 34, 35], np.float64(0.15673304245912767))"
31,"([13, 26, 28, 37], np.float64(25.235574302238614))","([13, 26, 28, 37], np.float64(26.29318168053331))","([], np.float64(66.02597809493732))"
32,"([8, 9, 26, 37], np.float64(23.552438875036838))","([8, 9, 26, 37], np.float64(0.18693936361193936))","([8, 9, 26, 37], np.float64(33.377868834446176))"
33,"([5, 23, 44, 45], np.float64(24.77613259052859))","([5, 23, 44, 45], np.float64(40.351356871365745))","([5, 23, 44, 45], np.float64(34.43144756940908))"
34,"([2, 11, 20, 21, 24], np.float64(20.199910529873247))","([2, 11, 21, 24], np.float64(0.025070261378061568))","([2, 11, 21, 24], np.float64(0.0817555339650566))"
35,"([7, 30, 47, 49], np.float64(34.13817610406915))","([7, 30, 47, 49], np.float64(8.036995991774683))","([7, 30, 47, 49], np.float64(0.2388626636237052))"
36,"([11, 17, 35, 41], np.float64(22.529720911238464))","([11, 17, 35, 41], np.float64(18.283651370724648))","([11, 17, 35, 41], np.float64(0.13539342362376602))"
37,"([4, 15, 24, 44], np.float64(22.74838924395517))","([4, 15, 24, 44], np.float64(16.569937755625112))","([4, 15, 24, 44], np.float64(37.53759503001706))"
38,"([20, 25, 26, 28], np.float64(22.43282206490417))","([20, 25, 26, 28], np.float64(0.09841293709936963))","([20, 25, 26, 28], np.float64(32.820903383159035))"
39,"([5, 21, 25, 43], np.float64(0.2195026628836976))","([5, 21, 25, 43], np.float64(0.3553787766380983))","([5, 21, 25, 43], np.float64(52.73438319412352))"
40,"([29, 33, 35, 44], np.float64(21.899196690774748))","([29, 33, 35, 44], np.float64(6.063873633984398))","([29, 33, 35, 44], np.float64(10.687557148620492))"
41,"([3, 6, 11, 14], np.float64(22.168673573488153))","([3, 6, 11, 14], np.float64(0.11928531112019845))","([6, 11], np.float64(50.3484514552364))"
42,"([6, 15, 43, 49], np.float64(22.058517710400775))","([6, 15, 43, 49], np.float64(25.49621819785148))","([6, 15, 43, 49], np.float64(39.62138548073174))"
43,"([24, 30, 35, 45], np.float64(24.79393825191963))","([24, 30, 35, 45], np.float64(24.750601873156118))","([24, 30, 35, 45], np.float64(0.1407003161663329))"
44,"([16, 22, 38, 46], np.float64(23.174824787092017))","([16, 22, 38, 46], np.float64(41.87074674460046))","([16, 22, 38, 46], np.float64(41.434668815315305))"
45,"([8, 19, 26, 45], np.float64(15.442785902581848))","([8, 19, 26, 45], np.float64(2.9391279308534286))","([8, 19, 26, 45], np.float64(12.999193465147881))"
46,"([0, 10, 15, 16], np.float64(15.767117653072237))","([0, 10, 15, 16], np.float64(0.0775888232717224))","([0, 10, 15, 16], np.float64(30.874731492520226))"
47,"([1, 10, 13, 48], np.float64(23.17533492255206))","([1, 10, 13, 48], np.float64(23.8670896857173))","([1, 10, 13, 48], np.float64(40.47469071785938))"
48,"([0, 20, 24, 42], np.float64(21.755302210335735))","([0, 20, 24, 42], np.float64(0.043069161750176554))","([0, 20, 24, 42], np.float64(26.22653521120169))"
49,"([0, 21, 26, 30], np.float64(23.741745482340992))","([0, 21, 26, 30], np.float64(23.289038198060247))","([0, 26], np.float64(47.60896420848963))"
