run_id,"AnnLassoRegressorl0(20,)","AnnLassoRegressorl0(20, 10)","AnnLassoRegressorl0(20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(22.307740486712287))","([2, 3, 13, 15], np.float64(32.86149652302868))","([2, 3, 13, 15], np.float64(37.72576037576965))"
2,"([10, 22, 30, 39], np.float64(23.987891520728684))","([10, 22, 30, 39], np.float64(0.2028854495258666))","([10, 22, 30, 39], np.float64(47.439132446336515))"
3,"([0, 4, 5, 27], np.float64(22.246416806074166))","([0, 4, 5, 27], np.float64(0.11574942079072294))","([], np.float64(54.41356331487333))"
4,"([14, 34, 38, 49], np.float64(22.426824317388018))","([14, 34, 38, 49], np.float64(28.933655437798542))","([14, 49], np.float64(51.57378280471249))"
5,"([2, 11, 15, 36], np.float64(23.664751252964404))","([], np.float64(57.966362153799324))","([2, 11, 15, 36], np.float64(48.178720058494314))"
6,"([5, 17, 41, 44], np.float64(14.942026078035703))","([5, 17, 41, 44], np.float64(22.43923733128352))","([5, 17, 41, 44], np.float64(35.578359325239624))"
7,"([13, 17, 29, 45], np.float64(26.438873243026848))","([13, 17, 29, 45], np.float64(0.07136754826430658))","([13, 17, 29, 45], np.float64(0.3549253968705908))"
8,"([10, 19, 37, 48], np.float64(23.078287591121544))","([10, 19, 37, 48], np.float64(23.48114790658246))","([], np.float64(62.35151590087725))"
9,"([11, 36, 38, 44], np.float64(23.672384586544524))","([11, 36, 38, 44], np.float64(21.42632755186442))","([11, 36, 38, 44], np.float64(38.837087137067925))"
10,"([27, 29, 41, 42], np.float64(22.650438041992654))","([27, 29, 41, 42], np.float64(17.763914816578158))","([41, 42], np.float64(51.0612416932817))"
11,"([19, 31, 46, 49], np.float64(0.3054085143081707))","([19, 31, 46, 49], np.float64(17.85916827201238))","([31, 49], np.float64(49.53259427856431))"
12,"([15, 38], np.float64(55.19104727366925))","([7, 15, 38, 43], np.float64(0.3026029270182055))","([7, 15, 38, 43], np.float64(40.274146200284115))"
13,"([8, 10, 31, 41], np.float64(22.47152589779477))","([8, 10, 31, 41], np.float64(0.028775872701395987))","([8, 41], np.float64(51.91049534729043))"
14,"([16, 21, 40, 42], np.float64(23.398659072091476))","([16, 21, 40, 42], np.float64(0.06060070061638234))","([21, 40], np.float64(54.10819242894154))"
15,"([8, 11, 19, 21, 41], np.float64(30.757742087715336))","([11, 19, 21, 41], np.float64(0.04693151365869599))","([11, 19, 21, 41], np.float64(41.734906989637516))"
16,"([4, 9, 19, 40], np.float64(22.878912809634418))","([4, 9, 19, 40], np.float64(23.665865515858204))","([4, 9, 19, 40], np.float64(39.66021820788306))"
17,"([8, 18, 26, 27], np.float64(25.579642652378254))","([8, 18, 26, 27], np.float64(25.0354316005527))","([8, 18, 26, 27], np.float64(57.19094632048905))"
18,"([6, 31, 39, 48], np.float64(17.995759165603747))","([6, 31, 39, 48], np.float64(27.798341156332615))","([6, 31, 39, 48], np.float64(58.369394381944865))"
19,"([0, 2, 19, 32], np.float64(22.57210889946248))","([0, 2, 19, 32], np.float64(23.918012954119657))","([0, 2, 19, 32], np.float64(40.00094681405515))"
20,"([4, 7, 15, 28], np.float64(23.728580155410214))","([4, 7, 15, 28], np.float64(20.2451634715087))","([4, 7, 15, 28], np.float64(49.145886058516844))"
21,"([13, 15, 30, 41], np.float64(13.995027830345826))","([13, 15, 30, 41], np.float64(0.050112158186320414))","([13, 15, 30, 41], np.float64(0.1649346438365475))"
22,"([4, 6, 11, 46], np.float64(22.142650732567084))","([4, 6, 11, 46], np.float64(0.16815404475740728))","([4, 6, 11, 46], np.float64(37.73403622677514))"
23,"([0, 6, 31, 42], np.float64(21.754724744070145))","([0, 6, 31, 42], np.float64(21.98281744179405))","([0, 31], np.float64(48.21931633418767))"
