run_id,"AnnLassoRegressorl0(20,)","AnnLassoRegressorl0(20, 10)","AnnLassoRegressorl0(20, 10, 5)"
24,"([1, 8, 14, 37], np.float64(15.45595423093397))","([1, 8, 14, 37], np.float64(35.94900827868543))","([1, 8, 14, 37], np.float64(42.77893445178778))"
25,"([2, 13, 20, 26], np.float64(24.55789455962054))","([2, 13, 20, 26], np.float64(0.05288746592662566))","([], np.float64(62.34515477289374))"
26,"([25, 38, 47, 48], np.float64(22.2005366946809))","([25, 38, 47, 48], np.float64(0.12283167039133809))","([25, 48], np.float64(52.72788740606464))"
27,"([6, 9, 19, 44], np.float64(24.224315735629272))","([6, 9, 19, 44], np.float64(0.07722411600499159))","([], np.float64(52.64060358267556))"
28,"([19, 35, 38, 44], np.float64(22.716218166076978))","([19, 35, 38, 44], np.float64(29.712426612823613))","([19, 35, 38, 44], np.float64(38.74008818190181))"
29,"([8, 14, 38, 41], np.float64(23.1013995035734))","([8, 14, 38, 41], np.float64(0.12033895133082817))","([8, 14, 38, 41], np.float64(46.52980560888878))"
30,"([20, 21, 34, 35], np.float64(14.407961648527275))","([20, 21, 34, 35], np.float64(25.842209041912355))","([20, 34], np.float64(46.281676400755714))"
31,"([13, 26, 28, 37], np.float64(26.60547465552186))","([13, 26, 28, 37], np.float64(33.74880520923901))","([13, 26, 28, 37], np.float64(57.897202769110784))"
32,"([8, 9, 26, 37], np.float64(24.226374592170682))","([8, 9, 26, 37], np.float64(0.2290831021459104))","([8, 37], np.float64(55.50536206053419))"
33,"([5, 23, 44, 45], np.float64(24.781085636743576))","([5, 23, 44, 45], np.float64(0.07829254274341557))","([], np.float64(57.09327677068698))"
34,"([2, 11, 21, 24], np.float64(20.927310070966342))","([2, 11, 21, 24], np.float64(29.53101379371715))","([], np.float64(51.90637813020048))"
35,"([7, 30, 47, 49], np.float64(25.62978863795121))","([7, 30, 47, 49], np.float64(54.46224541492467))","([7, 30, 47, 49], np.float64(47.823627752464375))"
36,"([11, 17, 35, 41], np.float64(22.38382762264488))","([11, 17, 35, 41], np.float64(27.83950334449543))","([11, 17, 35, 41], np.float64(31.995294356799114))"
37,"([4, 15, 24, 44], np.float64(22.95113722343936))","([4, 15, 24, 44], np.float64(22.949586783739715))","([4, 15, 24, 44], np.float64(34.14839129636839))"
38,"([20, 25, 26, 28], np.float64(22.500473044425508))","([20, 25, 26, 28], np.float64(20.653017320548184))","([20, 25, 26, 28], np.float64(36.29423873795512))"
39,"([5, 21, 25, 43], np.float64(21.368998145048877))","([5, 21, 25, 43], np.float64(18.846676131581464))","([5, 21, 25, 43], np.float64(52.88804266637513))"
40,"([29, 33, 35, 44], np.float64(22.695033594462615))","([29, 33, 35, 44], np.float64(45.91703082735692))","([29, 33, 35, 44], np.float64(40.1282117890367))"
41,"([3, 6, 11, 14], np.float64(16.0446816328803))","([3, 6, 11, 14], np.float64(0.10012300087573735))","([3, 6, 11, 14], np.float64(0.17717370885872294))"
42,"([6, 15, 43, 49], np.float64(14.361461671959205))","([6, 15, 43, 49], np.float64(0.059403984385403986))","([6, 15, 43, 49], np.float64(0.26803401020397216))"
43,"([24, 30, 35, 45], np.float64(23.628193868748625))","([24, 30, 35, 45], np.float64(26.58974966376917))","([24, 30, 35, 45], np.float64(40.851058768158936))"
44,"([16, 22, 38, 46], np.float64(23.182539114715773))","([16, 22, 38, 46], np.float64(0.11945539300409613))","([16, 38], np.float64(54.46425192438481))"
45,"([8, 19, 26, 45], np.float64(23.488221765317736))","([], np.float64(61.309433681982554))","([8, 19, 26, 45], np.float64(38.89756936374621))"
46,"([0, 10, 15, 16], np.float64(22.780777468061512))","([0, 10, 15, 16], np.float64(29.260001744574495))","([0, 16], np.float64(53.4782490687284))"
47,"([1, 10, 13, 48], np.float64(22.345884603089043))","([1, 10, 13, 48], np.float64(30.090846100100485))","([], np.float64(59.01464993013684))"
48,"([0, 20, 24, 42], np.float64(30.98274560317608))","([0, 20, 24, 42], np.float64(18.118459367080554))","([], np.float64(62.26737985981985))"
49,"([0, 21, 26, 30], np.float64(22.896520722597902))","([0, 21, 26, 30], np.float64(38.14965569696647))","([0, 21, 26, 30], np.float64(38.309910757342365))"
