run_id,"AnnLassoRegressorl0(20,)","AnnLassoRegressorl0(20, 10)","AnnLassoRegressorl0(20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(32.103543070784255))","([2, 3, 13, 15], np.float64(45.95069870433339))","([], np.float64(60.121218903508534))"
2,"([10, 22, 30, 39], np.float64(25.457691920796112))","([10, 22, 30, 39], np.float64(21.800489052241645))","([], np.float64(64.1963341124546))"
3,"([0, 4, 5, 27], np.float64(22.714720107593532))","([0, 4, 5, 27], np.float64(41.612261445561224))","([], np.float64(54.40992779779221))"
4,"([14, 34, 38, 49], np.float64(22.86697569369321))","([14, 34, 38, 49], np.float64(38.83300864562111))","([], np.float64(54.10152984608867))"
5,"([2, 11, 15, 36], np.float64(24.428023182636505))","([2, 11, 15, 36], np.float64(43.686524406891884))","([2, 15], np.float64(51.477509205374496))"
6,"([5, 17, 41, 44], np.float64(22.358031269504263))","([5, 17, 41, 44], np.float64(0.07609054190762114))","([41], np.float64(56.62860207329047))"
7,"([13, 17, 29, 45], np.float64(26.662799140872668))","([13, 17], np.float64(58.82747818364848))","([], np.float64(62.305261367734396))"
8,"([10, 19, 37, 48], np.float64(31.582895467582805))","([10, 19, 37, 48], np.float64(56.135462596884146))","([], np.float64(62.36079601584619))"
9,"([11, 36, 38, 44], np.float64(24.210181297262082))","([11, 36, 44], np.float64(47.51249889847937))","([], np.float64(52.55062418950317))"
10,"([27, 29, 41, 42], np.float64(23.634382911336107))","([27, 29, 41, 42], np.float64(41.308135950122285))","([], np.float64(55.56380093096175))"
11,"([19, 31, 46, 49], np.float64(23.09089836815142))","([19, 31, 46, 49], np.float64(44.72804605573643))","([], np.float64(53.154647846764945))"
12,"([7, 15, 38, 43], np.float64(24.5523987654807))","([], np.float64(59.46844282478381))","([7, 43], np.float64(50.15674883833979))"
13,"([8, 10, 31, 41], np.float64(22.573435577551503))","([8, 10, 31, 41], np.float64(34.63630510963286))","([10, 31], np.float64(50.49512089608857))"
14,"([16, 21, 40, 42], np.float64(23.059332046244528))","([16, 21, 40, 42], np.float64(49.49751824675342))","([], np.float64(59.68212479220853))"
15,"([11, 19, 21, 41], np.float64(22.165822137024637))","([11, 19, 21, 41], np.float64(30.963571657991473))","([11, 19, 21, 41], np.float64(48.622504824925315))"
16,"([4, 9, 19, 40], np.float64(37.77026348709104))","([4, 9, 19, 40], np.float64(40.73837445994743))","([], np.float64(54.73366185600843))"
17,"([8, 18, 26, 27, 40], np.float64(25.554858379351753))","([8, 18, 26, 27], np.float64(28.701535191160723))","([], np.float64(67.56304474868644))"
18,"([6, 31, 39, 48], np.float64(26.156003007452497))","([6, 31, 39, 48], np.float64(45.047452882228505))","([6, 31], np.float64(55.77903314350435))"
19,"([0, 2, 19, 32], np.float64(24.566227562332884))","([0, 2], np.float64(53.220608699541565))","([0, 2], np.float64(47.61337391570246))"
20,"([4, 7, 15, 28], np.float64(24.207389455893164))","([4, 7, 15, 28], np.float64(35.301110240950585))","([4, 7, 15, 28], np.float64(49.12326124043899))"
21,"([13, 15, 30, 41], np.float64(22.393649872486662))","([13, 15, 30, 41], np.float64(34.513169912453904))","([], np.float64(53.14478078872541))"
22,"([4, 6, 11, 46], np.float64(22.01289352693173))","([4, 6, 11, 46], np.float64(39.625239760231715))","([], np.float64(54.53334074576502))"
23,"([0, 6, 31, 42], np.float64(22.951817113171398))","([], np.float64(55.51344666717177))","([], np.float64(55.514999673506914))"
24,"([1, 8, 14, 37], np.float64(23.22921845415435))","([1, 8, 14, 37], np.float64(0.06425358039326906))","([1, 8, 14, 37], np.float64(52.70662559406749))"
25,"([2, 13, 20, 26], np.float64(34.82189419013197))","([2, 13], np.float64(56.2817601579475))","([], np.float64(62.397339878481255))"
26,"([25, 38, 47, 48], np.float64(24.922617565494956))","([25, 38, 47, 48], np.float64(45.12752296458249))","([], np.float64(60.649163208008964))"
27,"([6, 9, 19, 44], np.float64(23.081894444994557))","([9, 44], np.float64(48.18812916162749))","([6, 19], np.float64(47.86181547328882))"
28,"([19, 35, 38, 44], np.float64(22.850364033115866))","([19, 35, 38, 44], np.float64(33.251173429478456))","([], np.float64(54.77294210373794))"
29,"([8, 14, 38, 41], np.float64(23.824552457441225))","([8, 14, 38, 41], np.float64(34.17295552643194))","([], np.float64(56.724815121714755))"
30,"([20, 21, 34, 35], np.float64(23.09810035671093))","([20, 21, 34, 35], np.float64(40.98134498861479))","([], np.float64(54.731743670844345))"
31,"([13, 26, 28, 37], np.float64(53.5816917513003))","([13, 26, 28, 37], np.float64(59.78461705662919))","([13, 26], np.float64(63.5356954757717))"
32,"([8, 9, 26, 37], np.float64(24.0370164911676))","([8, 9, 26, 37], np.float64(33.92562067340275))","([8, 37], np.float64(61.99088024797196))"
33,"([5, 23, 44, 45], np.float64(24.08170271328853))","([5, 23, 44, 45], np.float64(32.733766524588155))","([], np.float64(57.0937316440628))"
34,"([2, 11, 21, 24], np.float64(20.868037214291974))","([2, 11, 21, 24], np.float64(39.543473111574784))","([], np.float64(51.88131223899517))"
35,"([7, 30, 47, 49], np.float64(26.127572336262173))","([7, 30, 47, 49], np.float64(36.088219165946576))","([], np.float64(61.247293263357705))"
36,"([11, 17, 35, 41], np.float64(23.10025752072168))","([11, 17, 35, 41], np.float64(38.92536389634964))","([11, 41], np.float64(48.32306329905994))"
37,"([4, 15, 24, 44], np.float64(29.97221295350696))","([4, 15, 24, 44], np.float64(31.312227749309216))","([], np.float64(51.925577765875396))"
38,"([20, 25, 26, 28], np.float64(23.285482817323036))","([20, 25, 26, 28], np.float64(44.953875959532304))","([], np.float64(58.08083857175973))"
39,"([5, 21, 25, 43], np.float64(22.849919994871662))","([5, 21, 25, 43], np.float64(21.152184646927562))","([], np.float64(60.801680364053816))"
40,"([29, 33, 35, 44], np.float64(24.290819889004247))","([29, 44], np.float64(49.44076879511326))","([], np.float64(54.007521852899096))"
41,"([3, 6, 11, 14], np.float64(22.920825928664424))","([3, 6, 11, 14], np.float64(31.802120075496262))","([], np.float64(58.82504929491753))"
42,"([6, 15, 43, 49], np.float64(39.46734976661812))","([15, 43], np.float64(49.210794415897425))","([15, 43], np.float64(50.774307063372106))"
43,"([24, 30, 35, 45], np.float64(23.931502657714677))","([24, 30, 35, 45], np.float64(24.002750953220364))","([], np.float64(55.355540945806204))"
44,"([16, 22, 38, 46], np.float64(23.1199251883827))","([16, 22, 38, 46], np.float64(48.252771033652834))","([], np.float64(60.42437830614664))"
45,"([8, 19, 26, 45], np.float64(24.129255966308662))","([8, 19, 26, 45], np.float64(34.41143068242374))","([19], np.float64(60.668636115952694))"
46,"([0, 10, 15, 16], np.float64(24.871917045877417))","([0, 10, 15, 16], np.float64(50.18396092473499))","([15], np.float64(57.21821465632536))"
