run_id,"AnnLassoRegressorl0(20,)","AnnLassoRegressorl0(20, 10)","AnnLassoRegressorl0(20, 10, 5)"
32,"([8, 9, 26, 37], np.float64(23.264911116409802))","([8, 9, 26, 37], np.float64(0.06886226370548357))","([8, 9, 26, 37], np.float64(0.591307048426111))"
33,"([5, 23, 44, 45], np.float64(23.27502375518931))","([5, 23, 44, 45], np.float64(20.24915573627036))","([5, 23, 44, 45], np.float64(28.02478201119537))"
34,"([2, 11, 21, 24], np.float64(13.778362165311556))","([2, 11, 21, 24], np.float64(5.677496814112679))","([2, 11, 21, 24], np.float64(42.580086340522634))"
35,"([7, 30, 47, 49], np.float64(17.351853684984512))","([7, 30, 47, 49], np.float64(0.14620493615695057))","([30, 49], np.float64(54.722532141250994))"
36,"([11, 17, 35, 41], np.float64(21.100942790180298))","([11, 17, 35, 41], np.float64(22.705485084768167))","([11, 17, 35, 41], np.float64(0.3339557313125448))"
37,"([4, 15, 23, 24, 44], np.float64(15.544490758239851))","([4, 15, 24, 44], np.float64(0.10134090917166415))","([4, 15, 24, 44], np.float64(0.12006874866850364))"
38,"([20, 25, 26, 28], np.float64(15.301094627763831))","([20, 25, 26, 28], np.float64(17.73715911930051))","([20, 25, 26, 28], np.float64(0.12231447927899333))"
39,"([5, 21, 25, 43], np.float64(15.147750048259761))","([21, 25], np.float64(53.95975610874937))","([5, 21, 25, 43], np.float64(0.12606703734893854))"
40,"([29, 33, 35, 44], np.float64(16.047531996013728))","([29, 33, 35, 44], np.float64(0.08141645715610835))","([33, 35], np.float64(47.30949484627213))"
41,"([3, 6, 11, 14], np.float64(22.13384142047834))","([3, 6, 11, 14], np.float64(0.04825955728024005))","([3, 6, 11, 14], np.float64(39.302320490639815))"
42,"([6, 15, 43, 49], np.float64(21.909776437386906))","([6, 15, 43, 49], np.float64(0.07522429756094674))","([15, 43], np.float64(51.98100357717689))"
43,"([24, 30, 35, 45], np.float64(16.995628296738506))","([24, 30, 35, 45], np.float64(0.09030989949047671))","([24, 30, 35, 45], np.float64(42.48129676365413))"
44,"([16, 22, 38, 46], np.float64(16.26601551831492))","([16, 22, 38, 46], np.float64(0.1389490198076755))","([16, 22, 38, 46], np.float64(0.2242587316245173))"
45,"([8, 19, 26, 45], np.float64(16.689008441533055))","([8, 19, 26, 45], np.float64(0.0581158525788203))","([8, 19, 26, 45], np.float64(22.05149005505121))"
46,"([0, 10, 15, 16], np.float64(16.114033122860214))","([0, 10, 15, 16], np.float64(0.2642457507225346))","([0, 16], np.float64(56.50166962810027))"
47,"([1, 10, 13, 48], np.float64(16.57916284805745))","([1, 10, 13, 48], np.float64(0.0663520877842898))","([1, 10, 13, 48], np.float64(44.062803167724624))"
48,"([0, 20, 24, 42], np.float64(22.09485455895591))","([0, 20, 24, 42], np.float64(39.577332392782786))","([0, 20, 24, 42], np.float64(36.54121832770151))"
49,"([0, 21, 23, 26, 30], np.float64(31.787429356734055))","([0, 21, 26, 30], np.float64(0.07054445771932552))","([0, 21, 26, 30], np.float64(24.66565657287287))"
