run_id,"AnnLassoRegressorl0(20,)","AnnLassoRegressorl0(20, 10)","AnnLassoRegressorl0(20, 10, 5)"
29,"([8, 14, 38, 41], np.float64(32.39277128961924))","([8, 14, 38, 41], np.float64(0.04377874833606852))","([8, 14, 38, 41], np.float64(40.57997414613335))"
30,"([20, 21, 34, 35], np.float64(21.67577598363063))","([20, 21, 34, 35], np.float64(14.882537365154441))","([20, 21, 34, 35], np.float64(45.61979640230189))"
31,"([13, 26, 28, 37], np.float64(0.33598548334278644))","([13, 26, 28, 37], np.float64(26.208344933237814))","([13, 26, 28, 37], np.float64(44.44690945162333))"
32,"([8, 9, 26, 37], np.float64(23.72060143693479))","([8, 9, 26, 37], np.float64(0.06899511952062845))","([8, 9, 26, 37], np.float64(47.423277804856255))"
33,"([5, 23, 44, 45], np.float64(16.694880391459886))","([5, 23, 44, 45], np.float64(30.989208984974816))","([5, 23, 44, 45], np.float64(43.625784282740554))"
34,"([2, 11, 21, 24], np.float64(20.413636924649435))","([2, 11, 21, 24], np.float64(13.369097706074646))","([2, 11, 21, 24], np.float64(0.867996284074653))"
35,"([7, 30, 47, 49], np.float64(25.18467446788211))","([7, 30, 47, 49], np.float64(0.14018926541937055))","([7, 30, 47, 49], np.float64(31.311345437785473))"
36,"([11, 17, 35, 41], np.float64(0.1296422469559913))","([11, 17, 35, 41], np.float64(0.09837444084385427))","([11, 41], np.float64(49.51934628557412))"
37,"([4, 15, 24, 44], np.float64(15.670467443966515))","([4, 15, 24, 44], np.float64(16.567720917609652))","([4, 15, 24, 44], np.float64(39.30553105350219))"
38,"([20, 25, 26, 28], np.float64(14.993505785266498))","([20, 25, 26, 28], np.float64(19.510579369278304))","([20, 25, 26, 28], np.float64(39.888645013652656))"
39,"([0, 5, 21, 25, 43], np.float64(21.384547131209395))","([5, 21, 25, 43], np.float64(0.04301508256580996))","([21, 25], np.float64(57.51927285492679))"
40,"([29, 33, 35, 44], np.float64(14.691944177345281))","([29, 33, 35, 44], np.float64(21.705354964649437))","([29, 33, 35, 44], np.float64(40.56683370465616))"
41,"([3, 6, 11, 14], np.float64(14.233878242418516))","([3, 6, 11, 14], np.float64(27.370081584836193))","([3, 6, 11, 14], np.float64(48.8638467653871))"
42,"([6, 15, 43, 49], np.float64(21.1304525625233))","([6, 15, 43, 49], np.float64(21.674353396465566))","([6, 15, 43, 49], np.float64(35.35089363810978))"
43,"([24, 30, 35, 45], np.float64(23.726011143629613))","([24, 30, 35, 45], np.float64(0.2507069374019655))","([24, 30, 35, 45], np.float64(34.653207629451835))"
44,"([16, 22, 38, 46], np.float64(22.71989127765665))","([16, 22, 38, 46], np.float64(19.05122215204555))","([16, 22, 38, 46], np.float64(40.73210554782862))"
45,"([8, 19, 26, 28, 45], np.float64(23.555775128863505))","([8, 19, 26, 45], np.float64(0.07430286107669445))","([8, 19, 26, 45], np.float64(47.234586901841794))"
46,"([0, 10, 15, 16], np.float64(22.93263787386191))","([0, 10, 15, 16], np.float64(41.98361713450716))","([0, 10, 15, 16], np.float64(48.04607821869453))"
47,"([1, 10, 13, 48], np.float64(15.495900394488267))","([1, 10, 13, 48], np.float64(0.09957946980858862))","([1, 10, 13, 48], np.float64(42.028534037005926))"
48,"([0, 20, 24, 42], np.float64(0.10955568423868534))","([0, 20, 24, 42], np.float64(23.20476329444414))","([0, 20, 24, 42], np.float64(0.18760320895539542))"
49,"([0, 21, 26, 30], np.float64(21.909984417547136))","([0, 21, 26, 30], np.float64(0.09664150301524048))","([0, 21, 26, 30], np.float64(32.759543894727344))"
