run_id,"AnnLassoRegressorl0(20,)","AnnLassoRegressorl0(20, 10)","AnnLassoRegressorl0(20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(22.3463344932102))","([2, 3, 13, 15], np.float64(0.05172747255676384))","([2, 3, 13, 15], np.float64(49.22929089479733))"
2,"([10, 22, 30, 39], np.float64(14.967918242155134))","([10, 22, 30, 39], np.float64(0.20124408344095904))","([10, 22, 30, 39], np.float64(31.143884518324523))"
3,"([0, 4, 5, 27], np.float64(22.29049328630002))","([0, 4, 5, 27], np.float64(0.11448424934970043))","([], np.float64(54.424129657539844))"
4,"([14, 34, 38, 49], np.float64(23.661158643316593))","([14, 34, 38, 49], np.float64(18.203843775546403))","([14, 49], np.float64(50.89710310673107))"
5,"([2, 11, 15, 36], np.float64(40.405172783438566))","([2, 11, 15, 36], np.float64(41.64069594219086))","([2, 11, 15, 36], np.float64(48.46325151827291))"
6,"([5, 17, 41, 44], np.float64(21.223244132548288))","([5, 17, 41, 44], np.float64(0.04299041044001351))","([], np.float64(58.99276910388476))"
7,"([13, 17, 29, 45], np.float64(27.272620390832685))","([13, 17, 29, 45], np.float64(0.18383891188021323))","([13, 17, 29, 45], np.float64(42.78370747736335))"
8,"([10, 19, 37, 48], np.float64(15.161676690757277))","([10, 19, 37, 48], np.float64(0.09167500863978853))","([10, 19, 37, 48], np.float64(1.078020130889198))"
9,"([11, 36, 38, 44], np.float64(23.455823733154347))","([11, 36, 38, 44], np.float64(0.05665058639181264))","([11, 36, 38, 44], np.float64(44.30244842660087))"
10,"([27, 29, 41, 42], np.float64(22.64674889565859))","([41, 42], np.float64(54.220957854139876))","([27, 29, 41, 42], np.float64(32.647614922594244))"
11,"([19, 31, 46, 49], np.float64(21.754631056298823))","([19, 31, 46, 49], np.float64(35.43394670070197))","([31, 49], np.float64(43.16073908583011))"
12,"([7, 15, 38, 43], np.float64(24.18824411544225))","([7, 15, 38, 43], np.float64(43.288639543321196))","([7, 15, 38, 43], np.float64(36.996328753918256))"
13,"([8, 10, 31, 41], np.float64(15.870827061009617))","([8, 10, 31, 41], np.float64(20.10980350388879))","([8, 10, 31, 41], np.float64(0.2524995848690099))"
14,"([16, 21, 40, 42], np.float64(23.22428634269991))","([16, 21, 40, 42], np.float64(0.17622383878021752))","([21, 40], np.float64(48.7399120280854))"
15,"([11, 19, 21, 41], np.float64(22.470965590147838))","([11, 19, 21, 41], np.float64(0.05651275006650029))","([11, 21], np.float64(54.59883175911396))"
16,"([4, 9, 19, 40], np.float64(22.837674246853027))","([4, 9, 19, 40], np.float64(37.08770888245913))","([4, 9, 19, 40], np.float64(35.83044752825381))"
17,"([8, 18, 26, 27], np.float64(18.34756417595697))","([8, 18, 26, 27], np.float64(0.15211795695515967))","([], np.float64(67.49212869399217))"
18,"([6, 31, 39, 48], np.float64(0.109107524339502))","([6, 31, 39, 48], np.float64(0.06338280211725966))","([6, 31, 39, 48], np.float64(49.37545592283398))"
19,"([0, 2, 19, 32], np.float64(39.771881676874784))","([0, 2, 19, 32, 46], np.float64(19.24029094548188))","([0, 2, 19, 32], np.float64(0.09201689868233777))"
20,"([4, 7, 15, 28], np.float64(23.71556801035799))","([4, 7, 15, 28], np.float64(21.008766311024118))","([7, 15], np.float64(58.9504547036403))"
21,"([13, 15, 30, 41], np.float64(27.813602319204925))","([13, 15, 30, 41], np.float64(0.14735212223860283))","([], np.float64(53.12970560605015))"
22,"([4, 6, 11, 46], np.float64(23.069832522106747))","([4, 6, 11, 46], np.float64(37.99569553471803))","([4, 6, 11, 46], np.float64(34.607814725685586))"
23,"([0, 6, 31, 42], np.float64(21.089594401294466))","([0, 6, 31, 42], np.float64(0.04249741244241596))","([0, 6, 31, 42], np.float64(0.1335484449273959))"
24,"([1, 3, 8, 14, 37], np.float64(39.90626026281071))","([1, 8, 14, 37], np.float64(0.04263481932354594))","([1, 8, 14, 37], np.float64(45.89303135600622))"
25,"([2, 13, 20, 26], np.float64(0.13741336823111083))","([2, 13, 20, 26], np.float64(27.038682931417938))","([2, 13, 20, 26], np.float64(54.581387895726714))"
26,"([25, 38, 47, 48], np.float64(22.398189624365056))","([25, 38, 47, 48], np.float64(23.21838503510027))","([], np.float64(60.6610020696976))"
27,"([6, 9, 19, 44], np.float64(23.093908540035823))","([6, 9, 19, 44], np.float64(0.13405515907116536))","([9, 44], np.float64(46.62136842143523))"
28,"([19, 35, 38, 44], np.float64(23.281331807874086))","([19, 35, 38, 44], np.float64(0.04406036644527974))","([19, 35, 38, 44], np.float64(30.35180707051751))"
