run_id,"AnnLassoRegressorl0(20,)","AnnLassoRegressorl0(20, 10)","AnnLassoRegressorl0(20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(22.160682570688593))","([2, 3, 13, 15], np.float64(0.07752212224367847))","([2, 3, 13, 15], np.float64(24.663506898177026))"
2,"([10, 22, 30, 39], np.float64(23.46390394015796))","([10, 22, 30, 39], np.float64(0.14523410687502267))","([10, 22, 30, 39], np.float64(26.899008933487334))"
3,"([0, 4, 5, 27], np.float64(22.07944176911752))","([0, 4, 5, 27], np.float64(0.05641245891476051))","([4], np.float64(53.410530127533406))"
4,"([14, 34, 38, 49], np.float64(20.616996109932423))","([14, 34, 38, 49], np.float64(0.08075094185611834))","([14, 34, 38, 49], np.float64(0.12585262319475685))"
5,"([2, 11, 15, 36], np.float64(30.677406735069578))","([2, 11, 15, 36], np.float64(0.02638201729532503))","([2, 11, 15, 36], np.float64(0.5102096361488505))"
6,"([5, 17, 41, 44], np.float64(14.974615757331504))","([5, 17, 41, 44], np.float64(0.05169854921895458))","([5, 44], np.float64(50.559440343986964))"
7,"([13, 17, 29, 45], np.float64(26.319347330049744))","([13, 17, 29, 45], np.float64(0.1961004411888823))","([13, 17, 29, 45], np.float64(0.14881516844725426))"
8,"([10, 19, 37, 48], np.float64(15.963033326062774))","([10, 19, 37, 48], np.float64(0.10459296661192409))","([10, 19, 37, 48], np.float64(31.127821323700072))"
9,"([11, 36, 38, 41, 44], np.float64(21.008475870625908))","([11, 36, 38, 44], np.float64(0.08709537929701876))","([], np.float64(52.44235001562066))"
10,"([27, 29, 41, 42], np.float64(16.909386905813232))","([27, 29, 41, 42], np.float64(22.82122270740079))","([27, 29, 41, 42], np.float64(43.39974399182767))"
11,"([19, 31, 46, 49], np.float64(14.803067027530066))","([19, 31, 46, 49], np.float64(0.0837174937009712))","([19, 31, 46, 49], np.float64(40.13804419593068))"
12,"([7, 15, 38, 43], np.float64(24.120204769384312))","([7, 15, 38, 43], np.float64(0.2678205969073483))","([7, 15, 38, 43], np.float64(0.18843796545466693))"
