run_id,"AnnLassoRegressorl0(20,)","AnnLassoRegressorl0(20, 10)","AnnLassoRegressorl0(20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(42.59143771509913))","([2, 3, 13, 15], np.float64(0.2951976752315929))","([2, 3, 13, 15], np.float64(46.28970054673596))"
2,"([10, 22, 30, 39], np.float64(24.144655537351085))","([10, 22, 30, 39], np.float64(30.69605612412327))","([10, 22, 30, 39], np.float64(32.90649180274618))"
3,"([0, 4, 5, 27], np.float64(22.2656144271049))","([0, 4, 5, 27], np.float64(0.34565052420690323))","([0, 4, 5, 27], np.float64(46.172002999751264))"
4,"([14, 34, 38, 49], np.float64(22.500193163149124))","([14, 34, 38, 49], np.float64(43.387243056047026))","([14, 34, 38, 49], np.float64(37.366618811145585))"
5,"([2, 11, 15, 36], np.float64(16.112588824818943))","([2, 11, 15, 36], np.float64(16.831035882475387))","([2, 15], np.float64(49.6076884614942))"
6,"([5, 17, 41, 44], np.float64(21.274577389129366))","([5, 17, 41, 44], np.float64(42.27207327249409))","([], np.float64(58.9844894922044))"
7,"([13, 17, 29, 45], np.float64(27.7950968131246))","([13, 17, 29, 45], np.float64(0.11447798848121758))","([], np.float64(62.3203660113645))"
8,"([10, 19, 37, 48], np.float64(22.842489559431773))","([10, 19, 37, 48], np.float64(0.1152916270197505))","([10, 19, 37, 48], np.float64(43.2996798388476))"
9,"([11, 36, 38, 44], np.float64(16.11848712410901))","([11, 36, 38, 44], np.float64(33.42552277610281))","([38, 44], np.float64(47.20164175214682))"
10,"([27, 29, 41, 42], np.float64(22.67497355108048))","([27, 29, 41, 42], np.float64(29.528755477814933))","([27, 29, 41, 42], np.float64(38.19640235488196))"
11,"([19, 31, 46, 49], np.float64(21.732582967119928))","([19, 31, 46, 49], np.float64(35.70570785782492))","([19, 31, 46, 49], np.float64(38.27920351416676))"
12,"([7, 15, 38, 43], np.float64(25.499878744737877))","([7, 15, 38, 43], np.float64(29.952672408416596))","([7, 15, 38, 43], np.float64(39.69204739701298))"
13,"([8, 10, 31, 41], np.float64(22.191530838906075))","([8, 10, 31, 41], np.float64(20.999766292836807))","([8, 10, 31, 41], np.float64(46.030091570549814))"
14,"([16, 21, 40, 42], np.float64(14.807315556143774))","([16, 21, 40, 42], np.float64(28.739458786372744))","([16, 21, 40, 42], np.float64(47.795653692364446))"
15,"([11, 19, 21, 41], np.float64(21.785786890422727))","([11, 19, 21, 41], np.float64(40.6911852136104))","([19, 41], np.float64(55.172185552921))"
16,"([4, 9, 19, 40], np.float64(15.214773255980703))","([4, 9, 19, 40], np.float64(44.67525355321342))","([], np.float64(54.60966650514324))"
17,"([8, 18, 26, 27], np.float64(37.17725022779736))","([18, 26], np.float64(61.2419881015266))","([8, 18, 26, 27], np.float64(51.46933654004996))"
18,"([6, 31, 39, 48], np.float64(24.417143906638213))","([6, 31, 39, 48], np.float64(21.1081423655422))","([39, 48], np.float64(52.07788878476376))"
19,"([0, 2, 19, 32], np.float64(39.90351178644947))","([0, 2, 19, 32], np.float64(0.056823738074275924))","([0, 2, 19, 32], np.float64(42.31838340688507))"
20,"([4, 7, 15, 28], np.float64(23.760092707965786))","([4, 7, 15, 28], np.float64(20.95918086362062))","([4, 7, 15, 28], np.float64(43.17610326968265))"
21,"([13, 15, 30, 41], np.float64(21.233676049404398))","([13, 15, 30, 41], np.float64(21.88020669451378))","([13, 15, 30, 41], np.float64(39.85344165918683))"
22,"([4, 6, 11, 46], np.float64(15.034752135298188))","([4, 6, 11, 46], np.float64(18.67669178780242))","([4, 6, 11, 46], np.float64(39.62764898098554))"
