run_id,"AnnLassoRegressorl0(20,)","AnnLassoRegressorl0(20, 10)","AnnLassoRegressorl0(20, 10, 5)"
23,"([0, 6, 31, 42], np.float64(21.521406153180372))","([0, 6, 31, 42], np.float64(12.905199042013002))","([0, 31], np.float64(53.051800371918844))"
24,"([1, 8, 14, 37], np.float64(22.498670548572246))","([1, 8, 14, 37], np.float64(28.335086784980746))","([1, 14], np.float64(54.90276255360867))"
25,"([2, 13, 20, 26], np.float64(33.30286521284194))","([2, 13, 20, 26], np.float64(26.168263095249415))","([2, 13, 20, 26], np.float64(50.55022149328359))"
26,"([25, 38, 47, 48], np.float64(24.010669319993223))","([25, 38, 47, 48], np.float64(29.931542501048405))","([25, 38, 47, 48], np.float64(42.857840581343225))"
27,"([6, 9, 19, 44], np.float64(23.195728178692356))","([6, 9, 19, 44], np.float64(0.06255623627870972))","([6, 19], np.float64(46.54566465271495))"
28,"([19, 35, 38, 44], np.float64(22.687196479364328))","([19, 35, 38, 44], np.float64(0.07264177458383435))","([19, 35, 38, 44], np.float64(46.64138058770243))"
29,"([8, 14, 38, 41], np.float64(23.314445711096994))","([8, 14, 38, 41], np.float64(0.08257572915930496))","([], np.float64(56.707014968822584))"
30,"([20, 21, 34, 35], np.float64(21.792498799016474))","([20, 21, 34, 35], np.float64(0.033851286704671156))","([21, 35], np.float64(49.505605769684074))"
31,"([13, 26, 28, 37], np.float64(25.350259977521585))","([13, 26, 28, 37], np.float64(0.17849263957554937))","([13, 26, 28, 37], np.float64(53.10172543672081))"
32,"([8, 9, 26, 37], np.float64(16.111127355649323))","([8, 9, 26, 37], np.float64(24.759738711584873))","([8, 9, 26, 37], np.float64(41.35666719469454))"
33,"([5, 23, 44, 45], np.float64(24.55321099806229))","([5, 23, 44, 45], np.float64(0.13631685816573147))","([5, 23, 44, 45], np.float64(47.658892457359414))"
34,"([2, 11, 21, 24], np.float64(20.569535751742702))","([2, 11, 21, 24], np.float64(0.13574880605336043))","([2, 11, 21, 24], np.float64(42.08788096483982))"
35,"([7, 30, 45, 47, 49], np.float64(26.119334800296986))","([7, 30, 47, 49], np.float64(0.21521133929509048))","([7, 30, 47, 49], np.float64(44.44124940854423))"
36,"([11, 17, 35, 41], np.float64(22.272285001117154))","([11, 17, 35, 41], np.float64(28.96392610596915))","([11, 17, 35, 41], np.float64(40.13973713091406))"
37,"([4, 15, 24, 44], np.float64(22.9410328837723))","([4, 15, 24, 44], np.float64(15.832801120654453))","([15, 24], np.float64(45.489227474288995))"
38,"([20, 25, 26, 28], np.float64(23.245570986616222))","([20, 25, 26, 28], np.float64(28.88151599484578))","([20, 25, 26, 28], np.float64(44.75387449939844))"
39,"([5, 21, 25, 43], np.float64(22.082238507007197))","([5, 21, 25, 43], np.float64(16.698259631522664))","([5, 21, 25, 43], np.float64(36.952298008487176))"
40,"([29, 33, 35, 44], np.float64(23.54513956224619))","([29, 33, 35, 44], np.float64(46.222289365185546))","([29, 33, 35, 44], np.float64(42.13983426046623))"
41,"([3, 6, 11, 14], np.float64(22.954135247615405))","([3, 6, 11, 14], np.float64(19.349394595601446))","([3, 6, 11, 14], np.float64(47.93769053833164))"
42,"([6, 15, 43, 49], np.float64(22.16334264033529))","([6, 15, 43, 49], np.float64(16.410647749952275))","([6, 15, 43, 49], np.float64(37.41567160070751))"
43,"([24, 30, 35, 45], np.float64(25.06401432272805))","([24, 30, 35, 45], np.float64(0.13075524400846533))","([24, 30, 35, 45], np.float64(39.36175444232646))"
44,"([16, 22, 38, 46], np.float64(22.49715967669564))","([16, 22, 38, 46], np.float64(29.68683110206375))","([16, 22, 38, 46], np.float64(46.827493030278724))"
45,"([6, 8, 19, 26, 45], np.float64(23.548883591183834))","([8, 19, 26, 45], np.float64(18.978930186239033))","([8, 19, 26, 45], np.float64(42.30427028674085))"
46,"([0, 10, 15, 16], np.float64(23.335714711626963))","([0, 10, 15, 16], np.float64(0.15466270175758604))","([10, 15], np.float64(50.40612676117872))"
47,"([1, 10, 13, 48], np.float64(15.816768639661856))","([1, 10, 13, 48], np.float64(0.07381014669029007))","([1, 10, 13, 48], np.float64(39.8813006249505))"
48,"([0, 20, 24, 42], np.float64(21.946268963931683))","([0, 20, 24, 42], np.float64(41.8449082156551))","([0, 20, 24, 42], np.float64(40.35452447726132))"
49,"([0, 21, 26, 30], np.float64(22.90938889710202))","([0, 21, 26, 30], np.float64(27.6799063465741))","([0, 21, 26, 30], np.float64(42.31074723028174))"
