run_id,"AnnLassoRegressorl0(20,)","AnnLassoRegressorl0(20, 10)","AnnLassoRegressorl0(20, 10, 5)"
29,"([], np.float64(56.715085031486716))","([], np.float64(56.71508451034527))","([], np.float64(56.71507287578526))"
30,"([], np.float64(54.824831721314716))","([], np.float64(54.82483259204419))","([], np.float64(54.79954310070933))"
31,"([13, 26, 28, 37], np.float64(63.47904532640544))","([], np.float64(65.21920093764865))","([], np.float64(65.22496763344414))"
32,"([7, 8, 9, 26, 37, 48], np.float64(55.33590924051889))","([], np.float64(62.58560061028646))","([], np.float64(62.54615161139283))"
33,"([5, 16, 45], np.float64(52.7392547250445))","([], np.float64(57.106230105498774))","([], np.float64(57.10623037874729))"
34,"([2, 4, 11, 30], np.float64(52.46631545290512))","([4], np.float64(52.231009162460055))","([], np.float64(52.09732807937205))"
35,"([7, 9, 30, 47, 49], np.float64(59.00150816873812))","([], np.float64(61.231220852907605))","([], np.float64(61.23121768350861))"
36,"([17, 35, 45], np.float64(54.76347489486636))","([], np.float64(53.927020634556904))","([], np.float64(53.739669436271285))"
37,"([15, 19], np.float64(51.670010563597835))","([], np.float64(52.12073705076786))","([], np.float64(52.120730815587635))"
38,"([20, 25, 26, 28], np.float64(56.08933262993106))","([], np.float64(58.07857857670872))","([], np.float64(58.10129669200483))"
39,"([21, 25], np.float64(54.29847342829207))","([], np.float64(60.79985958871321))","([], np.float64(60.80066176481886))"
40,"([33, 35], np.float64(49.25403463144158))","([], np.float64(54.491083817190116))","([], np.float64(54.49106595593588))"
41,"([3, 6, 11, 14], np.float64(57.00257917004188))","([], np.float64(58.930953907887556))","([], np.float64(59.03656643912774))"
42,"([6, 8, 21, 49], np.float64(58.312675541606204))","([49], np.float64(56.51576143543664))","([49], np.float64(55.72721545854936))"
43,"([], np.float64(55.349603266242525))","([], np.float64(55.349603266242525))","([], np.float64(55.349603266242525))"
44,"([29, 46], np.float64(60.282677648457906))","([], np.float64(60.46393283208736))","([], np.float64(60.47817267679577))"
45,"([26], np.float64(62.96116621881914))","([26], np.float64(61.888948252520585))","([], np.float64(61.4085829401095))"
46,"([0, 16, 19, 42], np.float64(56.83734201978535))","([], np.float64(59.73884726825103))","([], np.float64(59.74123380421959))"
47,"([41], np.float64(61.13073475861492))","([], np.float64(60.71071780850675))","([], np.float64(60.71076566052069))"
48,"([23, 44], np.float64(63.00662362152294))","([], np.float64(62.56361649861541))","([], np.float64(62.56361754526467))"
49,"([0, 21, 26, 30, 38], np.float64(46.578525517907224))","([], np.float64(55.05807013537451))","([], np.float64(55.03205280145495))"
