run_id,"AnnLassoRegressorl0(20,)","AnnLassoRegressorl0(20, 10)","AnnLassoRegressorl0(20, 10, 5)"
1,"([2, 3, 15], np.float64(57.75472262238756))","([], np.float64(60.039329314997566))","([], np.float64(60.03932944164706))"
2,"([8, 22, 30, 31, 39], np.float64(60.254995656613))","([], np.float64(64.20325314438703))","([], np.float64(64.20324973752226))"
3,"([5, 27], np.float64(50.45624246900277))","([], np.float64(54.56153665948302))","([], np.float64(54.533117587522426))"
4,"([14, 24, 49], np.float64(50.07274309951073))","([], np.float64(54.85929563989807))","([], np.float64(54.73487918535129))"
5,"([11, 13, 19], np.float64(59.953950872227686))","([], np.float64(58.06540331854194))","([], np.float64(58.06541160951114))"
6,"([17, 41], np.float64(60.378888926265574))","([], np.float64(60.80380676729266))","([], np.float64(60.71623674413469))"
7,"([13, 17, 29, 45], np.float64(48.059863022775104))","([], np.float64(62.427722240545236))","([], np.float64(62.427722240545236))"
8,"([10, 19, 28, 37, 48], np.float64(56.26066303822152))","([], np.float64(62.35233249222142))","([], np.float64(62.360850905926995))"
9,"([5, 9, 11, 31, 32, 34], np.float64(55.61551360756307))","([], np.float64(52.41011926310068))","([], np.float64(52.410119920628084))"
10,"([27], np.float64(56.277887884435245))","([], np.float64(56.259194196841925))","([], np.float64(56.324277186126736))"
11,"([49], np.float64(51.270089846632416))","([], np.float64(53.63143689233443))","([], np.float64(53.555355037344505))"
12,"([18], np.float64(61.94182244736493))","([], np.float64(61.41167810875456))","([], np.float64(61.41714614628825))"
13,"([10, 31], np.float64(50.72195419301996))","([], np.float64(58.67486841140452))","([], np.float64(58.67481075817491))"
14,"([21, 31, 36, 40, 42], np.float64(57.200358497257255))","([], np.float64(59.64129916303993))","([], np.float64(59.651754842782275))"
15,"([10, 17, 47], np.float64(61.296848245926874))","([], np.float64(59.246121287631354))","([], np.float64(59.263464435536804))"
16,"([19, 40], np.float64(48.352908852617524))","([], np.float64(54.608764713014025))","([], np.float64(54.60876125584025))"
17,"([18, 26, 32], np.float64(67.40645476435317))","([], np.float64(67.38120751554781))","([], np.float64(67.37296775710315))"
18,"([6, 31], np.float64(58.661568661751645))","([], np.float64(62.03136318641639))","([], np.float64(62.031363324084104))"
19,"([0, 2, 19], np.float64(46.68830946420459))","([], np.float64(55.52021914155211))","([], np.float64(55.63927991508634))"
20,"([4, 7, 15], np.float64(60.89112985177418))","([], np.float64(59.76452504386533))","([], np.float64(59.756675231664914))"
21,"([10, 13, 15, 30], np.float64(53.70200066110478))","([13, 30], np.float64(54.108279777229534))","([30], np.float64(53.61342518141883))"
22,"([6, 11], np.float64(53.75888495555611))","([], np.float64(54.95599018843396))","([], np.float64(54.890365304644654))"
23,"([0, 6, 14, 37, 42], np.float64(55.37069890188251))","([], np.float64(55.68861269114313))","([], np.float64(55.671065636912914))"
24,"([8, 37], np.float64(57.492413359984276))","([], np.float64(58.05181991107648))","([], np.float64(58.05181928216685))"
25,"([2, 13, 20], np.float64(57.90442994450854))","([], np.float64(62.909899719823265))","([], np.float64(62.90984954965119))"
26,"([25, 38, 47, 48, 49], np.float64(51.135229824024066))","([], np.float64(61.13742395979901))","([], np.float64(61.05593524809912))"
27,"([6, 19], np.float64(51.70825510209933))","([], np.float64(52.52652719587594))","([], np.float64(52.526526950511))"
28,"([11, 38, 44], np.float64(52.86610122001422))","([], np.float64(54.97105536344246))","([], np.float64(54.9565470890306))"
