run_id,"AnnLassoRegressorl0(20,)","AnnLassoRegressorl0(20, 10)","AnnLassoRegressorl0(20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(15.561243178493536))","([2, 3, 13, 15], np.float64(18.110955276626136))","([2, 3, 13, 15], np.float64(0.13974862343134736))"
2,"([10, 22, 30, 39], np.float64(23.795479925968312))","([10, 22, 30, 39], np.float64(0.044993202244633435))","([22, 39], np.float64(58.19929544920947))"
3,"([0, 4, 5, 27], np.float64(22.041903633525973))","([0, 4, 5, 27], np.float64(6.519339277811603))","([5, 27], np.float64(50.27382985073082))"
4,"([14, 34, 38, 49], np.float64(15.177377141978909))","([14, 34, 38, 49], np.float64(0.08813413247302662))","([14, 34, 38, 49], np.float64(25.700314615348454))"
5,"([2, 11, 15, 36], np.float64(23.685994222557355))","([2, 11, 15, 36], np.float64(0.05343697010167394))","([2, 11, 15, 36], np.float64(0.17148719241286103))"
6,"([5, 17, 41, 44], np.float64(14.496958244748203))","([5, 17, 41, 44], np.float64(0.150955383636017))","([5, 44], np.float64(55.26814573678966))"
7,"([13, 17, 29, 45], np.float64(26.18823414352407))","([13, 17, 29, 45], np.float64(26.30830157032339))","([13, 17, 29, 45], np.float64(0.23244712186030056))"
8,"([10, 19, 37, 48], np.float64(16.46570979687897))","([10, 19, 37, 48], np.float64(7.515689491708814))","([10, 19, 37, 48], np.float64(32.373505902645775))"
9,"([11, 36, 38, 44], np.float64(21.989633935501594))","([11, 36, 38, 44], np.float64(27.021742250118592))","([11, 36, 38, 44], np.float64(22.267952971881876))"
10,"([27, 29, 41, 42], np.float64(22.58219815470183))","([27, 29, 41, 42], np.float64(0.029973943089506586))","([27, 29, 41, 42], np.float64(29.94768141728349))"
11,"([19, 31, 46, 49], np.float64(20.790966791259326))","([19, 31, 46, 49], np.float64(0.19423783640819642))","([19, 31, 46, 49], np.float64(26.20959994181826))"
12,"([7, 15, 38, 43], np.float64(24.203249590719874))","([7, 15, 38, 43], np.float64(0.051254106008344694))","([7, 15, 38, 43], np.float64(47.22282771324868))"
13,"([8, 10, 31, 41], np.float64(22.270692783923174))","([8, 10, 31, 41], np.float64(6.096634273076353))","([8, 10, 31, 41], np.float64(50.4176313933959))"
14,"([16, 21, 40, 42], np.float64(22.352207661576408))","([16, 21, 40, 42], np.float64(0.0603229974537667))","([16, 21, 40, 42], np.float64(36.44792278306349))"
15,"([11, 19, 21, 41], np.float64(14.201860399978544))","([11, 19, 21, 41], np.float64(22.300417548756883))","([11, 19, 21, 41], np.float64(0.1339739403711443))"
16,"([4, 9, 19, 40], np.float64(23.599874546396226))","([4, 9, 19, 40], np.float64(20.23365433316145))","([4, 9, 19, 40], np.float64(0.13284098621928603))"
17,"([8, 18, 26, 27], np.float64(25.35957649957636))","([8, 18, 26, 27], np.float64(12.199871419854643))","([8, 27], np.float64(55.027116001369414))"
18,"([6, 26, 31, 39, 48], np.float64(24.278370641445225))","([6, 31, 39, 48], np.float64(0.21361823907833236))","([6, 31, 39, 48], np.float64(28.87755457897254))"
19,"([0, 2, 19, 32], np.float64(15.95655470268628))","([0, 2, 19, 32], np.float64(0.058376206128858216))","([0, 2, 19, 32], np.float64(31.763147797527953))"
20,"([4, 7, 15, 28], np.float64(23.53392617602052))","([4, 7, 15, 28], np.float64(17.408887641324608))","([4, 7, 15, 28], np.float64(0.1843895505600951))"
21,"([13, 15, 30, 41], np.float64(20.094070572241097))","([13, 15, 30, 41], np.float64(20.45918246922065))","([13, 15, 30, 41], np.float64(0.3438540620529767))"
22,"([4, 6, 11, 46], np.float64(15.242249464896894))","([4, 6, 11, 46], np.float64(15.394865643911963))","([6, 11], np.float64(52.390111961646255))"
