run_id,"AnnLassoRegressorl0(20,)","AnnLassoRegressorl0(20, 10)","AnnLassoRegressorl0(20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(23.070251154165394))","([2, 3, 13, 15], np.float64(30.20376879901204))","([], np.float64(60.296162058007916))"
2,"([10, 22, 30, 39], np.float64(32.871717230322155))","([10, 22, 30, 39], np.float64(33.72050113323165))","([10, 22, 30, 39], np.float64(43.89724553472732))"
3,"([0, 4, 5, 27], np.float64(22.632905084878917))","([27], np.float64(54.451689084213456))","([5, 27], np.float64(50.76757379674238))"
4,"([14, 34, 38, 49], np.float64(23.701856292219375))","([14, 34, 38, 49], np.float64(0.170172543888442))","([], np.float64(53.97718306122265))"
5,"([2, 11, 15, 36], np.float64(23.779160821537843))","([2, 11, 15, 36], np.float64(33.21030091739574))","([2, 11, 15, 36], np.float64(49.030465825483205))"
6,"([5, 17, 41, 44], np.float64(21.509493787805795))","([17, 41], np.float64(49.623530864072045))","([], np.float64(58.989121865854955))"
7,"([13, 17, 29, 45], np.float64(26.49805716913688))","([13, 17, 29, 45], np.float64(20.507717801293932))","([], np.float64(62.38472917315733))"
8,"([10, 19, 37, 48], np.float64(23.307421506845312))","([10, 19, 37, 48], np.float64(30.686588385464443))","([37, 48], np.float64(50.03216024227571))"
9,"([11, 36, 38, 44], np.float64(23.588165344233012))","([11, 36, 38, 44], np.float64(44.1633754614172))","([11, 36, 38, 44], np.float64(40.176174936660324))"
10,"([27, 29, 41, 42], np.float64(23.61866328905349))","([27, 29, 41, 42], np.float64(29.981386308553418))","([41, 42], np.float64(50.39148059662935))"
11,"([19, 31, 46, 49], np.float64(22.640453908699886))","([19, 31, 46, 49], np.float64(36.758635283974236))","([19, 46], np.float64(48.44875729278894))"
12,"([7, 15, 38, 43], np.float64(24.372805726320305))","([7, 15, 38, 43], np.float64(25.86080042730088))","([], np.float64(59.50612688930957))"
13,"([8, 10, 31, 41], np.float64(30.129934051381685))","([8, 10, 31, 41], np.float64(44.151328181520846))","([], np.float64(58.27302776267826))"
14,"([16, 21, 40, 42], np.float64(23.0154088766702))","([16, 21, 40, 42], np.float64(31.75734540809656))","([], np.float64(59.76727414143958))"
15,"([11, 19, 21, 41], np.float64(21.71844350557064))","([11, 19, 21, 41], np.float64(41.49198065301245))","([11, 19, 21, 41], np.float64(36.37970971414907))"
16,"([4, 9, 19, 40], np.float64(22.89261745855248))","([4, 9, 19, 40], np.float64(30.704441064947073))","([], np.float64(54.63470997688481))"
17,"([8, 18, 26, 27], np.float64(25.51506888355535))","([8, 18, 26, 27], np.float64(49.66699867089915))","([], np.float64(67.6328626831758))"
18,"([6, 31, 39, 48], np.float64(24.642490160997635))","([6, 31, 39, 48], np.float64(31.879454667725952))","([], np.float64(62.03420074431589))"
19,"([0, 2, 19, 32], np.float64(23.008458865421183))","([0, 2, 19, 32], np.float64(22.283795209642765))","([], np.float64(55.72647180950758))"
20,"([4, 7, 15, 28], np.float64(23.91255029466041))","([4, 7, 15, 28], np.float64(19.724432634171254))","([4, 7, 15, 28], np.float64(0.21481437644330023))"
21,"([13, 15, 30, 41], np.float64(27.02210030808737))","([13, 15, 30, 41], np.float64(28.064556333647246))","([], np.float64(53.10805896522144))"
