run_id,"AnnLassoRegressorl0(20,)","AnnLassoRegressorl0(20, 10)","AnnLassoRegressorl0(20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(22.149659577545894))","([2, 3, 13, 15], np.float64(0.024784750829494342))","([2, 3, 13, 15], np.float64(0.6742412802241817))"
2,"([10, 11, 22, 30, 39], np.float64(23.470799862383977))","([10, 22, 30, 39], np.float64(0.08251660363268745))","([], np.float64(64.24335303339251))"
3,"([0, 4, 5, 27], np.float64(22.444392337578673))","([0, 4, 5, 27], np.float64(0.06523055412886854))","([], np.float64(54.409769434090215))"
4,"([14, 34, 38, 49], np.float64(22.430658850099498))","([14, 34, 38, 49], np.float64(0.2507458626218824))","([14, 49], np.float64(50.96353458429477))"
5,"([2, 11, 15, 36], np.float64(16.267456499645693))","([2, 11, 15, 36], np.float64(49.72865513226038))","([11, 36], np.float64(51.05505057327694))"
6,"([5, 17, 41, 44], np.float64(21.939767107092855))","([5, 17, 41, 44], np.float64(9.3756184080249))","([5, 17, 41, 44], np.float64(5.555494130878039))"
7,"([13, 17, 29, 45], np.float64(18.645535480417465))","([13, 17, 29, 45], np.float64(0.06274902843220671))","([13, 17, 29, 45], np.float64(42.43559812464283))"
8,"([10, 19, 37, 48], np.float64(22.78639810183681))","([10, 19, 37, 48], np.float64(0.0799957941998778))","([10, 19, 37, 48], np.float64(32.11376977418997))"
9,"([11, 36, 38, 44], np.float64(15.81989751177582))","([11, 36, 38, 44], np.float64(8.158048382901505))","([11, 36, 38, 44], np.float64(0.1745123490039132))"
10,"([27, 29, 41, 42], np.float64(14.580759933663408))","([27, 29, 41, 42], np.float64(0.03974820467975762))","([27, 29, 41, 42], np.float64(33.922668042498245))"
11,"([19, 31, 46, 49], np.float64(21.784583365346283))","([19, 31, 46, 49], np.float64(0.04404816030426044))","([19, 31, 46, 49], np.float64(28.059530523492406))"
12,"([7, 15, 38, 43], np.float64(24.084594056720928))","([7, 15, 38, 43], np.float64(0.035897848304566944))","([7, 15, 38, 43], np.float64(42.52770963068325))"
13,"([8, 10, 31, 41], np.float64(21.837603797338076))","([8, 10, 31, 41], np.float64(44.28251257780103))","([10, 31], np.float64(53.98215207770308))"
14,"([16, 21, 40, 42], np.float64(15.467820651773785))","([16, 21, 40, 42], np.float64(0.05545308786896031))","([16, 21, 40, 42], np.float64(23.994412155308755))"
15,"([11, 19, 21, 41], np.float64(14.855422225699364))","([11, 19, 21, 41], np.float64(26.785781723263568))","([11, 19, 21, 41], np.float64(0.2161361478815207))"
16,"([4, 9, 19, 40], np.float64(23.3588437499583))","([4, 9, 19, 40], np.float64(0.0289233221374344))","([19, 40], np.float64(52.33507461173099))"
17,"([8, 18, 26, 27], np.float64(17.532477373478898))","([8, 18, 26, 27], np.float64(46.516924255449666))","([8, 18, 26, 27], np.float64(47.98341920476533))"
18,"([6, 31, 39, 48], np.float64(16.472218203129277))","([6, 31, 39, 48], np.float64(0.08478987296418743))","([6, 31], np.float64(56.60397215853784))"
19,"([0, 2, 19, 32], np.float64(22.683343748883885))","([0, 2, 19, 32], np.float64(38.93248811322239))","([0, 2, 19, 32], np.float64(25.226044754476607))"
20,"([4, 7, 15, 28], np.float64(24.408448000034554))","([4, 7, 15, 28], np.float64(0.25039388422965453))","([4, 7, 15, 28], np.float64(42.82711520587483))"
21,"([13, 15, 30, 41], np.float64(20.188042372438094))","([13, 15, 30, 41], np.float64(0.12179990267544136))","([13, 15, 30, 41], np.float64(25.51606319968977))"
22,"([4, 6, 11, 46], np.float64(22.094193430235485))","([4, 6, 11, 46], np.float64(20.28648768779323))","([4, 6, 11, 46], np.float64(26.285931958702584))"
23,"([0, 6, 31, 42], np.float64(20.04477210032522))","([0, 6, 31, 42], np.float64(0.05451493595343104))","([0, 6, 31, 42], np.float64(5.536828856872469))"
24,"([1, 8, 14, 37], np.float64(22.651483769686365))","([1, 8, 14, 37], np.float64(0.13136186236649738))","([1, 8, 14, 37], np.float64(41.660614917957766))"
25,"([2, 13, 20, 26], np.float64(33.04534228883318))","([2, 13, 20, 26], np.float64(0.024303986992144075))","([], np.float64(62.34510234848965))"
26,"([25, 38, 47, 48], np.float64(14.900917656634846))","([25, 38, 47, 48], np.float64(42.57264099703012))","([25, 48], np.float64(57.47594511440936))"
27,"([6, 9, 19, 44], np.float64(23.857764127454463))","([6, 9, 19, 44], np.float64(0.021806036871914087))","([6, 9, 19, 44], np.float64(0.09652787751380286))"
28,"([19, 35, 38, 44], np.float64(23.290244027151587))","([19, 35, 38, 44], np.float64(0.05267214343649341))","([19, 35, 38, 44], np.float64(0.1261617362491395))"
29,"([8, 14, 38, 41], np.float64(24.264614805713844))","([8, 14, 38, 41], np.float64(0.03695440759358754))","([8, 14, 38, 41], np.float64(48.85789148814512))"
30,"([20, 21, 34, 35], np.float64(19.8585120693772))","([20, 21, 34, 35], np.float64(38.26024436050543))","([20, 21, 34, 35], np.float64(32.940790243566184))"
31,"([13, 26, 28, 37], np.float64(25.228213783144326))","([13, 26, 28, 37], np.float64(0.12939859676835352))","([13, 26, 28, 37], np.float64(43.00024539886532))"
32,"([8, 9, 26, 37], np.float64(15.59930045441435))","([8, 9, 26, 37], np.float64(24.52401936214731))","([8, 9, 26, 37], np.float64(0.10761906782903669))"
33,"([5, 23, 44, 45], np.float64(16.645062103540383))","([5, 23, 44, 45], np.float64(0.05259365248399554))","([5, 23, 44, 45], np.float64(0.22135574575375158))"
34,"([2, 11, 21, 24], np.float64(20.211913580457505))","([2, 11, 21, 24], np.float64(0.04816259713535996))","([2, 11, 21, 24], np.float64(27.033121212504607))"
35,"([7, 30, 47, 49], np.float64(25.568505045125026))","([7, 30, 47, 49], np.float64(0.07436789024142489))","([7, 30, 47, 49], np.float64(0.16559125790837947))"
36,"([11, 17, 35, 41], np.float64(0.09088399383848655))","([11, 17, 35, 41], np.float64(0.07808715566797031))","([11, 17, 35, 41], np.float64(0.10570100834788841))"
37,"([4, 15, 24, 44], np.float64(15.943388603315348))","([4, 15, 24, 44], np.float64(15.184392096438584))","([4, 15, 24, 44], np.float64(0.21573520961004167))"
38,"([20, 25, 26, 28], np.float64(14.510656150447787))","([20, 25, 26, 28], np.float64(0.0731155896516767))","([20, 25, 26, 28], np.float64(0.098010503541101))"
39,"([5, 21, 25, 43], np.float64(13.25224510891117))","([5, 21, 25, 43], np.float64(0.09873141303094175))","([5, 21, 25, 43], np.float64(31.582400233223414))"
40,"([29, 33, 35, 44], np.float64(22.679579831499552))","([29, 33, 35, 44], np.float64(0.03765956286249314))","([29, 33, 35, 44], np.float64(41.288407353466305))"
41,"([3, 6, 11, 14], np.float64(22.156550387222428))","([3, 6, 11, 14], np.float64(0.05875196905407253))","([3, 6, 11, 14], np.float64(0.18498947669012927))"
42,"([6, 15, 43, 49], np.float64(15.437395920560096))","([6, 15, 43, 49], np.float64(0.031518149713860584))","([6, 15, 43, 49], np.float64(0.10077490319751556))"
43,"([24, 30, 35, 45], np.float64(23.7605031865404))","([24, 30, 35, 45], np.float64(0.08838894083278688))","([24, 30, 35, 45], np.float64(34.734095862244835))"
44,"([16, 22, 38, 46], np.float64(22.53310235661136))","([16, 22, 38, 46], np.float64(14.91295358804509))","([16, 22, 38, 46], np.float64(0.2024497999751149))"
45,"([8, 19, 26, 45], np.float64(23.418346388685983))","([8, 19, 26, 45], np.float64(0.11629251354961771))","([8, 19, 26, 45], np.float64(0.1434517192963382))"
46,"([0, 10, 15, 16], np.float64(24.14210038361681))","([0, 10, 15, 16], np.float64(26.564671558956853))","([0, 10, 15, 16], np.float64(33.67462646715003))"
47,"([1, 10, 13, 48], np.float64(22.98193798019211))","([1, 10, 13, 48], np.float64(0.23844369817972427))","([1, 10, 13, 48], np.float64(0.08004833128344112))"
48,"([0, 20, 24, 42], np.float64(21.742178536172702))","([0, 20, 24, 42], np.float64(0.07769590265170856))","([20, 42], np.float64(51.10201549954506))"
49,"([0, 21, 26, 30], np.float64(22.98262769754537))","([0, 21, 26, 30], np.float64(0.15815227448727312))","([0, 21, 26, 30], np.float64(30.970127447689055))"
