run_id,"AnnLassoRegressorl0(20,)","AnnLassoRegressorl0(20, 10)","AnnLassoRegressorl0(20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(22.10095302492164))","([2, 3, 13, 15], np.float64(25.94837212355186))","([2, 3, 13, 15], np.float64(0.0954710720540779))"
2,"([10, 22, 30, 39], np.float64(23.462987942088493))","([10, 22, 30, 39], np.float64(0.19869056961089784))","([10, 22, 30, 39], np.float64(0.5499830039978884))"
3,"([0, 4, 5, 27], np.float64(23.208481838039148))","([0, 4, 5, 27], np.float64(0.04159818654134981))","([0, 4, 5, 27], np.float64(0.07860005293259013))"
4,"([14, 34, 38, 49], np.float64(37.26121017474168))","([14, 34, 38, 49], np.float64(0.1185160310967038))","([14, 34, 38, 49], np.float64(23.14745456258898))"
5,"([2, 11, 15, 36], np.float64(15.478981129596193))","([2, 11, 15, 36], np.float64(0.03369126841811369))","([2, 11, 15, 36], np.float64(19.547400489981985))"
6,"([5, 17, 41, 44], np.float64(21.65050472191287))","([5, 17, 41, 44], np.float64(4.510290536790337))","([], np.float64(58.983997765646585))"
7,"([13, 17, 29, 45], np.float64(26.555675892606732))","([13, 17, 29, 45], np.float64(0.11656656863937342))","([13, 17, 29, 45], np.float64(34.08736919861644))"
8,"([10, 19, 37, 48], np.float64(15.505524743502118))","([10, 19, 37, 48], np.float64(0.039924569315753305))","([10, 19, 37, 48], np.float64(25.800008645221816))"
9,"([11, 36, 38, 44], np.float64(30.944987946904263))","([11, 36, 38, 44], np.float64(0.06128829743057726))","([38, 44], np.float64(50.23251860797682))"
10,"([27, 29, 41, 42], np.float64(16.119575411012054))","([27, 29, 41, 42], np.float64(0.03635344542543737))","([27, 29, 41, 42], np.float64(0.18824689639768094))"
11,"([19, 31, 46, 49], np.float64(20.761761597215102))","([19, 31, 46, 49], np.float64(0.0685572417990802))","([19, 31, 46, 49], np.float64(27.89810809306924))"
12,"([7, 15, 38, 43], np.float64(16.300060876288562))","([7, 15, 38, 43], np.float64(0.039853229239519596))","([7, 15, 38, 43], np.float64(0.24732712707048254))"
13,"([8, 10, 31, 36, 41], np.float64(21.76956294407529))","([8, 10, 31, 41], np.float64(0.02989628396637944))","([8, 10, 31, 41], np.float64(24.150275226801504))"
14,"([16, 21, 40, 42], np.float64(14.733137142312454))","([16, 21, 40, 42], np.float64(0.06888437710327297))","([16, 21, 40, 42], np.float64(0.3155043425505544))"
15,"([11, 19, 21, 41], np.float64(0.15859938125715142))","([11, 19, 21, 41], np.float64(0.11384618489621309))","([11, 19, 21, 41], np.float64(0.281460895477502))"
16,"([4, 9, 19, 40], np.float64(14.761668185611972))","([4, 9, 19, 40], np.float64(0.06916917342151707))","([], np.float64(54.57978034218504))"
17,"([8, 18, 26, 27], np.float64(25.3576868040227))","([8, 18, 26, 27], np.float64(9.04219547579035))","([8, 18, 26, 27], np.float64(0.1359039506941583))"
18,"([6, 31, 39, 48], np.float64(24.62025741126237))","([6, 31, 39, 48], np.float64(0.07626930127422148))","([6, 31, 39, 48], np.float64(0.23812212520312426))"
19,"([0, 2, 19, 32], np.float64(22.492900517690956))","([0, 2, 19, 32], np.float64(24.260462751038183))","([0, 2, 19, 32], np.float64(1.958450247491324))"
20,"([4, 7, 15, 28], np.float64(23.582706086183485))","([4, 7, 15, 28], np.float64(0.2561776998929455))","([4, 7, 15, 28], np.float64(0.0994511916726934))"
21,"([13, 15, 30, 41], np.float64(13.237308145585))","([], np.float64(53.109128448961854))","([13, 15, 30, 41], np.float64(0.15121034618255422))"
22,"([4, 6, 11, 46], np.float64(28.298675420471792))","([4, 6, 11, 46], np.float64(0.0374560563625469))","([4, 6, 11, 46], np.float64(0.13290074953893002))"
23,"([0, 6, 31, 42], np.float64(22.162401360554547))","([0, 31], np.float64(47.55231341603822))","([0, 6, 31, 42], np.float64(0.17743937498258025))"
24,"([1, 8, 14, 37], np.float64(22.411153996361513))","([1, 8, 14, 37], np.float64(0.06377612856403603))","([1, 8, 14, 37], np.float64(0.09717319637132563))"
25,"([2, 13, 20, 26], np.float64(23.685765966330983))","([2, 13, 20, 26], np.float64(0.07588475226058543))","([2, 13, 20, 26], np.float64(0.2170808029291564))"
26,"([25, 38, 47, 48], np.float64(15.825034692499663))","([25, 38, 47, 48], np.float64(0.07909220069522939))","([25, 38, 47, 48], np.float64(49.285272823331454))"
27,"([6, 9, 19, 44], np.float64(15.545065763993403))","([6, 9, 19, 44], np.float64(0.028542262267924286))","([6, 9, 19, 44], np.float64(21.679370005507632))"
28,"([19, 35, 38, 44], np.float64(14.92370730071939))","([19, 35, 38, 44], np.float64(0.13385581831394158))","([19, 35, 38, 44], np.float64(0.26575406507236965))"
29,"([8, 14, 38, 41], np.float64(22.44349135662178))","([8, 14, 38, 41], np.float64(0.09542503377882879))","([8, 14, 38, 41], np.float64(0.13199203638039972))"
30,"([20, 21, 34, 35], np.float64(22.063948378772817))","([20, 21, 34, 35], np.float64(16.588953470793037))","([21, 35], np.float64(47.11162691907173))"
31,"([13, 26, 28, 37], np.float64(25.117806357527137))","([13, 26, 28, 37], np.float64(0.10886192625277877))","([13, 26, 28, 37], np.float64(0.14627915814364884))"
32,"([8, 9, 22, 26, 37], np.float64(15.90143869751583))","([8, 9, 26, 37], np.float64(0.035805243895785537))","([8, 9, 26, 37], np.float64(0.13761615762323381))"
33,"([23, 44], np.float64(46.28713658019304))","([5, 23, 44, 45], np.float64(0.07710748202001602))","([5, 23, 44, 45], np.float64(40.38402695383711))"
34,"([2, 11, 21, 24], np.float64(19.173975042779823))","([2, 11, 21, 24], np.float64(0.04688558207693251))","([2, 11, 21, 24], np.float64(12.994282663387427))"
35,"([7, 30, 47, 49], np.float64(25.024240374985514))","([7, 30, 47, 49], np.float64(0.0765543886157895))","([7, 30, 47, 49], np.float64(45.033042661638))"
36,"([11, 17, 35, 41], np.float64(22.455068264567778))","([11, 17, 35, 41], np.float64(0.07982592753848843))","([11, 17, 35, 41], np.float64(0.11230644268314617))"
37,"([4, 15, 24, 44], np.float64(22.824541748674456))","([4, 15, 24, 44], np.float64(14.924611835661391))","([4, 15, 24, 44], np.float64(37.13135070638279))"
38,"([20, 25, 26, 28], np.float64(15.379356145245147))","([20, 25, 26, 28], np.float64(0.04445970874218291))","([25, 26], np.float64(56.362019831098266))"
39,"([5, 21, 25, 43], np.float64(20.160928119061374))","([21, 25], np.float64(52.087340377399585))","([5, 21, 25, 43], np.float64(0.12989415903040005))"
40,"([29, 33, 35, 44], np.float64(30.939907256134067))","([29, 33, 35, 44], np.float64(8.47690795439384))","([29, 33, 35, 44], np.float64(0.07950567204618086))"
41,"([3, 6, 11, 14], np.float64(22.686263465217436))","([3, 6, 11, 14], np.float64(0.05890197517615116))","([3, 6, 11, 14], np.float64(25.25789066000374))"
42,"([6, 15, 43, 49], np.float64(15.135187753976316))","([6, 15, 43, 49], np.float64(0.09749620843389752))","([6, 15, 43, 49], np.float64(0.09358288706741445))"
43,"([24, 30, 35, 45], np.float64(15.947652713891413))","([24, 30, 35, 45], np.float64(2.9167594709473814))","([24, 30, 35, 45], np.float64(44.51973478866175))"
44,"([16, 22, 38, 46], np.float64(22.627698492803013))","([16, 22, 38, 46], np.float64(0.08436177294118509))","([16, 22, 38, 46], np.float64(21.826175309505466))"
45,"([8, 19, 26, 45], np.float64(31.02541578017704))","([8, 19, 23, 26, 45], np.float64(40.379675186163574))","([8, 19], np.float64(52.53257773689047))"
46,"([0, 10, 15, 16], np.float64(31.916973298241405))","([0, 10, 15, 16], np.float64(0.06596935490496307))","([0, 10, 15, 16], np.float64(23.2862340969615))"
47,"([1, 10, 13, 48], np.float64(22.902929977782616))","([1, 10, 13, 48], np.float64(0.039375288213675634))","([1, 10, 13, 48], np.float64(32.19109139531872))"
48,"([0, 20, 24, 42], np.float64(22.554265591099618))","([0, 20, 24, 42], np.float64(0.06401982114375954))","([0, 20, 24, 42], np.float64(0.211492179546276))"
49,"([0, 21, 26, 30], np.float64(23.00090895470463))","([0, 21, 26, 30], np.float64(0.08294919534080919))","([0, 21, 26, 30], np.float64(12.908838608877355))"
