run_id,"AnnLassoRegressorl0(20,)","AnnLassoRegressorl0(20, 10)","AnnLassoRegressorl0(20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(6.516035340599199))","([2, 3, 13, 15], np.float64(0.04030674631861993))","([2, 3, 13, 15], np.float64(26.53157280177265))"
2,"([10, 22, 30, 39], np.float64(23.412842798826905))","([10, 22, 30, 39], np.float64(0.0451856354853533))","([10, 22, 30, 39], np.float64(0.13269457784298902))"
3,"([0, 4, 5, 27], np.float64(20.557802824919104))","([0, 4, 5, 27], np.float64(0.059707562549975224))","([0, 4, 5, 27], np.float64(0.14128920988000282))"
4,"([14, 32, 34, 38, 49], np.float64(22.430695432971415))","([14, 34, 38, 49], np.float64(16.388925359351514))","([14, 34, 38, 49], np.float64(41.74459590626999))"
5,"([2, 11, 15, 30, 36], np.float64(23.518940299018883))","([2, 11, 15, 36], np.float64(23.591060497688378))","([2, 11, 15, 36], np.float64(0.09858071933499603))"
6,"([5, 17, 41, 44], np.float64(21.70957141905187))","([5, 17, 41, 44], np.float64(0.40307857431897776))","([5, 17, 41, 44], np.float64(0.30814657506713844))"
7,"([13, 17, 29, 45], np.float64(26.662188253873975))","([13, 17, 29, 45], np.float64(0.042326024693010736))","([13, 17], np.float64(59.272362311361945))"
8,"([10, 19, 37, 48], np.float64(14.768720722961708))","([10, 19, 37, 48], np.float64(0.06723891431829906))","([10, 19, 37, 48], np.float64(0.10832604364516323))"
9,"([11, 36, 38, 44], np.float64(23.70812862416206))","([11, 36, 38, 44], np.float64(0.054940122101780176))","([11, 36, 38, 44], np.float64(36.632849229743556))"
10,"([27, 29, 41, 42], np.float64(22.806317555310027))","([27, 29, 41, 42], np.float64(0.034026378929112165))","([27, 29, 41, 42], np.float64(23.406182304794466))"
11,"([19, 31, 46, 49], np.float64(14.187868821004813))","([19, 31, 46, 49], np.float64(0.13978625558742883))","([19, 31, 46, 49], np.float64(18.92420783650063))"
12,"([7, 15, 38, 43], np.float64(16.360623380757808))","([7, 15, 38, 43], np.float64(0.019359409564452073))","([7, 15, 38, 43], np.float64(31.96794003401025))"
13,"([8, 10, 31, 41], np.float64(22.47690710540516))","([8, 10, 31, 41], np.float64(0.03886336073897182))","([], np.float64(58.267694451163834))"
14,"([16, 21, 40, 42], np.float64(13.899302459847087))","([16, 21, 40, 42], np.float64(0.06137848498194664))","([21, 40], np.float64(48.673146081573954))"
15,"([11, 19, 21, 41], np.float64(21.519934635656035))","([11, 19, 21, 41], np.float64(21.99656921748959))","([11, 19, 21, 41], np.float64(20.4447796955408))"
16,"([4, 7, 9, 19, 40], np.float64(22.729821958018373))","([4, 9, 19, 40], np.float64(0.05772408842894468))","([4, 9, 19, 40], np.float64(0.19550402051923185))"
17,"([8, 18, 26, 27], np.float64(17.45814613181811))","([8, 18, 26, 27], np.float64(26.206844202845758))","([8, 18, 26, 27], np.float64(0.7437458070794599))"
18,"([6, 31], np.float64(53.28412291750462))","([6, 31, 39, 48], np.float64(0.0729497832594099))","([6, 31, 39, 48], np.float64(0.14598570572677252))"
19,"([0, 2, 19, 32], np.float64(0.13484431547461406))","([0, 2, 19, 32], np.float64(0.204117828401241))","([0, 2, 19, 32], np.float64(14.249747642864232))"
20,"([4, 7, 15, 28], np.float64(23.850596969239724))","([4, 7, 15, 28], np.float64(7.671819380154216))","([4, 7, 15, 28], np.float64(0.2061103362770005))"
21,"([13, 15, 30, 39, 41], np.float64(20.099140231878682))","([13, 15, 30, 41], np.float64(0.2925710186093295))","([15, 30], np.float64(45.520368283649056))"
22,"([4, 6, 11, 46], np.float64(20.91121214959068))","([4, 6, 11, 46], np.float64(0.7705300253509698))","([4, 6, 11, 46], np.float64(21.322223892694762))"
23,"([0, 6, 31, 42], np.float64(21.26450423428412))","([0, 6, 31, 42], np.float64(0.04297935051618548))","([0, 6, 31, 42], np.float64(0.11525333168740898))"
24,"([1, 8, 14, 37], np.float64(22.70945052318649))","([1, 8, 14, 37], np.float64(22.845359605885562))","([1, 8, 14, 37], np.float64(24.640542422274994))"
25,"([2, 13, 20, 26], np.float64(24.41254605901474))","([2, 13, 20, 26], np.float64(31.535945361060136))","([2, 13, 20, 26], np.float64(0.16540180193731452))"
26,"([25, 38, 47, 48], np.float64(0.18439448795389324))","([25, 38, 47, 48], np.float64(4.4079486702355375))","([25, 38, 47, 48], np.float64(0.16577076222173326))"
27,"([6, 9, 19, 44], np.float64(15.864450348965136))","([6, 9, 19, 44], np.float64(0.059187235481327705))","([6, 9, 19, 44], np.float64(0.09801958313133047))"
28,"([19, 35, 38, 44], np.float64(15.858368795902388))","([19, 35, 38, 44], np.float64(6.08737101394033))","([19, 35, 38, 44], np.float64(0.12951909141427242))"
29,"([8, 14, 38, 41], np.float64(0.10001721239080674))","([8, 14, 38, 41], np.float64(0.08927117492379771))","([8, 14, 38, 41], np.float64(0.0971724835705787))"
30,"([20, 21, 34, 35], np.float64(14.666449480015494))","([20, 21, 34, 35], np.float64(0.024999270844667167))","([20, 21, 34, 35], np.float64(0.5401208871357214))"
31,"([13, 26, 28, 37], np.float64(25.174688469806213))","([13, 26, 28, 37], np.float64(0.08155837064837715))","([28, 37], np.float64(61.38765969953732))"
32,"([6, 8, 9, 26, 37], np.float64(23.95226764039283))","([8, 9, 26, 37], np.float64(8.095353080904534))","([8, 9, 26, 37], np.float64(24.532455452107783))"
33,"([5, 23, 44, 45], np.float64(23.713889611936757))","([5, 23, 44, 45], np.float64(2.8962988550513664))","([5, 23, 44, 45], np.float64(0.06227491472430271))"
34,"([2, 11, 21, 24], np.float64(13.81077937587184))","([2, 11, 21, 24], np.float64(0.05150625007644082))","([2, 11, 21, 24], np.float64(0.1123594591915471))"
35,"([7, 30, 47, 49], np.float64(17.723322634765218))","([31], np.float64(61.49195140192076))","([7, 30, 47, 49], np.float64(0.1429863630940354))"
36,"([11, 17, 35, 41], np.float64(15.404144268198595))","([11, 17, 35, 41], np.float64(0.09899581739848323))","([11, 17, 35, 41], np.float64(0.3658028134989604))"
37,"([4, 15, 24, 44], np.float64(23.134098576724217))","([4, 15, 24, 44], np.float64(0.0870651135337242))","([4, 15, 24, 44], np.float64(35.62048503528455))"
38,"([20, 25, 26, 28], np.float64(14.529920724962063))","([20, 25, 26, 28], np.float64(0.026882951973254052))","([20, 25, 26, 28], np.float64(0.13746734652065815))"
39,"([5, 21, 25, 43], np.float64(21.391212319832714))","([5, 21, 25, 43], np.float64(0.046080690471745366))","([5, 43], np.float64(56.29463068393496))"
40,"([29, 33, 35, 44], np.float64(22.539808544809883))","([29, 33, 35, 44], np.float64(0.14752930610466067))","([29, 33, 35, 44], np.float64(0.10516073521872972))"
41,"([3, 6, 11, 14], np.float64(39.91099513827252))","([3, 6, 11, 14], np.float64(0.05371548780319773))","([3, 6, 11, 14], np.float64(0.09923517656796517))"
42,"([6, 15, 43, 49], np.float64(15.00037419813955))","([6, 15, 43, 49], np.float64(0.10162345889444077))","([6, 15, 43, 49], np.float64(30.0097341873871))"
43,"([24, 30, 35, 45], np.float64(16.644392572852624))","([24, 30, 35, 45], np.float64(0.05278228890540021))","([24, 30, 35, 45], np.float64(29.977615752160236))"
44,"([16, 22, 38, 46], np.float64(16.323041362877447))","([16, 22, 38, 46], np.float64(19.71176134470639))","([16, 22, 38, 46], np.float64(24.65161225211934))"
45,"([8, 19, 26, 45], np.float64(23.410248871106926))","([8, 19, 26, 45], np.float64(47.53026196151493))","([8, 19, 26, 45], np.float64(0.26258120632435483))"
46,"([0, 10, 15, 16, 49], np.float64(20.86594103685863))","([0, 10, 15, 16], np.float64(27.02138911672735))","([0, 10, 15, 16], np.float64(0.12507721552041204))"
47,"([1, 10, 13, 48], np.float64(22.857354430046996))","([1, 10, 13, 48], np.float64(0.04628664324929544))","([1, 10, 13, 48], np.float64(0.09326474100996876))"
48,"([0, 20, 24, 42], np.float64(22.5594826775828))","([0, 20, 24, 42], np.float64(0.08004378608871641))","([0, 20, 24, 42], np.float64(0.0764822905667285))"
49,"([0, 21, 26, 30], np.float64(22.58657570338873))","([0, 21, 26, 30], np.float64(0.08374723729942518))","([0, 21, 26, 30], np.float64(0.15788436064764305))"
