run_id,"AnnLassoRegressorl0(20,)","AnnLassoRegressorl0(20, 10)","AnnLassoRegressorl0(20, 10, 5)"
1,"([15], np.float64(59.28152817586498))","([], np.float64(60.05927742250188))","([], np.float64(60.07402721731897))"
2,"([20, 26, 29, 30, 36, 39], np.float64(68.09431125976943))","([], np.float64(64.78976003531632))","([], np.float64(64.78976003531632))"
3,"([5, 27, 31], np.float64(55.792884963051094))","([], np.float64(54.59214015063037))","([], np.float64(54.592136891905476))"
4,"([4, 27, 35], np.float64(56.797980847359376))","([], np.float64(56.12233184262867))","([], np.float64(55.93960092255136))"
5,"([13, 15, 16, 24, 29, 34, 49], np.float64(69.83837131970051))","([], np.float64(59.038996413324945))","([], np.float64(59.16810029257864))"
6,"([], np.float64(59.50392899794859))","([], np.float64(59.50392624730331))","([], np.float64(59.50391249418607))"
7,"([23, 29], np.float64(62.96316750111997))","([], np.float64(62.42870584765293))","([], np.float64(62.423650328218294))"
8,"([19, 34, 37, 40, 49], np.float64(71.07156021039114))","([], np.float64(62.825391449202854))","([], np.float64(62.78517207142557))"
9,"([0, 3, 9, 11, 18, 20, 24, 29, 31, 32, 44], np.float64(71.37950175969888))","([], np.float64(52.30997939790212))","([], np.float64(52.358095626636555))"
10,"([3, 39, 41, 42], np.float64(59.27676112814134))","([], np.float64(56.72456677986568))","([], np.float64(56.64861076763947))"
11,"([5, 22, 44, 46], np.float64(62.1530266150168))","([], np.float64(53.00595383949977))","([], np.float64(53.01535369274428))"
12,"([7, 9], np.float64(62.03960154861568))","([], np.float64(61.262809450551735))","([], np.float64(61.26280424717156))"
13,"([2, 33, 34], np.float64(68.02440108059079))","([34], np.float64(59.18637424726044))","([], np.float64(58.443967689090925))"
14,"([6, 11, 12, 22, 23, 29, 40, 41, 49], np.float64(69.69647654149303))","([23], np.float64(61.788399782542285))","([], np.float64(59.905559704026366))"
15,"([7, 8, 18, 26, 29, 42], np.float64(72.84479249050999))","([], np.float64(59.58995236604495))","([], np.float64(59.66267350193285))"
16,"([35], np.float64(56.05438852293858))","([], np.float64(54.56123821300815))","([], np.float64(54.56123833072346))"
17,"([14, 18, 19, 26, 29, 39, 41], np.float64(78.65525656090766))","([26], np.float64(68.4958832766951))","([], np.float64(67.59119131020934))"
18,"([4, 6, 11, 34, 49], np.float64(67.71936418305413))","([], np.float64(62.03132375725784))","([], np.float64(62.03370944718538))"
19,"([0, 2, 27], np.float64(53.21338095865326))","([], np.float64(55.55555103943477))","([], np.float64(55.55554924223692))"
20,"([2, 4, 7, 15, 30, 32], np.float64(74.02497748342546))","([4], np.float64(62.816392053636214))","([], np.float64(60.77124016147017))"
21,"([15, 30, 41], np.float64(58.08341571498238))","([30], np.float64(56.228544450650986))","([30], np.float64(53.656753016467945))"
22,"([6, 12, 19, 45], np.float64(59.69001023330477))","([], np.float64(54.720355529009225))","([], np.float64(54.720364674389465))"
23,"([0, 6, 7, 14, 43], np.float64(62.80514740158072))","([0], np.float64(57.78082354991418))","([], np.float64(55.65092558391044))"
24,"([1, 14, 45], np.float64(59.14100734056228))","([], np.float64(58.09158916185968))","([], np.float64(58.09159651183596))"
25,"([13, 45, 46], np.float64(70.15784534794965))","([], np.float64(64.1879788969022))","([], np.float64(64.20198501080422))"
26,"([0, 25, 49], np.float64(61.35767471232571))","([], np.float64(61.156930542935356))","([], np.float64(61.0831802856402))"
27,"([], np.float64(53.912335112548824))","([], np.float64(53.9123328671709))","([], np.float64(53.85021046605034))"
28,"([6, 10, 17, 31, 37], np.float64(58.77558159435063))","([], np.float64(54.41993648890591))","([], np.float64(54.37494122323588))"
29,"([22], np.float64(57.739661280069804))","([], np.float64(56.762818499237156))","([], np.float64(56.76281895071429))"
30,"([12, 15], np.float64(56.13958359392837))","([], np.float64(54.70083632662325))","([], np.float64(54.73133521541795))"
31,"([5, 12, 13, 16, 18, 22, 25, 26, 37, 45, 48, 49], np.float64(91.740560906286))","([], np.float64(65.57184008370649))","([], np.float64(65.65241944814514))"
32,"([7, 8, 9, 22, 26, 36], np.float64(69.59624900703415))","([], np.float64(62.83196159498758))","([], np.float64(62.83197748020092))"
33,"([1, 18, 24, 45, 48], np.float64(65.98688661692539))","([48], np.float64(59.52926523082331))","([48], np.float64(57.359120473570584))"
34,"([2, 7, 11, 21, 32, 41, 46], np.float64(53.3851036683469))","([], np.float64(52.19241217596506))","([], np.float64(52.19241217596506))"
35,"([1, 7, 22, 43, 49], np.float64(73.51631584951942))","([], np.float64(61.27211897180861))","([], np.float64(61.2721193607114))"
36,"([45], np.float64(59.49398412724977))","([], np.float64(54.265493595432226))","([], np.float64(54.42641466029585))"
37,"([5, 15], np.float64(51.49106682550751))","([], np.float64(51.91467002353756))","([], np.float64(51.91467023273137))"
38,"([20, 21, 26, 28, 32, 36], np.float64(60.43636958682269))","([], np.float64(58.8310688033159))","([], np.float64(58.95663124416876))"
39,"([34], np.float64(66.58677745356404))","([34], np.float64(62.31544549227014))","([], np.float64(60.86619174610598))"
40,"([3, 11, 33, 35], np.float64(55.31184919166633))","([], np.float64(54.27957486753852))","([], np.float64(54.279570637591796))"
41,"([3, 14, 20], np.float64(57.14154014624984))","([], np.float64(58.47766000941595))","([], np.float64(58.46483483248007))"
42,"([15, 21, 29, 41, 46, 49], np.float64(62.800266959923015))","([21], np.float64(57.4788033683968))","([21], np.float64(56.03313111384964))"
43,"([6, 18, 24, 34], np.float64(58.39062031474295))","([24], np.float64(56.061125269244016))","([], np.float64(55.360819612346646))"
44,"([46], np.float64(59.626739268262206))","([], np.float64(60.59229422588838))","([], np.float64(60.59229504083892))"
45,"([4, 5], np.float64(63.14254309637172))","([], np.float64(61.268924886794316))","([], np.float64(61.276202461058375))"
46,"([12, 23, 29, 35, 37, 42], np.float64(64.93099662362668))","([], np.float64(60.14650833716287))","([], np.float64(60.14649615474435))"
47,"([1, 6], np.float64(64.46188621933071))","([], np.float64(60.780893239082566))","([], np.float64(60.88584378949129))"
48,"([], np.float64(62.2980704401188))","([], np.float64(62.298071159627305))","([], np.float64(62.298071159627305))"
49,"([8, 26, 38, 44], np.float64(63.39974182962158))","([26, 38], np.float64(56.64434627390875))","([26], np.float64(54.947404711711776))"
