run_id,"AnnLassoRegressorl0(20,)","AnnLassoRegressorl0(20, 10)","AnnLassoRegressorl0(20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(15.473922367738231))","([2, 3, 13, 15], np.float64(0.1674985759385288))","([2, 3, 13, 15, 21], np.float64(46.34767510542957))"
2,"([10, 22, 30, 39], np.float64(23.390247167451665))","([10, 22, 30, 39], np.float64(19.54596095888489))","([10, 22, 30, 39], np.float64(25.61142121816156))"
3,"([0, 4, 5, 27], np.float64(16.000554868970422))","([0, 4, 5, 27], np.float64(0.049950226350428194))","([0, 4, 5, 27], np.float64(27.774252293985715))"
4,"([14, 34, 38, 49], np.float64(22.187964503742737))","([14, 34, 38, 49], np.float64(0.09756832557645104))","([14, 34, 38, 49], np.float64(21.31679860477106))"
5,"([2, 11, 15, 36], np.float64(15.609583958692653))","([2, 11, 15, 36], np.float64(0.06781256512653355))","([2, 11, 15, 36], np.float64(25.01131399304606))"
6,"([5, 17, 41, 44], np.float64(14.794788091944117))","([5, 17, 41, 44], np.float64(0.055034853043992533))","([5, 17, 41, 44], np.float64(29.133833570392795))"
7,"([13, 17, 29, 45], np.float64(26.98224704830025))","([13, 17, 29, 45], np.float64(13.978799041894465))","([13, 17], np.float64(58.788339865238974))"
8,"([10, 19, 37, 48], np.float64(22.659336396922694))","([10, 19, 37, 48], np.float64(0.039073912206065806))","([10, 19, 37, 48], np.float64(28.023642156136795))"
9,"([11, 36, 38, 44], np.float64(0.05852751018086136))","([11, 36, 38, 44], np.float64(0.06624764112781219))","([11, 36, 38, 44], np.float64(0.14939917940239714))"
10,"([27, 29, 41, 42], np.float64(14.900728775631872))","([27, 29, 41, 42], np.float64(0.10386291367842489))","([27, 29, 41, 42], np.float64(28.529320514421148))"
11,"([19, 31, 46, 49], np.float64(21.33229692597362))","([19, 31, 46, 49], np.float64(0.08118475576495521))","([19, 31, 46, 49], np.float64(38.07712695820986))"
12,"([7, 15, 38, 43], np.float64(17.079296656348784))","([7, 15, 38, 43], np.float64(0.06512356020571351))","([], np.float64(59.40288036320726))"
13,"([8, 10, 31, 41], np.float64(21.74969895594769))","([8, 10, 31, 41], np.float64(0.10853502522959564))","([8, 10, 31, 41], np.float64(34.53362070080092))"
14,"([16, 21, 40, 42], np.float64(15.364707250697105))","([16, 21, 40, 42], np.float64(0.1443514299666356))","([16, 21, 40, 42], np.float64(0.20908450269105375))"
15,"([11, 19, 21, 41], np.float64(21.556539071479577))","([11, 19, 21, 41], np.float64(39.52923583977537))","([11, 19, 21, 41], np.float64(46.76188477567077))"
16,"([4, 9, 19, 40], np.float64(22.970746126318662))","([4, 9, 19, 40], np.float64(0.02260677178688282))","([4, 9, 19, 40], np.float64(5.212102688907613))"
17,"([8, 18, 26, 27], np.float64(26.929224919800635))","([8, 18, 26, 27], np.float64(46.235459884164435))","([18, 26], np.float64(64.61720336046302))"
18,"([6, 31, 39, 48], np.float64(24.237910064574557))","([6, 31, 39, 48], np.float64(6.106996835986164))","([6, 31, 39, 48], np.float64(0.2726571818561423))"
19,"([0, 2, 19, 32], np.float64(14.353040015597873))","([0, 2, 19, 32], np.float64(13.725340911162796))","([0, 2, 19, 32], np.float64(0.12850584640837204))"
20,"([4, 7, 15, 28], np.float64(0.15488428614293875))","([4, 7, 15, 28], np.float64(19.28128329821923))","([4, 7, 15, 28], np.float64(0.33161523260844217))"
21,"([13, 15, 30, 41], np.float64(13.828616053676033))","([13, 15, 30, 41], np.float64(0.0681220880065028))","([13, 15, 30, 41], np.float64(42.7215076708996))"
22,"([4, 6, 11, 46], np.float64(22.803910844735125))","([4, 6, 11, 46], np.float64(0.04802866563942048))","([4, 46], np.float64(44.28259728106163))"
23,"([0, 6, 31, 42], np.float64(21.29001451699307))","([0, 6, 31, 42], np.float64(0.05292770467133361))","([0, 6, 31, 42], np.float64(0.19293922727237323))"
24,"([1, 8, 14, 37], np.float64(14.944117901900878))","([1, 8, 14, 37, 43], np.float64(0.06249297270905792))","([1, 8, 14, 37], np.float64(30.286983693878742))"
25,"([2, 13, 20, 26], np.float64(24.585913902002446))","([20, 26], np.float64(54.938768323709375))","([2, 13, 20, 26], np.float64(23.718386952388254))"
26,"([25, 38, 47, 48], np.float64(22.304096510952128))","([25, 38, 47, 48], np.float64(22.92969564951006))","([25, 38, 47, 48], np.float64(0.10344531572524165))"
27,"([6, 9, 19, 34, 44], np.float64(23.576329821279078))","([6, 9, 19, 44], np.float64(0.22469047625191366))","([6, 9, 19, 44], np.float64(0.10924916568417797))"
28,"([19, 35, 38, 44], np.float64(21.215712639526437))","([19, 35, 37, 38, 44], np.float64(0.10761442339216748))","([19, 35, 38, 44], np.float64(20.97218362773869))"
29,"([8, 14, 38, 41], np.float64(16.48698243473828))","([8, 14, 38, 41], np.float64(14.52441293098303))","([8, 14, 38, 41], np.float64(29.502115536965114))"
30,"([20, 21, 34, 35], np.float64(14.89532813699899))","([20, 21, 34, 35], np.float64(0.11195974393266676))","([20, 21, 34, 35], np.float64(0.26465552714042645))"
31,"([13, 26, 28, 37], np.float64(44.44390619981633))","([28, 37], np.float64(62.955150435080895))","([13, 26], np.float64(62.39501621089585))"
32,"([8, 9, 26, 37], np.float64(24.243197955160756))","([8, 9, 26, 37], np.float64(11.735692594351589))","([8, 9, 26, 37], np.float64(17.308365432158002))"
33,"([5, 23, 44, 45], np.float64(16.175113827664916))","([5, 23, 44, 45], np.float64(24.521306164733545))","([5, 23, 44, 45], np.float64(0.11479463604899454))"
34,"([2, 11, 21, 24], np.float64(18.839377307093194))","([2, 11, 21, 24], np.float64(0.16881509712667178))","([2, 11, 21, 24], np.float64(35.81321159436459))"
35,"([7, 30, 47, 49], np.float64(25.14240392993214))","([7, 30, 47, 49], np.float64(25.91365290974165))","([7, 30, 47, 49], np.float64(47.0177181559414))"
36,"([11, 17, 35, 41], np.float64(16.00067200073777))","([11, 17, 35, 41], np.float64(25.083006748493847))","([11, 17, 35, 41], np.float64(24.35400484989212))"
37,"([4, 15, 24, 44], np.float64(23.118509161111827))","([4, 15, 24, 44], np.float64(20.143767028968455))","([4, 44], np.float64(46.15684231933759))"
38,"([20, 25, 26, 28], np.float64(23.277397497157487))","([20, 25, 26, 28], np.float64(0.038907618593988336))","([20, 25, 26, 28], np.float64(0.04458934107006097))"
39,"([5, 21, 25, 43], np.float64(21.687978123370605))","([5, 21, 25, 43], np.float64(0.0389793898308848))","([5, 21, 25, 43], np.float64(0.12962110495736973))"
40,"([29, 33, 35, 44], np.float64(21.827638389243308))","([29, 33, 35, 44], np.float64(0.04417017081048547))","([29, 33, 35, 44], np.float64(44.05503683921357))"
41,"([3, 6, 11, 14], np.float64(22.692145369797956))","([3, 6, 11, 14], np.float64(0.16081782038372552))","([3, 6, 11, 14], np.float64(24.06421081604352))"
42,"([6, 15, 43, 49], np.float64(21.892415716457695))","([6, 15, 43, 49], np.float64(0.06213327138399094))","([6, 15, 43, 49], np.float64(0.07819217533235609))"
43,"([24, 30, 35, 45], np.float64(0.1589568270539748))","([24, 30, 35, 45], np.float64(24.25800562454806))","([24, 30, 35, 45], np.float64(0.245603955879199))"
44,"([16, 22, 38, 46], np.float64(22.418402853203887))","([16, 22, 38, 46], np.float64(0.0777880564957567))","([16, 22, 38, 46], np.float64(0.15116205634705332))"
45,"([8, 19, 26, 45], np.float64(23.862231348322357))","([8, 19, 26, 45], np.float64(0.049672001848876185))","([8, 19, 26, 45], np.float64(0.15859655591496102))"
46,"([0, 10, 15, 16], np.float64(22.759196458566596))","([0, 10, 15, 16], np.float64(0.03523894583516316))","([0, 10, 15, 16], np.float64(34.58614092477474))"
47,"([1, 10, 13, 48], np.float64(39.980998095602565))","([1, 10, 13, 48], np.float64(0.06848100844189453))","([1, 10, 13, 48], np.float64(30.30672272114636))"
48,"([0, 20, 24, 42], np.float64(0.10154628675839118))","([0, 20, 24, 42], np.float64(4.772163116774067))","([0, 20, 24, 42], np.float64(21.812980731913253))"
49,"([0, 21, 26, 30], np.float64(22.829100251127244))","([0, 21, 26, 30], np.float64(0.14075833992712466))","([0, 21, 26, 30], np.float64(0.40888119637239506))"
