run_id,"AnnLassoRegressorl0(20,)","AnnLassoRegressorl0(20, 10)","AnnLassoRegressorl0(20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(23.213986645178917))","([2, 3, 13, 15], np.float64(0.03795802525509796))","([3, 15], np.float64(55.672308596779615))"
2,"([10, 22, 30, 39], np.float64(16.10786746263804))","([10, 22, 30, 39], np.float64(0.10968692681800053))","([10, 22, 30, 39], np.float64(41.73418379415274))"
3,"([0, 4, 5, 27], np.float64(22.05598192823704))","([0, 4, 5, 27], np.float64(0.05654973983823198))","([0, 4, 5, 27], np.float64(0.16941761711877934))"
4,"([1, 14, 34, 38, 49], np.float64(22.445592293289323))","([14, 34, 38, 49], np.float64(20.111112977055097))","([14, 34, 38, 49], np.float64(30.57209665372406))"
5,"([2, 11, 15, 36], np.float64(16.51489026137093))","([2, 11, 15, 36], np.float64(0.2567135197840946))","([2, 11, 15, 36], np.float64(0.133703996300719))"
6,"([5, 17, 41, 44], np.float64(14.446803514410622))","([5, 17, 41, 44], np.float64(0.07075210205760969))","([5, 44], np.float64(49.05342148781444))"
7,"([13, 17, 29, 45], np.float64(26.283615509195965))","([13, 17, 29, 45], np.float64(0.2729390648768401))","([13, 17, 29, 45], np.float64(0.1737811130320341))"
8,"([10, 19, 37, 48], np.float64(0.2076535633159577))","([10, 19, 37, 48], np.float64(0.10133720279009845))","([10, 19, 37, 48], np.float64(26.41998667771891))"
9,"([11, 36, 38, 44], np.float64(23.28169090793352))","([11, 36, 38, 44], np.float64(35.807070722747994))","([11, 36, 38, 44], np.float64(0.136965953792806))"
10,"([27, 29, 41, 42], np.float64(30.25490681734165))","([27, 29, 41, 42], np.float64(0.050942383878268244))","([27, 29, 41, 42], np.float64(44.838115233867896))"
11,"([19, 31, 46, 49], np.float64(20.909475766415635))","([19, 31, 46, 49], np.float64(0.03700456416496365))","([19, 31, 46, 49], np.float64(33.949900038403854))"
12,"([7, 15, 38, 43], np.float64(25.04884635875734))","([7, 15, 38, 43], np.float64(0.06108752118734121))","([7, 15, 38, 43], np.float64(0.1965458197836362))"
13,"([8, 10, 31, 41], np.float64(22.16937082765028))","([8, 10, 31, 41], np.float64(0.1417213516101823))","([8, 10, 31, 41], np.float64(38.60615407389701))"
14,"([16, 21, 40, 42], np.float64(14.449963021805303))","([16, 21, 40, 42], np.float64(0.03676443051855035))","([21, 40], np.float64(49.20826402986719))"
15,"([11, 19, 21, 41], np.float64(21.57483359385925))","([11, 19, 21, 41], np.float64(0.10262287033102839))","([11, 19, 21, 41], np.float64(33.34335556948838))"
16,"([4, 9, 19, 40], np.float64(37.69846586487399))","([4, 9, 19, 40], np.float64(0.021325543580801656))","([19, 40], np.float64(45.957945072418866))"
17,"([8, 18, 26, 27], np.float64(32.72420315007038))","([8, 18, 26, 27], np.float64(21.45356448598584))","([8, 18, 26, 27], np.float64(0.25976782604059023))"
18,"([6, 31], np.float64(53.75427355022942))","([6, 31, 39, 48], np.float64(0.04556646375799291))","([6, 31, 39, 48], np.float64(32.10371976618868))"
19,"([0, 2, 19, 32], np.float64(39.711353028963345))","([0, 2, 19, 32], np.float64(9.017001237722845))","([0, 2, 19, 32], np.float64(27.627928980488146))"
20,"([4, 7, 15, 28], np.float64(23.63335737160465))","([4, 7, 15, 28], np.float64(0.10324825993269054))","([4, 7, 15, 28], np.float64(26.1681181585175))"
21,"([13, 15, 30, 41], np.float64(21.13753151063294))","([13, 15, 30, 41], np.float64(0.2622396967814862))","([13, 15, 30, 41], np.float64(23.22615943933772))"
22,"([4, 6, 11, 46], np.float64(22.046855603837635))","([4, 6, 11, 46], np.float64(0.04704479741346684))","([4, 6, 11, 46], np.float64(39.22199280719948))"
23,"([0, 6, 31, 42], np.float64(21.798912426775466))","([0, 6, 31, 42], np.float64(0.041055034568285693))","([0, 6, 31, 42], np.float64(0.1003940986210195))"
24,"([1, 8, 14, 37], np.float64(22.656942050039756))","([1, 8, 14, 37], np.float64(14.686621575306475))","([1, 8, 14, 37], np.float64(0.18852620088788843))"
25,"([2, 13, 20, 26], np.float64(33.59568411099257))","([2, 13, 20, 26], np.float64(0.109121160125281))","([2, 13, 20, 26], np.float64(42.17100563224904))"
