run_id,"AnnLassoRegressorl0(20,)","AnnLassoRegressorl0(20, 10)","AnnLassoRegressorl0(20, 10, 5)"
26,"([25, 38, 47, 48], np.float64(15.833293933968715))","([25, 38, 47, 48], np.float64(27.276127595702572))","([25, 38, 47, 48], np.float64(49.99364386880882))"
27,"([6, 9, 19, 44], np.float64(23.077416439705242))","([6, 9, 19, 44], np.float64(18.23111570201932))","([6, 19], np.float64(49.87446106373266))"
28,"([19, 35, 38, 44], np.float64(22.81876554024387))","([19, 35, 38, 44], np.float64(0.08005281305897742))","([19, 35, 38, 44], np.float64(0.13371023926771256))"
29,"([8, 14, 38, 41], np.float64(15.27700214799725))","([8, 14, 38, 41], np.float64(24.208775706513958))","([], np.float64(56.7077745272341))"
30,"([20, 21, 34, 35], np.float64(21.665596601827176))","([20, 21, 34, 35], np.float64(0.1992961948694185))","([20, 21, 34, 35], np.float64(0.1583468735792739))"
31,"([13, 26, 28, 37], np.float64(24.954573154877977))","([13, 26, 28, 37], np.float64(0.08796745238059421))","([13, 26, 28, 37], np.float64(22.944819693585494))"
32,"([8, 9, 26, 37], np.float64(23.476807079822855))","([8, 9, 26, 37], np.float64(0.10905562542225723))","([8, 9, 26, 37], np.float64(0.12813406192867788))"
33,"([5, 23, 44, 45], np.float64(23.829710488885954))","([5, 23, 44, 45], np.float64(0.25283143600133395))","([5, 45], np.float64(54.618629692025394))"
34,"([2, 11, 21, 24], np.float64(13.191818813353391))","([2, 11, 21, 24], np.float64(0.03473607516823101))","([2, 11, 21, 24], np.float64(25.805814699858086))"
35,"([7, 30, 47, 49], np.float64(25.256018741967985))","([7, 30, 47, 49], np.float64(0.2926441595752911))","([7, 30, 47, 49], np.float64(0.2031860033182038))"
36,"([11, 17, 35, 41], np.float64(22.70426853300282))","([11, 17, 35, 41], np.float64(36.687590479373085))","([11, 17, 35, 41], np.float64(30.15472917699884))"
37,"([4, 15, 24, 44], np.float64(23.56416408878801))","([4, 15, 24, 44], np.float64(16.197650360313276))","([4, 15, 24, 44], np.float64(34.97556858661231))"
38,"([20, 25, 26, 28], np.float64(15.544349155265094))","([20, 25, 26, 28], np.float64(22.477793564904747))","([20, 25, 26, 28], np.float64(32.58824801296198))"
39,"([5, 21, 25, 43], np.float64(21.674261000127895))","([5, 21, 25, 43], np.float64(0.09657145537373817))","([5, 21, 25, 43], np.float64(36.34240747884946))"
40,"([29, 33, 35, 44], np.float64(15.869102449657568))","([29, 33, 35, 44], np.float64(0.10036661585033954))","([29, 33, 35, 44], np.float64(34.732563225848246))"
41,"([3, 6, 11, 14, 17], np.float64(41.50071087884618))","([3, 6, 11, 14], np.float64(0.04749117040656655))","([3, 6, 11, 14], np.float64(0.15772332344589984))"
42,"([6, 15, 43, 49], np.float64(29.28668866653503))","([6, 15, 43, 49], np.float64(0.07948349663465974))","([15, 43], np.float64(45.21589189794596))"
43,"([24, 30, 35, 45], np.float64(24.76243001817132))","([24, 30, 35, 45], np.float64(0.05581670897947305))","([24, 30, 35, 45], np.float64(51.84984983381968))"
44,"([16, 22, 38, 46], np.float64(16.41931012357782))","([16, 22, 38, 46], np.float64(0.10241154966383711))","([16, 22, 38, 46], np.float64(53.118777098042344))"
45,"([8, 19, 26, 45], np.float64(24.801511275438767))","([8, 19, 26, 45], np.float64(0.07984765110757609))","([8, 19, 26, 45], np.float64(0.15955014083973476))"
46,"([0, 10, 15, 16], np.float64(23.02062256299717))","([0, 10, 15, 16], np.float64(0.05806546299824127))","([0, 10, 15, 16], np.float64(39.605132000870405))"
47,"([1, 10, 13, 48], np.float64(14.960926863007385))","([1, 10, 13, 48], np.float64(23.5126177297674))","([], np.float64(59.007196770718785))"
48,"([0, 20, 24, 42], np.float64(22.96836498285975))","([0, 20, 24, 42], np.float64(0.05311580733972724))","([0, 20, 24, 42], np.float64(38.84126612370016))"
49,"([0, 21, 26, 30], np.float64(15.236196900934484))","([0, 21, 26, 30], np.float64(0.12596400035297392))","([0, 26], np.float64(48.18843313919799))"
