run_id,"AnnLassoRegressorl0(20,)","AnnLassoRegressorl0(20, 10)","AnnLassoRegressorl0(20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(34.84979642213023))","([], np.float64(60.08616630435594))","([], np.float64(60.086165440804514))"
2,"([22, 39], np.float64(57.09849849497131))","([], np.float64(64.1955553826302))","([], np.float64(64.19555551152921))"
3,"([0, 4, 5, 13, 27], np.float64(48.1499848914953))","([], np.float64(54.67522288491852))","([], np.float64(54.47284461722308))"
4,"([14, 34, 38, 49], np.float64(38.22960362485654))","([14, 49], np.float64(50.46664379089631))","([], np.float64(54.22693067744329))"
5,"([2, 11, 15, 36], np.float64(40.741733933612934))","([], np.float64(57.913961224255154))","([], np.float64(57.91396345030889))"
6,"([5, 17, 41, 44], np.float64(25.53211342287504))","([], np.float64(59.44592707708657))","([], np.float64(59.466529031725194))"
7,"([13, 17, 29, 45], np.float64(51.403636289940565))","([29, 45], np.float64(55.61967485283746))","([], np.float64(62.34636930545264))"
8,"([10, 19, 37, 48], np.float64(36.05201743037056))","([37], np.float64(61.76645928261829))","([], np.float64(62.38600580436146))"
9,"([11, 36, 38, 44], np.float64(36.61663774271628))","([], np.float64(52.775020260121494))","([], np.float64(52.68628330173145))"
10,"([27, 29, 41, 42], np.float64(32.38892921459693))","([], np.float64(55.64651812264539))","([], np.float64(55.6465104299909))"
11,"([31, 49], np.float64(47.48231760217872))","([], np.float64(53.20522031735617))","([], np.float64(53.205189433261445))"
12,"([7, 43], np.float64(53.4499696784085))","([], np.float64(59.62757225005013))","([], np.float64(59.62756591193385))"
13,"([10, 31], np.float64(50.51508377137126))","([10, 31], np.float64(52.06728823033206))","([], np.float64(58.26750464592547))"
14,"([16, 21, 40, 42], np.float64(34.410015438975435))","([21, 40], np.float64(53.99861965950883))","([], np.float64(59.742218140900846))"
15,"([11, 19, 21, 23], np.float64(52.35985686462945))","([], np.float64(59.228054990985825))","([], np.float64(59.2280548780895))"
16,"([4, 9, 19, 40], np.float64(42.91881043051646))","([], np.float64(54.564878772409415))","([], np.float64(54.55880054305575))"
17,"([8, 18, 25, 26, 27], np.float64(38.54701697443008))","([18], np.float64(66.36514850726365))","([], np.float64(67.38322723277007))"
18,"([6, 31, 39, 48], np.float64(37.55889817170611))","([], np.float64(62.03147528955085))","([], np.float64(62.031468883011286))"
19,"([0, 2, 19, 32], np.float64(40.29848505550332))","([], np.float64(55.338192381243545))","([], np.float64(55.33818294193779))"
20,"([4, 7, 15, 28], np.float64(35.21804701083149))","([], np.float64(60.03706984591171))","([], np.float64(60.016242184292906))"
