run_id,"AnnLassoRegressorl0(20,)","AnnLassoRegressorl0(20, 10)","AnnLassoRegressorl0(20, 10, 5)"
22,"([4, 6, 11, 46], np.float64(23.025248687378493))","([4, 6, 11, 46], np.float64(0.040613239799731346))","([4, 6, 11, 46], np.float64(22.833073382072406))"
23,"([0, 6, 31, 42], np.float64(0.1276803430079461))","([], np.float64(55.51828745037277))","([6, 42], np.float64(48.014480089056015))"
24,"([1, 8, 14, 37], np.float64(14.975048590477913))","([1, 8, 14, 37], np.float64(0.04645151757375287))","([1, 8, 14, 37], np.float64(25.202854503318747))"
25,"([2, 13, 20, 26], np.float64(21.63262141514401))","([2, 13, 20, 26], np.float64(0.12190341664254103))","([2, 13, 20, 26], np.float64(48.24852627660271))"
26,"([25, 38, 47, 48], np.float64(16.00340617438958))","([25, 38, 47, 48], np.float64(22.95892747330214))","([25, 38, 47, 48], np.float64(0.16940638766354146))"
27,"([6, 9, 19, 44], np.float64(22.075921345570343))","([6, 9, 19, 44], np.float64(0.06352366135072698))","([6, 9, 19, 44], np.float64(29.823211592533546))"
28,"([19, 35, 38, 44], np.float64(21.66097038107294))","([19, 35, 38, 44], np.float64(0.14856643223276625))","([19, 35, 38, 44], np.float64(11.089982280451775))"
29,"([8, 14, 38, 41], np.float64(14.947004098768534))","([8, 14, 38, 41], np.float64(0.08160352622597324))","([8, 14, 38, 41], np.float64(32.8474869090568))"
30,"([20, 21, 34, 35], np.float64(21.324242678432434))","([20, 21, 34, 35], np.float64(23.06394068743219))","([], np.float64(54.77206117763634))"
31,"([13, 26, 28, 37], np.float64(25.150911094795426))","([13, 26], np.float64(62.7910721065722))","([13, 26, 28, 37], np.float64(29.68712239118057))"
32,"([8, 9, 26, 37], np.float64(24.7203843938345))","([8, 37], np.float64(55.45082418752766))","([8, 9, 26, 37], np.float64(0.18117710324078712))"
33,"([5, 23, 44, 45], np.float64(24.215175083855872))","([5, 23, 44, 45], np.float64(6.611361256418406))","([5, 23, 44, 45], np.float64(0.44675113092488483))"
34,"([2, 11, 21, 24], np.float64(20.184169548189043))","([2, 11, 21, 24], np.float64(0.08236443878912479))","([2, 11, 21, 24], np.float64(0.04913099751640206))"
35,"([7, 30, 47, 49], np.float64(25.32525893201081))","([7, 30, 47, 49], np.float64(0.09568361513080773))","([7, 30, 47, 49], np.float64(0.14053165356331432))"
36,"([11, 17, 35, 41], np.float64(22.342829630299157))","([11, 17, 35, 41], np.float64(0.034084856182503113))","([11, 17, 35, 41], np.float64(0.5548363796971767))"
37,"([4, 15, 24, 44], np.float64(22.77474179157823))","([], np.float64(51.94135397002572))","([4, 15, 24, 44], np.float64(0.18681446787605493))"
38,"([20, 25, 26, 28], np.float64(22.44520818507649))","([20, 25, 26, 28], np.float64(38.9227149978531))","([20, 25, 26, 28], np.float64(0.12123975990841908))"
39,"([5, 21, 25, 43], np.float64(0.1627538753702881))","([5, 21, 25, 43], np.float64(0.044780358393552176))","([5, 21, 25, 43], np.float64(51.40896324909393))"
40,"([29, 33, 35, 44], np.float64(15.917726063484212))","([29, 33, 35, 44], np.float64(0.1406540951648709))","([29, 33, 35, 44], np.float64(42.59968446600326))"
41,"([3, 6, 11, 14], np.float64(22.66924863888962))","([3, 6, 11, 14], np.float64(7.924378773229807))","([3, 6, 11, 14], np.float64(26.732818017921172))"
42,"([6, 15, 43, 49], np.float64(22.26296980500839))","([6, 15, 43, 49], np.float64(0.06064490682295011))","([6, 49], np.float64(52.72125305073419))"
43,"([24, 30, 35, 45], np.float64(16.472718403654177))","([24, 30, 35, 45], np.float64(7.355067113604698))","([24, 30, 35, 45], np.float64(0.068045259001355))"
44,"([16, 22, 38, 46], np.float64(14.262004904572928))","([16, 22, 38, 46], np.float64(0.09219719832944885))","([16, 22, 38, 46], np.float64(20.869504296753707))"
45,"([8, 19, 26, 45], np.float64(23.399673341428247))","([8, 19, 26, 45], np.float64(13.63699987209047))","([8, 19, 26, 45], np.float64(0.3395254394955047))"
46,"([0, 10, 15, 16], np.float64(23.195781719723225))","([0, 10, 15, 16], np.float64(0.050006292342656064))","([0, 10, 15, 16], np.float64(0.12480559360557995))"
47,"([1, 10, 13, 48], np.float64(22.871830328869656))","([1, 10, 13, 48], np.float64(0.043375964188250495))","([1, 10, 13, 48], np.float64(0.16781216074769456))"
48,"([0, 20, 24, 42], np.float64(21.7268377396544))","([0, 20, 24, 42], np.float64(0.04284523694527924))","([0, 20, 24, 42], np.float64(0.2135548983410656))"
49,"([0, 21, 26, 30], np.float64(0.12532755511493002))","([0, 21, 26, 30], np.float64(13.242797918582271))","([0, 21, 26, 30], np.float64(0.18295267244452737))"
