run_id,"AnnLassoRegressorl0(20,)","AnnLassoRegressorl0(20, 10)","AnnLassoRegressorl0(20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(15.160681220533904))","([2, 3, 13, 15], np.float64(0.06036806189059714))","([], np.float64(60.160168330616706))"
2,"([10, 22, 30, 39], np.float64(23.69127850767787))","([10, 22, 30, 39], np.float64(0.13879316924355323))","([10, 22, 30, 39], np.float64(17.273287333694885))"
3,"([0, 4, 5, 27], np.float64(37.767264098559764))","([0, 4, 5, 27], np.float64(16.163579891929846))","([5, 27], np.float64(51.228800984265604))"
4,"([14, 34, 38, 49], np.float64(22.460277431759753))","([14, 49], np.float64(45.11212003057354))","([14, 34, 38, 49], np.float64(23.972587406055435))"
5,"([2, 11, 15, 36], np.float64(15.684759568213854))","([2, 11, 15, 36], np.float64(0.030917176380010212))","([2, 11, 15, 36], np.float64(0.10116712033381398))"
6,"([5, 17, 41, 44], np.float64(21.1309742767207))","([5, 17, 41, 44], np.float64(0.03415790829847188))","([5, 17, 41, 44], np.float64(0.35696408287940723))"
7,"([13, 17, 29, 45], np.float64(46.77697852922727))","([13, 17, 29, 45], np.float64(0.06227600761311265))","([13, 17, 29, 45], np.float64(42.63042046378697))"
8,"([9, 10, 19, 37, 48], np.float64(22.649785840326132))","([10, 19, 37, 48], np.float64(0.033381604981328805))","([10, 19, 37, 48], np.float64(0.6946855113273419))"
9,"([11, 36, 38, 44], np.float64(16.087363239423386))","([11, 36, 38, 44], np.float64(0.050581356761466995))","([11, 36, 38, 44], np.float64(0.10084851935808896))"
10,"([27, 29, 41, 42], np.float64(16.261826820911814))","([27, 29, 41, 42], np.float64(0.3019418375555899))","([27, 29, 41, 42], np.float64(0.28143165466143427))"
11,"([19, 31, 46, 49], np.float64(13.99294234412189))","([19, 31, 46, 49], np.float64(0.1025665095993341))","([19, 31, 46, 49], np.float64(34.873272099016944))"
12,"([7, 15, 38, 43], np.float64(25.07687319611749))","([7, 15, 38, 43], np.float64(0.08747568306727783))","([7, 15, 38, 43], np.float64(23.43719985893769))"
13,"([8, 10, 31, 41], np.float64(22.45727332624629))","([8, 10, 31, 41], np.float64(0.04505592904544326))","([8, 41], np.float64(53.866521357494754))"
14,"([16, 21, 40, 42], np.float64(22.581399826518755))","([16, 21, 40, 42], np.float64(0.14450433422315692))","([16, 21, 40, 42], np.float64(32.02377274992976))"
15,"([11, 19, 21, 41], np.float64(30.716823124702568))","([11, 19, 21, 41], np.float64(13.941473195011415))","([11, 19, 21, 41], np.float64(0.493219478368163))"
16,"([4, 9, 19, 40], np.float64(14.861269574205696))","([4, 9, 19, 40], np.float64(0.07825003295716655))","([19, 40], np.float64(51.30489822053911))"
17,"([8, 18, 26, 27], np.float64(18.010890320268047))","([8, 18, 26, 27], np.float64(0.04887765921182063))","([8, 18, 26, 27], np.float64(0.17367182568603243))"
18,"([6, 31, 39, 48], np.float64(15.19566047429169))","([6, 31, 39, 48], np.float64(0.03959833617454849))","([6, 31, 39, 48], np.float64(24.472468221719826))"
19,"([0, 2, 19, 32], np.float64(22.48022153721955))","([0, 2, 19, 32], np.float64(0.11466682809410193))","([0, 2, 19, 32], np.float64(0.12904534954407262))"
20,"([4, 7, 15, 28], np.float64(23.607924988357304))","([4, 7, 15, 28], np.float64(0.15431986646394527))","([4, 7, 15, 28], np.float64(0.09252448002080667))"
21,"([13, 15, 30, 41], np.float64(13.817576184616453))","([13, 15, 30, 41], np.float64(20.958008521528175))","([13, 15, 30, 41], np.float64(28.36453425682395))"
