run_id,"AnnLassoRegressorl0(20,)","AnnLassoRegressorl0(20, 10)","AnnLassoRegressorl0(20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(22.27711288824754))","([2, 3, 13, 15], np.float64(0.29287061505677664))","([2, 3, 13, 15], np.float64(0.15150478326721062))"
2,"([10, 22, 30, 39], np.float64(16.008581911750895))","([10, 22, 30, 39], np.float64(0.32736533339372703))","([10, 22, 30, 39], np.float64(30.362427271319312))"
3,"([0, 4, 5, 27], np.float64(22.47627438058769))","([0, 4, 5, 27], np.float64(20.40730579150197))","([0, 4], np.float64(49.16798672106308))"
4,"([14, 34, 38, 49], np.float64(20.86942441279072))","([14, 34, 38, 49], np.float64(0.08355974070813205))","([14, 34, 38, 49], np.float64(42.86745277324086))"
5,"([2, 11, 15, 36], np.float64(32.62452724109414))","([2, 11, 15, 36], np.float64(0.12609541772019464))","([15], np.float64(57.23381052152943))"
6,"([5, 17, 41, 44], np.float64(28.608666685225522))","([5, 17, 41, 44], np.float64(0.10951534845007396))","([5, 17, 41, 44], np.float64(40.562134425920334))"
7,"([13, 17, 29, 45], np.float64(26.302080163311725))","([13, 17, 29, 45], np.float64(0.12734704517832093))","([], np.float64(62.282914739006124))"
8,"([10, 19, 37, 48], np.float64(30.488106405035875))","([10, 19, 37, 48], np.float64(0.10257407715254234))","([10, 19, 37, 48], np.float64(38.91749421177085))"
9,"([11, 36, 38, 44], np.float64(23.59771556773711))","([11, 36, 38, 44], np.float64(21.59598872675765))","([11, 36, 38, 44], np.float64(37.15806519185695))"
10,"([27, 29, 41, 42], np.float64(22.63901048829142))","([27, 29, 41, 42], np.float64(6.921443379403906))","([27, 29], np.float64(51.842713613528616))"
11,"([19, 31, 46, 49], np.float64(22.588156417548262))","([19, 31, 46, 49], np.float64(0.13214541022266119))","([31, 49], np.float64(49.15045638486913))"
12,"([7, 15, 38, 43], np.float64(24.157965738155234))","([7, 15, 38, 43], np.float64(0.046795898848642804))","([7, 15, 38, 43], np.float64(42.099262248066616))"
13,"([8, 10, 31, 41], np.float64(21.971263690161845))","([8, 10, 31, 41], np.float64(24.944465623546655))","([8, 10, 31, 41], np.float64(35.24377267561192))"
14,"([16, 21, 40, 42], np.float64(22.60075087635293))","([16, 21, 40, 42], np.float64(0.12754167823480456))","([16, 21, 40, 42], np.float64(35.04206006340665))"
15,"([11, 19, 21, 41], np.float64(29.460533094193174))","([11, 19, 21, 41], np.float64(0.0578437976047684))","([], np.float64(59.26698456260051))"
16,"([4, 9, 19, 40], np.float64(14.862688547921596))","([4, 9, 19, 40], np.float64(26.69858440566522))","([], np.float64(54.59398132283345))"
17,"([8, 18, 26, 27], np.float64(17.52101598598684))","([8, 18, 26, 27], np.float64(0.17980937885774767))","([8, 18, 26, 27], np.float64(0.28400455677483977))"
18,"([6, 31, 39, 48], np.float64(24.284674790389523))","([6, 31, 39, 48], np.float64(0.0513449722612552))","([6, 31, 39, 48], np.float64(52.07499977380627))"
19,"([0, 2, 19, 32], np.float64(22.634041940105906))","([0, 2, 19, 32], np.float64(0.060794059120219186))","([0, 2, 19, 32], np.float64(0.16411889219018205))"
20,"([4, 7, 15, 28], np.float64(23.572085129768087))","([4, 7, 15, 28], np.float64(0.35666336893437284))","([4, 7, 15, 28], np.float64(0.12918550098843645))"
21,"([13, 15, 30, 41], np.float64(20.038822737900556))","([13, 15, 30, 41], np.float64(0.16063042569932834))","([13, 15, 30, 41], np.float64(36.323659659775544))"
22,"([4, 6, 11, 46], np.float64(22.729510430708658))","([4, 6, 11, 46], np.float64(16.597107311427475))","([4, 6, 11, 46], np.float64(30.65105185116811))"
23,"([0, 6, 31, 42], np.float64(0.12697198328319048))","([0, 6, 31, 42], np.float64(0.042202876218593345))","([], np.float64(55.51581546704107))"
24,"([1, 8, 14, 37], np.float64(23.58954754540941))","([1, 8, 14, 37], np.float64(19.299960745389715))","([1, 8, 14, 37], np.float64(41.718747786849875))"
