run_id,"AnnLassoRegressorl0(20,)","AnnLassoRegressorl0(20, 10)","AnnLassoRegressorl0(20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(22.979304094355996))","([], np.float64(60.183654967975585))","([], np.float64(60.124763257218326))"
2,"([10, 22, 30, 39], np.float64(24.52442890739103))","([22, 39], np.float64(55.36709063700541))","([], np.float64(64.19853494123761))"
3,"([0, 4, 5, 27], np.float64(23.069370039714997))","([0, 4, 5, 27], np.float64(47.53382268579274))","([], np.float64(54.41006309542159))"
4,"([14, 34, 38, 49], np.float64(24.732256706296983))","([34, 38], np.float64(51.007167421421045))","([], np.float64(54.14470194780396))"
5,"([2, 11, 15, 36], np.float64(24.62332090866656))","([], np.float64(57.93848677100009))","([], np.float64(57.93848514033441))"
6,"([17, 41], np.float64(54.596959830052896))","([17], np.float64(57.71029563592159))","([], np.float64(59.07312377105304))"
7,"([13, 17, 29, 45], np.float64(28.531259080753273))","([13, 17, 29, 45], np.float64(52.38948440290449))","([29, 45], np.float64(51.53429311701843))"
8,"([10, 19, 37, 48], np.float64(24.298805351225724))","([], np.float64(62.34752568484824))","([], np.float64(62.34772634868524))"
9,"([11, 36, 38, 44], np.float64(24.79255769982798))","([44], np.float64(52.07456272987305))","([], np.float64(52.502953756514856))"
10,"([27, 29, 41, 42], np.float64(23.117489400089585))","([27, 29, 41, 42], np.float64(44.98280410821618))","([], np.float64(55.57165998722713))"
11,"([19, 31, 46, 49], np.float64(37.349821029098116))","([], np.float64(53.13144587977053))","([], np.float64(53.16209118739507))"
12,"([7, 15, 38, 43], np.float64(24.510167415948395))","([7, 15, 38, 43], np.float64(36.68493863617282))","([], np.float64(59.68598781073027))"
13,"([8, 10, 31, 41], np.float64(23.65372000628705))","([], np.float64(58.28228136095775))","([], np.float64(58.27167955284339))"
14,"([16, 21, 40, 42], np.float64(31.589705043825827))","([21, 40], np.float64(52.929051295717414))","([21, 40], np.float64(49.41878446276897))"
15,"([11, 19, 21, 41], np.float64(32.46942559517378))","([11, 19, 21, 41], np.float64(34.23717779223638))","([], np.float64(59.31968182745602))"
16,"([4, 9, 19, 40], np.float64(25.079797372557206))","([4, 9, 19, 40], np.float64(48.3333522977805))","([], np.float64(54.73954163994012))"
17,"([8, 18, 26, 27], np.float64(25.674268196316078))","([18, 26], np.float64(64.25479037093369))","([], np.float64(67.59300809413112))"
18,"([6, 31, 39, 48], np.float64(26.43719946090025))","([6], np.float64(60.13830540249463))","([6, 31], np.float64(54.5293835984586))"
19,"([0, 2, 19, 32], np.float64(23.99644404050469))","([0, 2, 19, 32], np.float64(36.982959284352795))","([], np.float64(55.68954324208263))"
20,"([4, 7, 15, 28], np.float64(25.829679038411435))","([7, 15], np.float64(58.84992583675935))","([], np.float64(60.11296099966649))"
21,"([13, 15, 30, 41], np.float64(22.914396512740314))","([13], np.float64(53.130967053271505))","([], np.float64(53.13447351556795))"
22,"([4, 6, 11, 46], np.float64(23.142850817492327))","([4, 6, 11, 46], np.float64(48.20331078658407))","([], np.float64(54.544552035334966))"
23,"([0, 6, 31, 42], np.float64(24.575656313733354))","([0, 6, 31, 42], np.float64(52.86912424558908))","([], np.float64(55.51217408015192))"
24,"([1, 8, 14, 37], np.float64(24.275499668089186))","([], np.float64(57.94697447515564))","([1, 14], np.float64(51.0827353377839))"
25,"([2, 13, 20, 26], np.float64(24.656377275789954))","([2, 13, 20, 26], np.float64(50.87083138271011))","([], np.float64(62.377159308550134))"
26,"([25, 38, 47, 48], np.float64(24.962898027364762))","([38, 47], np.float64(55.01480205941692))","([], np.float64(60.72722445024793))"
27,"([6, 9, 19, 44], np.float64(23.13558935928435))","([6, 9, 19, 44], np.float64(31.84149690865346))","([], np.float64(52.57412294505209))"
28,"([19, 35, 38, 44], np.float64(23.10112306337143))","([19, 35, 38, 44], np.float64(44.00435591155982))","([19, 35], np.float64(47.018400321343954))"
29,"([8, 14, 38, 41, 46], np.float64(24.1098081162306))","([8, 38], np.float64(52.07254981432328))","([], np.float64(56.724257163145225))"
30,"([20, 21, 34, 35], np.float64(31.517663535998075))","([20, 21, 34, 35], np.float64(50.62686362549335))","([], np.float64(54.70446038052596))"
31,"([13, 26, 28, 32, 37], np.float64(26.712716577534273))","([13, 26, 28, 37], np.float64(56.602468340207515))","([], np.float64(65.71641422050115))"
32,"([8, 9, 26, 37], np.float64(32.35383918420878))","([8, 9, 26, 37], np.float64(53.12433330250783))","([], np.float64(62.14536077193834))"
33,"([5, 23, 44, 45], np.float64(24.173794426952533))","([5, 23, 44, 45], np.float64(44.776815004001165))","([], np.float64(57.101652553455295))"
34,"([2, 11, 21, 24], np.float64(21.846797245052368))","([2, 11], np.float64(47.06644103915027))","([], np.float64(51.88334521346914))"
35,"([7, 30, 47, 49], np.float64(26.38274978447247))","([7, 47], np.float64(56.253619787985855))","([], np.float64(61.24176455469184))"
36,"([11, 17, 35, 41], np.float64(24.057258131750956))","([11, 17, 35, 41], np.float64(45.8480071455003))","([], np.float64(52.94749149454376))"
37,"([4, 15, 24, 44], np.float64(23.555682824698845))","([4, 15, 24, 44], np.float64(41.83228366612897))","([], np.float64(51.92341703967219))"
38,"([20, 25, 26, 28], np.float64(22.879605904733026))","([20, 25, 26, 28], np.float64(42.720698097607674))","([], np.float64(58.08190784593851))"
39,"([5, 21, 25, 43], np.float64(21.6873083490609))","([5, 21, 25, 43], np.float64(22.82940826090263))","([], np.float64(60.82960861017859))"
40,"([29, 33, 35, 44], np.float64(24.361755284951432))","([29, 33, 35, 44], np.float64(42.341058513262254))","([], np.float64(54.09696027764233))"
41,"([3, 6, 11, 14], np.float64(22.620707702490748))","([3, 6, 11, 14], np.float64(36.00746858282197))","([], np.float64(58.817922880854184))"
42,"([6, 15, 43, 49], np.float64(32.93478098678153))","([6, 49], np.float64(51.161811099471116))","([], np.float64(55.06627679139888))"
43,"([24, 30, 35, 45], np.float64(33.16814540872164))","([24, 30], np.float64(53.1632995777457))","([], np.float64(55.37051533395823))"
44,"([16, 22, 38, 46], np.float64(30.841004614670506))","([22, 46], np.float64(53.74468396634434))","([26], np.float64(60.38106541657506))"
45,"([8, 19, 26, 45], np.float64(24.751056905481565))","([8, 19, 26, 45], np.float64(56.02815770377043))","([], np.float64(61.313861627294685))"
46,"([0, 10, 15, 16], np.float64(23.432998896760836))","([0, 16], np.float64(54.64729743619474))","([], np.float64(59.73984212077791))"
47,"([1, 10, 13, 48], np.float64(26.094555339993814))","([], np.float64(59.33170265373921))","([], np.float64(59.34788372213204))"
48,"([0, 20, 24, 42], np.float64(22.59100369898094))","([0, 20, 24, 42], np.float64(57.38144858509162))","([], np.float64(62.275916125818355))"
49,"([0, 21, 26, 30], np.float64(24.470621241257643))","([0, 21, 26, 30], np.float64(43.84168069509352))","([], np.float64(55.10465950793962))"
