run_id,baseline error,LogisticRegressionCV
0,0.3055555555555556,"(array([ 0,  1,  2,  3,  4,  5,  6,  7,  8,  9, 10, 11, 12]), 0.9722222222222222)"
1,0.5,"(array([ 0,  1,  2,  3,  4,  6,  7,  8,  9, 10, 11, 12]), 0.9444444444444444)"
2,0.3333333333333333,"(array([ 0,  1,  2,  3,  6,  9, 10, 11, 12]), 0.9722222222222222)"
3,0.4857142857142857,"(array([ 0,  1,  2,  3,  6,  9, 10, 11, 12]), 0.9714285714285714)"
4,0.4,"(array([ 0,  1,  2,  3,  6,  9, 10, 11, 12]), 0.9714285714285714)"
5,0.4444444444444444,"(array([ 0,  1,  2,  3,  6,  7,  9, 10, 11, 12]), 1.0)"
6,0.4722222222222222,"(array([ 0,  1,  2,  3,  6,  7,  8,  9, 10, 11, 12]), 0.9722222222222222)"
7,0.3888888888888889,"(array([ 0,  1,  2,  3,  5,  6,  7,  8,  9, 10, 11, 12]), 0.9722222222222222)"
8,0.3333333333333333,"(array([ 0,  1,  2,  3,  6,  7,  9, 10, 11, 12]), 1.0)"
9,0.45714285714285713,"(array([ 0,  1,  2,  3,  6,  7,  8,  9, 10, 11, 12]), 1.0)"
10,0.3888888888888889,"(array([ 0,  1,  2,  3,  4,  5,  6,  7,  8,  9, 10, 11, 12]), 0.9722222222222222)"
11,0.4166666666666667,"(array([ 0,  1,  2,  3,  5,  6,  7,  8,  9, 10, 11, 12]), 0.9722222222222222)"
12,0.42857142857142855,"(array([ 0,  1,  2,  3,  4,  5,  6,  7,  8,  9, 10, 11, 12]), 0.9714285714285714)"
13,0.4166666666666667,"(array([ 0,  1,  2,  3,  6,  7,  9, 10, 11, 12]), 1.0)"
14,0.3611111111111111,"(array([ 0,  1,  2,  3,  4,  5,  6,  7,  8,  9, 10, 11, 12]), 0.9722222222222222)"
15,0.3611111111111111,"(array([ 0,  1,  2,  3,  4,  6,  7,  8,  9, 10, 11, 12]), 0.9722222222222222)"
16,0.3888888888888889,"(array([ 0,  1,  2,  3,  4,  6,  7,  8,  9, 10, 11, 12]), 0.9722222222222222)"
17,0.3333333333333333,"(array([ 0,  1,  2,  3,  6,  7,  9, 10, 11, 12]), 0.9722222222222222)"
18,0.5,"(array([ 0,  1,  2,  3,  4,  6,  7,  8,  9, 10, 11, 12]), 0.9722222222222222)"
19,0.4166666666666667,"(array([ 0,  1,  2,  3,  4,  6,  7,  9, 10, 11, 12]), 1.0)"
20,0.4166666666666667,"(array([ 0,  1,  2,  3,  6,  7,  9, 10, 11, 12]), 1.0)"
21,0.4444444444444444,"(array([ 0,  1,  2,  3,  4,  6,  7,  9, 10, 11, 12]), 0.9722222222222222)"
22,0.4166666666666667,"(array([ 0,  1,  2,  3,  5,  6,  7,  8,  9, 10, 11, 12]), 1.0)"
23,0.34285714285714286,"(array([ 0,  1,  2,  3,  6,  7,  9, 10, 11, 12]), 0.9428571428571428)"
24,0.45714285714285713,"(array([ 0,  1,  2,  3,  6,  7,  9, 10, 11, 12]), 1.0)"
25,0.2222222222222222,"(array([ 0,  1,  2,  3,  6,  7,  9, 10, 11, 12]), 1.0)"
26,0.3888888888888889,"(array([ 0,  1,  2,  3,  6,  7,  9, 10, 11, 12]), 0.9722222222222222)"
27,0.3888888888888889,"(array([ 0,  1,  2,  3,  6,  9, 10, 11, 12]), 0.9444444444444444)"
28,0.4166666666666667,"(array([ 0,  1,  2,  3,  6,  7,  9, 10, 11, 12]), 1.0)"
29,0.4444444444444444,"(array([ 0,  1,  2,  3,  6,  7,  8,  9, 10, 11, 12]), 1.0)"
30,0.3333333333333333,"(array([ 0,  1,  2,  3,  4,  6,  9, 10, 11, 12]), 0.9444444444444444)"
31,0.4444444444444444,"(array([ 0,  1,  2,  3,  6,  7,  9, 10, 11, 12]), 0.9722222222222222)"
32,0.3611111111111111,"(array([ 0,  1,  2,  3,  6,  7,  9, 10, 11, 12]), 0.9444444444444444)"
33,0.4722222222222222,"(array([ 0,  1,  2,  3,  4,  5,  6,  7,  8,  9, 10, 11, 12]), 0.9166666666666666)"
34,0.3055555555555556,"(array([ 0,  1,  2,  3,  6,  7,  9, 10, 11, 12]), 1.0)"
35,0.37142857142857144,"(array([ 0,  1,  2,  3,  4,  6,  7,  9, 10, 11, 12]), 0.9714285714285714)"
36,0.2777777777777778,"(array([ 0,  1,  2,  3,  6,  7,  9, 10, 11, 12]), 1.0)"
37,0.42857142857142855,"(array([ 0,  1,  2,  3,  6,  7,  8,  9, 10, 11, 12]), 0.9714285714285714)"
38,0.4722222222222222,"(array([ 0,  1,  2,  3,  4,  5,  6,  7,  8,  9, 10, 11, 12]), 0.9722222222222222)"
39,0.5142857142857142,"(array([ 0,  1,  2,  3,  6,  7,  9, 10, 11, 12]), 1.0)"
40,0.3055555555555556,"(array([ 0,  1,  2,  3,  4,  6,  7,  8,  9, 10, 11, 12]), 1.0)"
41,0.4722222222222222,"(array([ 0,  1,  2,  3,  6,  7,  8,  9, 10, 11, 12]), 1.0)"
42,0.3888888888888889,"(array([ 0,  1,  2,  3,  6,  7,  8,  9, 10, 11, 12]), 0.9722222222222222)"
43,0.4444444444444444,"(array([ 0,  1,  2,  3,  6,  7,  9, 10, 11, 12]), 1.0)"
44,0.3333333333333333,"(array([ 0,  1,  2,  3,  6,  9, 10, 11, 12]), 0.9444444444444444)"
45,0.3888888888888889,"(array([ 0,  1,  2,  3,  6,  7,  9, 10, 11, 12]), 0.9722222222222222)"
