run_id,"AnnLassoRegressorl0(20,)","AnnLassoRegressorl0(20, 10)","AnnLassoRegressorl0(20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(24.31447963613302))","([], np.float64(60.083846881132494))","([], np.float64(60.06399641531568))"
2,"([10, 22, 30, 39], np.float64(36.98578843956854))","([], np.float64(64.19878838646444))","([], np.float64(64.2023695517813))"
3,"([0, 4, 5, 27], np.float64(24.693177558786847))","([], np.float64(54.43632035906285))","([], np.float64(54.44557578042537))"
4,"([14, 28, 34, 38, 49], np.float64(34.2278359125738))","([11], np.float64(56.04856172096425))","([], np.float64(54.24366740032023))"
5,"([2, 11, 15, 36], np.float64(28.132519445995904))","([], np.float64(57.91899191660966))","([], np.float64(57.920828425804785))"
6,"([5, 13, 17, 41, 44], np.float64(34.76916495650333))","([], np.float64(59.21386483246336))","([], np.float64(59.2138748918318))"
7,"([13, 17, 29, 45], np.float64(47.448940354012606))","([], np.float64(62.28430239859442))","([], np.float64(62.28430246966223))"
8,"([10, 19, 37, 48], np.float64(26.001111855181406))","([37], np.float64(62.53177160922768))","([37], np.float64(62.43401501550101))"
9,"([11, 36, 38, 44], np.float64(40.301087848779495))","([44], np.float64(51.5840024272913))","([], np.float64(52.55190793868166))"
10,"([27, 29, 41, 42], np.float64(39.57434274458075))","([], np.float64(55.60537625962661))","([], np.float64(55.60537625962661))"
11,"([19, 31, 46, 49], np.float64(25.516340508819464))","([], np.float64(53.14037639597694))","([], np.float64(53.1484526086333))"
12,"([7, 15, 38, 43], np.float64(45.00505157824565))","([], np.float64(59.70184336411825))","([], np.float64(59.65670767685561))"
13,"([8, 10, 31, 41], np.float64(24.133941905301295))","([], np.float64(58.27112687615563))","([], np.float64(58.26623841543132))"
14,"([16, 21, 40, 42], np.float64(33.485815472092185))","([21, 40], np.float64(52.680197272832984))","([], np.float64(59.69428387073289))"
15,"([11, 19, 21, 41], np.float64(42.21844345446828))","([11, 21], np.float64(54.15015970709244))","([], np.float64(59.258261680927475))"
16,"([4, 9, 19, 40], np.float64(34.85267788957694))","([40], np.float64(52.87443179324669))","([], np.float64(54.557500517021175))"
17,"([8, 18, 26, 27], np.float64(34.060754217446686))","([], np.float64(67.44264454382188))","([18], np.float64(66.27011681005517))"
18,"([6, 13, 31, 39, 48], np.float64(37.15427273378232))","([6, 31], np.float64(55.7588434621731))","([], np.float64(62.04214419730096))"
19,"([0, 2, 5, 19, 32], np.float64(24.104354993822405))","([35], np.float64(55.41175570765376))","([], np.float64(55.42136727911141))"
20,"([4, 7, 15, 28], np.float64(27.895617079869364))","([], np.float64(59.79743249707426))","([], np.float64(59.800199102965856))"
21,"([13, 15, 30, 41], np.float64(39.488303190027466))","([13, 15, 30, 41], np.float64(49.18312264931994))","([], np.float64(53.37506606802661))"
22,"([4, 6, 11, 46], np.float64(38.31980464751326))","([], np.float64(54.63240924776107))","([], np.float64(54.57972754298464))"
23,"([0, 6, 31, 42], np.float64(28.065995567880133))","([], np.float64(55.55317356725074))","([], np.float64(55.53109505098902))"
24,"([1, 8, 14, 37], np.float64(47.6614453252389))","([], np.float64(57.966751212148985))","([], np.float64(57.96674798548205))"
25,"([2, 13, 20, 26], np.float64(38.03496163297285))","([2, 13], np.float64(56.56530354990506))","([], np.float64(62.51030009702232))"
26,"([25, 38, 47, 48], np.float64(26.90813414034694))","([25, 38, 47, 48], np.float64(58.5159854269896))","([], np.float64(60.86127123283099))"
27,"([6, 9, 19, 44], np.float64(24.513522828292437))","([], np.float64(52.6792413123009))","([], np.float64(52.67921298495241))"
28,"([19, 35, 38, 44], np.float64(40.11081204392996))","([], np.float64(55.54995376866995))","([], np.float64(55.52198250034117))"
29,"([8, 14, 38, 41], np.float64(41.07137214976961))","([], np.float64(56.70685326736624))","([], np.float64(56.706803448532675))"
30,"([20, 21, 34, 35], np.float64(23.673657958317918))","([], np.float64(54.61850668992964))","([], np.float64(54.61650750125167))"
31,"([13, 26, 28, 37], np.float64(29.08960217162301))","([13, 26, 28, 37], np.float64(60.91425554748171))","([], np.float64(65.53277580444748))"
32,"([8, 9, 26, 37], np.float64(33.04093331922525))","([8, 9, 26, 37], np.float64(58.33263831334821))","([], np.float64(62.17660920768379))"
33,"([5, 23, 44, 45], np.float64(42.03193625484387))","([5, 45], np.float64(52.319362742546204))","([], np.float64(57.12022749692734))"
34,"([2, 11, 21, 24], np.float64(36.72472162600534))","([], np.float64(51.89067342920465))","([], np.float64(51.89067453783895))"
35,"([7, 30, 47, 49], np.float64(27.032078418990636))","([], np.float64(61.2833931587741))","([], np.float64(61.343167919620214))"
36,"([11, 17, 35, 41], np.float64(25.66533040407802))","([44], np.float64(53.08767937159828))","([], np.float64(53.04474587653666))"
37,"([4, 15, 24, 44], np.float64(23.964700054904956))","([], np.float64(51.96347841970494))","([], np.float64(51.90755128621361))"
38,"([20, 25, 26, 28], np.float64(24.43108898556447))","([20, 25, 26, 28], np.float64(54.97608010962025))","([], np.float64(58.09483731350093))"
39,"([5, 21, 25, 43], np.float64(23.7639529360556))","([5, 21, 25, 43], np.float64(50.838302627734855))","([], np.float64(60.99561378986048))"
40,"([8, 33, 35], np.float64(53.29625245113343))","([], np.float64(54.39184361602587))","([], np.float64(54.31719906483426))"
41,"([3, 6, 11, 14], np.float64(39.66413182937476))","([], np.float64(59.09229947119998))","([], np.float64(59.00695695583785))"
42,"([6, 49], np.float64(50.396193213368825))","([], np.float64(55.09698640906644))","([], np.float64(55.064321654038565))"
43,"([24, 30, 35, 45], np.float64(42.11373829473727))","([], np.float64(55.420772048112866))","([], np.float64(55.465850919365586))"
44,"([16, 22, 38, 46], np.float64(24.707514497555096))","([], np.float64(60.41886888875002))","([], np.float64(60.41158595853792))"
45,"([8, 19, 26, 45], np.float64(26.581534928648367))","([], np.float64(61.32870120537249))","([], np.float64(61.290061719586646))"
46,"([0, 10, 15, 16], np.float64(41.07843037784891))","([0, 10, 15, 16], np.float64(54.09290813312783))","([], np.float64(59.73887176804735))"
47,"([1, 10, 13, 48], np.float64(27.089499931237388))","([], np.float64(59.61193847742434))","([], np.float64(59.61193847742434))"
48,"([0, 20, 24, 42], np.float64(34.51156515840356))","([], np.float64(62.262551517532714))","([], np.float64(62.262528720592805))"
49,"([0, 21, 26, 30], np.float64(39.34128040630967))","([0, 21, 26, 30], np.float64(47.5246078976758))","([], np.float64(55.18455864782341))"
