run_id,"AnnLassoRegressorl0(20,)","AnnLassoRegressorl0(20, 10)","AnnLassoRegressorl0(20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(22.069591155813054))","([2, 3, 13, 15], np.float64(0.1371349684738456))","([2, 3, 13, 15], np.float64(0.22416373203207193))"
2,"([10, 14, 22, 30, 39], np.float64(23.500959222303152))","([10, 22, 30, 39], np.float64(0.10159663279904003))","([10, 22, 30, 39], np.float64(38.24255709546263))"
3,"([0, 4, 5, 27], np.float64(20.848778014335256))","([0, 4, 5, 27], np.float64(0.04967590898256201))","([5, 27], np.float64(45.68960317415574))"
4,"([14, 34, 38, 49], np.float64(15.202963545355253))","([14, 34, 38, 49], np.float64(0.11383696410886261))","([14, 49], np.float64(44.82419834068694))"
5,"([2, 11, 15, 36], np.float64(40.28116594370453))","([2, 11, 15, 36], np.float64(0.03769702615031801))","([2, 11, 15, 36], np.float64(28.622055054299278))"
6,"([5, 17, 41, 44], np.float64(21.15991754324653))","([5, 17, 41, 44], np.float64(21.797514335491318))","([5, 17, 41, 44], np.float64(43.58516029947678))"
7,"([13, 17, 29, 45], np.float64(0.12788472374037768))","([13, 17, 29, 45], np.float64(0.04416152409363705))","([13, 17, 29, 45], np.float64(45.213532614346114))"
8,"([10, 19, 37, 48], np.float64(23.585259739710853))","([10, 19, 37, 48], np.float64(0.10807922224585237))","([10, 19, 37, 48], np.float64(32.65160556697127))"
9,"([11, 36, 38, 44], np.float64(23.344378828566086))","([11, 36, 38, 44], np.float64(0.06797546565068442))","([11, 36, 38, 44], np.float64(0.23586814579736165))"
10,"([27, 29, 41, 42], np.float64(14.554674365194172))","([27, 29, 41, 42], np.float64(0.08688863431607266))","([27, 29, 41, 42], np.float64(24.41581430227171))"
11,"([19, 31, 46, 49], np.float64(35.67685362265604))","([19, 31, 46, 49], np.float64(47.25722421130732))","([19, 31, 46, 49], np.float64(38.605337597337495))"
12,"([7, 15, 38, 43], np.float64(24.224400730206835))","([7, 15, 38, 43], np.float64(6.8548556856663225))","([7, 15, 38, 43], np.float64(26.05043495726225))"
13,"([8, 10, 31, 41], np.float64(22.04588191501623))","([8, 10, 31, 41], np.float64(11.558760771787039))","([8, 10, 31, 41], np.float64(26.870818110130028))"
14,"([16, 21, 40, 42], np.float64(0.1339601275098079))","([16, 21, 40, 42], np.float64(37.99294194423215))","([16, 21, 40, 42], np.float64(29.638640720696518))"
15,"([11, 19, 21, 41], np.float64(22.311722229714142))","([11, 19, 21, 41], np.float64(0.0739009244201386))","([11, 19, 21, 41], np.float64(42.08457690996639))"
16,"([4, 9, 19, 40], np.float64(21.475568807430143))","([4, 9, 19, 40], np.float64(0.09688944927079436))","([4, 9, 19, 40], np.float64(43.93412582852603))"
17,"([8, 18, 26, 27], np.float64(25.102667361276126))","([8, 18, 26, 27], np.float64(21.75664262499947))","([8, 18, 26, 27], np.float64(23.35587444203635))"
18,"([6, 31, 39, 48], np.float64(17.778894622120976))","([6, 31, 39, 48], np.float64(0.24755180129032334))","([39, 48], np.float64(49.601969199959214))"
