run_id,"AnnLassoRegressorl0(20,)","AnnLassoRegressorl0(20, 10)","AnnLassoRegressorl0(20, 10, 5)"
26,"([25, 38, 47, 48, 49], np.float64(52.471574369788755))","([], np.float64(60.677849888673805))","([], np.float64(60.69722172196497))"
27,"([6, 19], np.float64(53.0989633478762))","([], np.float64(52.64971834561726))","([], np.float64(52.64971834561726))"
28,"([19, 35], np.float64(54.77368764504487))","([], np.float64(54.96365447146199))","([], np.float64(54.96114361971979))"
29,"([8, 14, 38, 41], np.float64(49.290819605687894))","([], np.float64(56.71939141020648))","([], np.float64(56.719394622091215))"
30,"([20, 34, 40], np.float64(51.42847856425578))","([], np.float64(54.62944412844139))","([], np.float64(54.62944412844139))"
31,"([13, 26, 28, 37], np.float64(62.69201918210727))","([18], np.float64(66.1261180713381))","([18], np.float64(65.4465901315014))"
32,"([8, 9, 26, 37], np.float64(53.61609124182362))","([], np.float64(62.26595250907906))","([], np.float64(62.277193578636755))"
33,"([5, 16, 45], np.float64(51.99932926293068))","([5, 45], np.float64(53.221404907326026))","([], np.float64(57.08808910365838))"
34,"([2, 11], np.float64(51.63709412431048))","([], np.float64(52.352332435365305))","([], np.float64(52.35233374442867))"
35,"([7, 30, 47, 49], np.float64(47.98476179049887))","([], np.float64(61.23398004900311))","([], np.float64(61.23124405386922))"
36,"([7, 15, 17, 35], np.float64(49.54368666756792))","([], np.float64(53.027042070760864))","([], np.float64(53.02545591714499))"
37,"([4, 15, 19, 24, 37, 44], np.float64(45.55675775747345))","([], np.float64(51.912352041630214))","([37], np.float64(52.03406882745908))"
38,"([20, 25, 26, 28], np.float64(49.92792705080872))","([], np.float64(58.08705962148425))","([], np.float64(58.08705590210273))"
39,"([5, 21, 25, 43], np.float64(46.97614702538971))","([34], np.float64(61.29425970187691))","([34], np.float64(61.01032296770875))"
40,"([33, 35, 44], np.float64(48.87037592764401))","([], np.float64(54.04587179791428))","([], np.float64(54.045872315678615))"
41,"([3, 6, 11, 14], np.float64(52.47679919268234))","([], np.float64(59.1520291487966))","([], np.float64(59.07522874093927))"
42,"([6, 49], np.float64(55.28026653704641))","([], np.float64(55.10824167249459))","([], np.float64(55.143626241870734))"
43,"([24, 30, 35, 45], np.float64(52.41306541775241))","([], np.float64(55.40549352086452))","([], np.float64(55.40549398271745))"
44,"([16, 22, 38, 46], np.float64(48.03492594746532))","([], np.float64(60.41464201998441))","([], np.float64(60.409907471520796))"
45,"([26], np.float64(62.443090638412))","([], np.float64(61.602549157644404))","([], np.float64(61.52811339146651))"
46,"([15], np.float64(58.99399289572395))","([], np.float64(59.738787580605695))","([], np.float64(59.74441295191712))"
47,"([1, 10, 48], np.float64(60.80317416911287))","([], np.float64(61.21228277850777))","([], np.float64(61.21229135220639))"
48,"([0, 20, 24, 42], np.float64(54.01362348446413))","([], np.float64(62.32027196135101))","([], np.float64(62.32026875213815))"
49,"([0, 21, 26, 30, 38], np.float64(45.9096914103753))","([], np.float64(55.20795366979571))","([], np.float64(55.202872346372374))"
