run_id,"AnnLassoRegressorl0(20,)","AnnLassoRegressorl0(20, 10)","AnnLassoRegressorl0(20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(23.83879464408671))","([3, 15], np.float64(56.803922807221056))","([], np.float64(60.11016384179706))"
2,"([10, 22, 30, 39], np.float64(33.77541487953852))","([22, 39], np.float64(57.75068290404831))","([], np.float64(64.19649646896939))"
3,"([0, 4, 5, 27], np.float64(25.596318901697625))","([], np.float64(54.41543826261004))","([], np.float64(54.43153290380209))"
4,"([14, 34, 38, 49], np.float64(43.15302689132516))","([14, 34, 38, 49], np.float64(42.4998794726013))","([], np.float64(54.30000131423889))"
5,"([2, 11, 15, 36], np.float64(36.04762405037784))","([15], np.float64(57.0264679930147))","([], np.float64(57.93266223955572))"
6,"([5, 17, 41, 44], np.float64(31.707950714931886))","([41], np.float64(56.91199077124377))","([], np.float64(59.17331562787228))"
7,"([13, 17, 29, 45], np.float64(28.882713304443897))","([29, 45], np.float64(55.61203279770484))","([], np.float64(62.30352000508859))"
8,"([10, 19, 37, 48], np.float64(43.39762365363937))","([], np.float64(62.3605148495156))","([], np.float64(62.351625765633905))"
9,"([11, 36, 38, 44], np.float64(39.28178553000283))","([], np.float64(52.41456350867131))","([], np.float64(52.415463222978424))"
10,"([27, 29, 41, 42], np.float64(24.40460725896811))","([27, 29, 41, 42], np.float64(47.43374333030712))","([], np.float64(55.61832580792226))"
11,"([19, 31, 46, 49], np.float64(24.055670901366984))","([49], np.float64(52.41542153626893))","([], np.float64(53.11599513858646))"
12,"([7, 15, 38, 43], np.float64(25.523761894342925))","([7, 43], np.float64(58.77870731811381))","([], np.float64(59.544413769663294))"
13,"([8, 10, 31, 41], np.float64(31.617740434792314))","([8, 10, 31, 41], np.float64(47.39978747808433))","([], np.float64(58.263885994092846))"
14,"([16, 21, 40, 42], np.float64(32.60493940327876))","([21, 40], np.float64(49.13523993121601))","([], np.float64(59.69005783697905))"
15,"([11, 19, 21, 41], np.float64(22.9188234920292))","([11, 21], np.float64(57.723467979724276))","([11, 21], np.float64(50.16715977560951))"
16,"([4, 9, 19, 40], np.float64(45.86792453246477))","([19, 40], np.float64(49.6826627421326))","([], np.float64(54.56178705682998))"
17,"([8, 18, 26, 27], np.float64(35.02351665264537))","([18, 26], np.float64(62.30988962148817))","([], np.float64(67.49173756296825))"
18,"([6, 31, 39, 48], np.float64(26.5555587130176))","([6, 31], np.float64(56.44285679652198))","([], np.float64(62.03421692159497))"
19,"([0, 2, 19, 32, 35], np.float64(40.03726980515303))","([0, 2], np.float64(50.22294971657288))","([], np.float64(55.559007832702655))"
20,"([4, 7, 15, 28], np.float64(35.65240189546465))","([], np.float64(59.65356371895054))","([], np.float64(59.55986009249602))"
21,"([13, 15, 30, 41], np.float64(38.887228487686464))","([13, 15, 30, 41], np.float64(48.59034243846985))","([], np.float64(53.17775346166756))"
22,"([4, 6, 11, 46], np.float64(33.477763805940604))","([], np.float64(54.62947085958481))","([], np.float64(54.62947337300316))"
23,"([0, 6, 31, 42], np.float64(23.68619665898481))","([], np.float64(55.539831072762915))","([], np.float64(55.539831072762915))"
24,"([1, 8, 14, 37], np.float64(24.62153467689934))","([1, 8, 14, 37], np.float64(55.531996961761635))","([], np.float64(57.971338046575156))"
25,"([2, 13, 20, 26], np.float64(26.504518210830472))","([], np.float64(62.410101761260385))","([], np.float64(62.44469532578936))"
26,"([25, 38, 47, 48], np.float64(25.337358844441418))","([], np.float64(60.74891537329639))","([], np.float64(60.807381133473314))"
27,"([6, 9, 19, 44], np.float64(29.65178277651922))","([44], np.float64(51.94689199074997))","([], np.float64(52.603476544574704))"
28,"([19, 35, 38, 44], np.float64(30.953957220699397))","([], np.float64(55.67007293396173))","([19, 35], np.float64(48.08469271354729))"
29,"([8, 14, 38, 41], np.float64(34.95499113692433))","([14, 41], np.float64(51.59133536363346))","([], np.float64(56.70683124082645))"
30,"([20, 21, 34, 35], np.float64(46.829561316770786))","([], np.float64(54.616435399934616))","([], np.float64(54.61643539475521))"
31,"([13, 26, 28, 37], np.float64(35.96653569438336))","([13, 26, 28, 37], np.float64(44.4038982097378))","([], np.float64(65.50384947103744))"
32,"([8, 9, 26, 37], np.float64(24.861203793486315))","([8, 37], np.float64(61.05058789548726))","([], np.float64(62.17404090337001))"
33,"([5, 23, 44, 45], np.float64(24.45803155251283))","([5, 45], np.float64(52.849663894438514))","([], np.float64(57.09073125477401))"
34,"([2, 11, 21, 24], np.float64(23.32630708641816))","([], np.float64(51.881318668898125))","([], np.float64(51.88131848352407))"
35,"([7, 30, 47, 49], np.float64(26.654431943507042))","([7, 47], np.float64(57.181523758398534))","([], np.float64(61.28591169025718))"
36,"([11, 17, 35, 41], np.float64(22.976553104388458))","([], np.float64(53.17606892190894))","([], np.float64(52.99469029868665))"
37,"([4, 15, 24, 44], np.float64(24.42789572459987))","([15], np.float64(50.824834423933396))","([], np.float64(51.90913277740698))"
38,"([20, 25, 26, 28], np.float64(33.735622259000756))","([20, 28], np.float64(51.25997516333469))","([], np.float64(58.07695203749523))"
39,"([5, 21, 25, 43], np.float64(23.265899406482514))","([5, 21, 25, 43], np.float64(50.67901886266557))","([], np.float64(60.82977217134774))"
40,"([29, 33, 35, 44], np.float64(33.01678921363274))","([], np.float64(54.172213530032806))","([], np.float64(54.14587482586228))"
41,"([3, 6, 11, 14], np.float64(22.824107176812095))","([], np.float64(59.38369627126977))","([], np.float64(59.23804233543959))"
42,"([6, 15, 43, 49], np.float64(23.85313446450183))","([6, 49], np.float64(50.771854919191945))","([], np.float64(55.13674605459693))"
43,"([24, 30, 35, 45], np.float64(24.912807246630845))","([24], np.float64(54.77253618060983))","([], np.float64(55.374583557417125))"
44,"([16, 22, 38, 46], np.float64(30.81775752260342))","([], np.float64(60.437884611215296))","([26], np.float64(60.36457346852572))"
45,"([8, 19, 26, 45], np.float64(25.290764361669098))","([8, 19, 26, 45], np.float64(56.56333637624337))","([], np.float64(61.33864290129625))"
46,"([0, 10, 15, 16], np.float64(25.94231369840225))","([0, 10, 15, 16], np.float64(49.17307118905934))","([], np.float64(59.73926869813184))"
47,"([1, 10, 13, 48], np.float64(43.06748269853916))","([], np.float64(59.35727556368697))","([], np.float64(59.357269607416285))"
48,"([0, 20, 24, 42], np.float64(25.30471734793815))","([0, 20, 24, 42], np.float64(46.165494067351204))","([], np.float64(62.2704274046631))"
