run_id,"AnnLassoRegressorl0(20,)","AnnLassoRegressorl0(20, 10)","AnnLassoRegressorl0(20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(23.570633256913315))","([2, 3, 13, 15], np.float64(42.562955828791395))","([], np.float64(60.23141699537331))"
2,"([10, 22, 30, 39], np.float64(23.615655815160615))","([10, 22, 30, 39], np.float64(0.2741423286981051))","([22, 39], np.float64(60.442491970874485))"
3,"([0, 4, 5, 27], np.float64(24.54130980970779))","([0, 4, 5, 27], np.float64(29.42351857396822))","([], np.float64(54.41253159635317))"
4,"([14, 34, 38, 49], np.float64(30.99304865685315))","([14, 34, 38, 49], np.float64(0.26405358104238835))","([14, 34, 38, 49], np.float64(0.2609020386023818))"
5,"([2, 11, 15, 36], np.float64(23.81324007972179))","([2, 11, 15, 36], np.float64(37.881736958082655))","([2, 15], np.float64(54.910602080385445))"
6,"([5, 17, 41, 44], np.float64(21.357298440435446))","([5, 17, 41, 44], np.float64(0.06810350719353536))","([17, 41], np.float64(51.435106414852854))"
7,"([13, 17, 29, 45], np.float64(43.13180163808727))","([13, 17, 29, 45], np.float64(0.17219458870843643))","([], np.float64(62.35689184287694))"
8,"([10, 19, 37, 48], np.float64(24.70589974890793))","([10, 19, 37, 48], np.float64(30.979936277252328))","([], np.float64(62.37761981816219))"
9,"([11, 36, 38, 44], np.float64(22.56844788635584))","([11, 36, 38, 44], np.float64(45.48181069254966))","([], np.float64(52.481604570404684))"
10,"([27, 29, 41, 42], np.float64(22.750390211467778))","([27, 29, 41, 42], np.float64(0.0830380814383874))","([27, 29, 41, 42], np.float64(40.19582452782644))"
11,"([19, 31, 46, 49], np.float64(21.4551287646532))","([19, 31, 46, 49], np.float64(0.15779888775999393))","([31, 49], np.float64(45.67704027206855))"
12,"([7, 15, 38, 43], np.float64(25.92768945978772))","([7, 15, 38, 43], np.float64(46.968738358392066))","([7, 43], np.float64(50.79692813287282))"
13,"([8, 10, 31, 41], np.float64(23.38507269932414))","([8, 10, 31, 41], np.float64(16.082221332119502))","([], np.float64(58.265992426493376))"
14,"([16, 21, 40, 42], np.float64(23.26809555862119))","([16, 21, 40, 42], np.float64(27.106043639800973))","([21, 40], np.float64(48.90313123135005))"
