run_id,"AnnLassoRegressorl0(20,)","AnnLassoRegressorl0(20, 10)","AnnLassoRegressorl0(20, 10, 5)"
21,"([13, 15, 30, 41], np.float64(20.457552401935477))","([13, 15, 30, 41], np.float64(0.04483296674492817))","([13, 15, 30, 41], np.float64(25.619400468867834))"
22,"([4, 6, 11, 46], np.float64(23.201361346992943))","([4, 6, 11, 46], np.float64(13.756234408650753))","([4, 6, 11, 46], np.float64(0.1621488667820808))"
23,"([0, 6, 31, 42], np.float64(19.995360054178462))","([0, 6, 31, 42], np.float64(0.03178586384822747))","([0, 6, 31, 42], np.float64(0.1062301843351555))"
24,"([1, 8, 13, 14, 37], np.float64(22.391398307474258))","([1, 8, 14, 37], np.float64(5.416899147441576))","([1, 8, 14, 37], np.float64(0.10802281843308023))"
25,"([2, 13, 20, 26], np.float64(24.148484216314756))","([2, 13, 20, 26], np.float64(0.08318078819223151))","([2, 13, 20, 26], np.float64(0.1674131116718285))"
26,"([25, 38, 47, 48], np.float64(22.309646798311242))","([25, 48], np.float64(49.89745279873953))","([25, 38, 47, 48], np.float64(24.023824438221105))"
27,"([6, 9, 19, 44], np.float64(20.464199574987607))","([], np.float64(52.54313096599752))","([6, 9, 19, 44], np.float64(24.059043245723828))"
28,"([19, 35, 38, 44], np.float64(23.063248733956453))","([19, 35, 38, 44], np.float64(0.039216357875721655))","([19, 35, 38, 44], np.float64(0.1530817756265459))"
29,"([8, 14, 38, 41], np.float64(23.486633165214503))","([8, 14, 38, 41], np.float64(0.10015619161618662))","([8, 14, 38, 41], np.float64(0.17653948557530635))"
30,"([20, 21, 34, 35], np.float64(14.696591696800981))","([20, 21, 34, 35], np.float64(27.621780121002317))","([20, 21, 34, 35], np.float64(31.141078016991067))"
31,"([13, 26, 28, 37], np.float64(16.65330679150802))","([13, 26, 28, 37], np.float64(0.054789181001363235))","([13, 26, 28, 37], np.float64(43.81841257851958))"
32,"([8, 9, 26, 37], np.float64(23.601764533799336))","([8, 9, 26, 37], np.float64(0.06789477701015564))","([8, 9, 26, 37], np.float64(26.65006741582524))"
33,"([5, 23, 44, 45], np.float64(16.178889298597657))","([5, 23, 44, 45], np.float64(0.06253782918429533))","([5, 45], np.float64(48.59486905539309))"
34,"([2, 11, 21, 24], np.float64(0.03399758144819937))","([2, 11, 21, 24], np.float64(11.298995426601621))","([2, 11, 21, 24], np.float64(0.09322244908503464))"
35,"([7, 30, 47, 49], np.float64(16.52899314441411))","([7, 30, 47, 49], np.float64(0.07631079902688175))","([7, 30, 47, 49], np.float64(30.497869702401722))"
36,"([11, 17, 35, 41], np.float64(22.42147452799098))","([11, 17, 35, 41], np.float64(0.10574628742324042))","([11, 17, 35, 41], np.float64(23.253854377196))"
37,"([4, 15, 24, 44], np.float64(22.808330016381625))","([4, 15, 24, 44], np.float64(0.7871744055253738))","([4, 15, 24, 44], np.float64(0.1260540750204925))"
38,"([20, 25, 26, 28], np.float64(40.416559964815995))","([20, 25, 26, 28], np.float64(0.14094505193414888))","([20, 25, 26, 28], np.float64(0.06110157978052807))"
39,"([5, 21, 25, 43], np.float64(13.442823560110758))","([5, 21, 25, 43], np.float64(0.0376175860238046))","([5, 21, 25, 43], np.float64(0.11174108718373019))"
40,"([29, 33, 35, 44], np.float64(22.515806440003477))","([29, 33, 35, 44], np.float64(0.05050068132807054))","([29, 33, 35, 44], np.float64(5.383337407335747))"
41,"([3, 6, 11, 14], np.float64(22.131539690813984))","([3, 6, 11, 14], np.float64(13.897809691230927))","([3, 6, 11, 14], np.float64(10.097322575062465))"
42,"([6, 15, 43, 49], np.float64(15.424507188416397))","([6, 15, 43, 49], np.float64(0.19372487657498533))","([6, 15, 43, 49], np.float64(0.2011988727732541))"
43,"([24, 30, 35, 45], np.float64(16.223569493955317))","([24, 30, 35, 45], np.float64(0.05722608406278789))","([24, 30, 35, 45], np.float64(27.938554308695924))"
44,"([16, 22, 38, 46], np.float64(22.947627243947945))","([16, 22, 38, 46], np.float64(21.638830868758404))","([16, 22, 38, 46], np.float64(0.4369052492879299))"
45,"([8, 19, 26, 45], np.float64(23.11464664184727))","([8, 19, 26, 45], np.float64(23.6809733324325))","([8, 19, 26, 45], np.float64(32.45601093432251))"
46,"([0, 10, 15, 16], np.float64(20.93505026358763))","([0, 10, 15, 16], np.float64(0.2024208266580054))","([0, 16], np.float64(56.85024929385861))"
47,"([1, 10, 13, 48], np.float64(44.2086068910037))","([1, 10, 13, 48], np.float64(0.15389169319878454))","([1, 10, 13, 48], np.float64(0.1184242073287142))"
48,"([0, 20, 24, 42], np.float64(22.20794689637441))","([0, 20, 24, 42], np.float64(0.030187109198367302))","([0, 20, 24, 42], np.float64(16.671278103418867))"
49,"([0, 21, 26, 30], np.float64(14.94898962807845))","([0, 21, 26, 30], np.float64(0.28534306008399035))","([0, 21, 26, 30], np.float64(15.2917567519085))"
