run_id,"AnnLassoRegressorl0(20,)","AnnLassoRegressorl0(20, 10)","AnnLassoRegressorl0(20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(0.08731271095488592))","([2, 3, 13, 15], np.float64(0.03503031229077614))","([2, 3, 13, 15], np.float64(25.36451030345531))"
2,"([10, 22, 30, 39], np.float64(15.621911658787317))","([10, 22, 30, 39], np.float64(0.09864214886729696))","([], np.float64(64.25257224844009))"
3,"([0, 4, 5, 27], np.float64(22.681373654323206))","([0, 4, 5, 27], np.float64(0.04938674812940323))","([0, 4, 5, 27], np.float64(0.07571700818092592))"
4,"([14, 34, 38, 49], np.float64(23.344570440090497))","([14, 34, 38, 49], np.float64(0.04666679778414066))","([14, 34, 38, 49], np.float64(0.15379658316731049))"
5,"([2, 11, 15, 36], np.float64(24.36521994890902))","([2, 11, 15, 36], np.float64(0.02922477732766343))","([2, 11, 15, 36], np.float64(0.1685311390936702))"
6,"([5, 17, 41, 44], np.float64(14.187637337780107))","([5, 17, 41, 44], np.float64(24.686236374008224))","([5, 17, 41, 44], np.float64(0.10843518120518812))"
7,"([13, 17, 29, 42, 45], np.float64(42.86278721663136))","([13, 17, 29, 45], np.float64(0.07907217267682298))","([], np.float64(62.285325262358235))"
8,"([10, 19, 37, 48], np.float64(15.890552070148606))","([10, 19, 37, 48], np.float64(0.04694526189145438))","([10, 19, 37, 48], np.float64(43.11140822090837))"
9,"([11, 36, 38, 44], np.float64(16.08213803776293))","([11, 36, 38, 44], np.float64(17.960400984059387))","([11, 36, 38, 44], np.float64(30.34005238583385))"
10,"([27, 29, 41, 42], np.float64(22.587981446050332))","([27, 29, 41, 42], np.float64(0.04207247017907383))","([27, 29, 41, 42], np.float64(38.17849296025344))"
11,"([19, 31, 46, 49], np.float64(19.252219784901907))","([19, 31, 46, 49], np.float64(0.06616100863228877))","([19, 31, 46, 49], np.float64(41.67727493232129))"
12,"([7, 15, 38, 43], np.float64(24.242082116739233))","([7, 15, 38, 43], np.float64(7.86124794198452))","([15, 38], np.float64(57.96563904231279))"
13,"([8, 10, 31, 41], np.float64(22.33499402644301))","([8, 10, 31, 41], np.float64(0.04726095877134592))","([8, 10, 31, 41], np.float64(48.22005665485438))"
14,"([16, 21, 40, 42], np.float64(22.686095107360416))","([16, 21, 40, 42], np.float64(8.39458158747892))","([16, 21, 40, 42], np.float64(36.35224131560425))"
15,"([11, 19, 21, 41], np.float64(15.228324082389186))","([11, 19, 21, 41], np.float64(0.052185150078122126))","([11, 19, 21, 41], np.float64(28.71689501508486))"
16,"([4, 9, 19, 40], np.float64(14.994403855304572))","([4, 9, 19, 40], np.float64(0.04524257835580214))","([], np.float64(54.57260644510114))"
17,"([8, 18, 26, 27], np.float64(24.882293691907368))","([8, 18, 26, 27], np.float64(0.10471161271350586))","([8, 18, 26, 27], np.float64(55.101464650671296))"
18,"([6, 31, 39, 48], np.float64(17.197311372486162))","([6, 31, 39, 48], np.float64(0.12063622761740257))","([6, 31, 39, 48], np.float64(36.91112892947673))"
