run_id,LNRegressor,LinearModell0,LinearModell1,RandomForestRegressor,XGBoostRegressor
19,"([np.int64(108), np.int64(158), np.int64(247)], np.float64(11.143658305309618))","([np.int64(108), np.int64(158), np.int64(247)], np.float64(0.7070317369359264))","([np.int64(108), np.int64(158), np.int64(247)], np.float64(1.6307854580843317))","([np.int64(10), np.int64(91), np.int64(108), np.int64(158), np.int64(247)], np.float64(7.331147115430171))","([np.int64(158), np.int64(247)], np.float64(18.60781948731412))"
20,"([np.int64(14), np.int64(100)], np.float64(24.252169397336285))","([np.int64(14), np.int64(91), np.int64(100)], np.float64(0.26355795297718054))","([np.int64(14), np.int64(91), np.int64(100)], np.float64(1.3733662309817565))","([np.int64(14), np.int64(91), np.int64(100), np.int64(104)], np.float64(7.131856107181418))","([np.int64(14), np.int64(91)], np.float64(16.866862877240134))"
21,"([np.int64(11), np.int64(60), np.int64(241)], np.float64(18.996834180523344))","([np.int64(11), np.int64(60), np.int64(241)], np.float64(1.1022795257111029))","([np.int64(11), np.int64(60), np.int64(241)], np.float64(2.108096252526937))","([np.int64(11), np.int64(60), np.int64(178), np.int64(207), np.int64(241)], np.float64(8.14881502105334))","([np.int64(11), np.int64(60), np.int64(233)], np.float64(17.50897907703477))"
22,"([np.int64(0), np.int64(43), np.int64(175)], np.float64(1.2582264766689062))","([np.int64(0), np.int64(43), np.int64(175)], np.float64(0.1368776986031577))","([np.int64(0), np.int64(43), np.int64(175)], np.float64(1.2668758589927))","([np.int64(0), np.int64(43), np.int64(175), np.int64(179), np.int64(231)], np.float64(6.16532620991398))","([np.int64(43), np.int64(95), np.int64(108), np.int64(175), np.int64(181)], np.float64(14.827341065437832))"
23,"([np.int64(62), np.int64(94), np.int64(164), np.int64(210)], np.float64(1.1665533059965927))","([np.int64(62), np.int64(94), np.int64(210)], np.float64(0.17048910079270616))","([np.int64(62), np.int64(94), np.int64(210)], np.float64(2.5616500975542764))","([np.int64(62), np.int64(94), np.int64(151), np.int64(202), np.int64(210)], np.float64(7.95769234097825))","([np.int64(94)], np.float64(30.622356762790805))"
24,"([np.int64(55), np.int64(83), np.int64(119), np.int64(130), np.int64(159)], np.float64(1.4247473663508394))","([np.int64(55), np.int64(119), np.int64(130)], np.float64(1.3686108670778139))","([np.int64(55), np.int64(119), np.int64(130)], np.float64(2.896207509126529))","([np.int64(55), np.int64(119), np.int64(130), np.int64(163)], np.float64(5.329569665351045))","([np.int64(130)], np.float64(38.38540405936359))"
25,"([np.int64(65), np.int64(77), np.int64(139)], np.float64(1.2522968756828514))","([np.int64(65), np.int64(77), np.int64(139)], np.float64(1.2283850333603124))","([np.int64(65), np.int64(77), np.int64(139)], np.float64(1.7442228788932126))","([np.int64(65), np.int64(77), np.int64(139)], np.float64(4.604055734084287))","([np.int64(65), np.int64(77), np.int64(139), np.int64(167)], np.float64(6.040223276407023))"
26,"([np.int64(110), np.int64(192), np.int64(240)], np.float64(2.8130818282735426))","([np.int64(110), np.int64(192), np.int64(240)], np.float64(0.6341033513472338))","([np.int64(110), np.int64(192), np.int64(240)], np.float64(1.07939952584399))","([np.int64(50), np.int64(110), np.int64(192), np.int64(230), np.int64(231), np.int64(240)], np.float64(4.648063786746061))","([np.int64(192), np.int64(197), np.int64(240)], np.float64(19.287693921617993))"
27,"([np.int64(56), np.int64(154), np.int64(189)], np.float64(12.681540000018034))","([np.int64(56), np.int64(154), np.int64(189)], np.float64(0.03941818847830799))","([np.int64(56), np.int64(154), np.int64(189)], np.float64(1.0465810865480065))","([np.int64(11), np.int64(56), np.int64(154), np.int64(189), np.int64(202), np.int64(248)], np.float64(7.591660617384141))","([np.int64(11), np.int64(154), np.int64(202)], np.float64(30.71428670575537))"
28,"([np.int64(9), np.int64(22), np.int64(140)], np.float64(1.9802615170725197))","([np.int64(9), np.int64(22), np.int64(140)], np.float64(0.054407178300870156))","([np.int64(9), np.int64(22), np.int64(140)], np.float64(1.2873592694352982))","([np.int64(9), np.int64(22), np.int64(97), np.int64(140), np.int64(155)], np.float64(6.48865721105557))","([], np.float64(26.203748507051365))"
29,"([np.int64(27), np.int64(147), np.int64(234)], np.float64(3.584676468599181))","([np.int64(27), np.int64(147), np.int64(234)], np.float64(0.9095288517823907))","([np.int64(27), np.int64(147), np.int64(234)], np.float64(1.2220235131377004))","([np.int64(27), np.int64(133), np.int64(147), np.int64(234)], np.float64(4.834530641388546))","([np.int64(147)], np.float64(34.821842415511725))"
30,"([np.int64(32), np.int64(105), np.int64(120)], np.float64(1.3005836181704813))","([np.int64(32), np.int64(105), np.int64(120)], np.float64(0.10679556018310538))","([np.int64(32), np.int64(105), np.int64(120)], np.float64(0.4721071278795252))","([np.int64(32), np.int64(105), np.int64(120)], np.float64(2.7782317147982725))","([np.int64(105), np.int64(120), np.int64(169), np.int64(175)], np.float64(17.01294225245389))"
31,"([np.int64(47), np.int64(116), np.int64(128)], np.float64(2.580368598184671))","([np.int64(47), np.int64(116), np.int64(128)], np.float64(0.5106484450699983))","([np.int64(47), np.int64(116), np.int64(128)], np.float64(1.7731209271967956))","([np.int64(47), np.int64(88), np.int64(107), np.int64(116), np.int64(128), np.int64(159), np.int64(243), np.int64(244)], np.float64(10.15396709851711))","([np.int64(47)], np.float64(33.45971055858086))"
32,"([np.int64(104), np.int64(230), np.int64(240)], np.float64(3.7597123488002127))","([np.int64(104), np.int64(230), np.int64(240)], np.float64(1.1838384012770367))","([np.int64(104), np.int64(230), np.int64(240)], np.float64(1.4876693315622695))","([np.int64(104), np.int64(146), np.int64(150), np.int64(156), np.int64(230), np.int64(240)], np.float64(5.479999505436375))","([np.int64(104)], np.float64(37.73523926399578))"
33,"([np.int64(4), np.int64(158), np.int64(172)], np.float64(1.5493245890379304))","([np.int64(4), np.int64(158), np.int64(172)], np.float64(0.06431218302776057))","([np.int64(4), np.int64(158), np.int64(172)], np.float64(0.6207318678690465))","([np.int64(4), np.int64(147), np.int64(155), np.int64(158), np.int64(172), np.int64(232)], np.float64(5.692480095516441))","([np.int64(158), np.int64(172)], np.float64(16.71687825891786))"
34,"([np.int64(1), np.int64(32), np.int64(34), np.int64(39), np.int64(42), np.int64(47), np.int64(54), np.int64(61), np.int64(96), np.int64(100), np.int64(103), np.int64(120), np.int64(127), np.int64(133), np.int64(146), np.int64(150), np.int64(167), np.int64(171), np.int64(178), np.int64(186), np.int64(203), np.int64(211), np.int64(216), np.int64(219), np.int64(220), np.int64(231), np.int64(240), np.int64(246), np.int64(248)], np.float64(0.491822093667113))","([np.int64(96), np.int64(219), np.int64(231)], np.float64(0.05797990373196737))","([np.int64(96), np.int64(219), np.int64(231)], np.float64(0.520444994271418))","([np.int64(18), np.int64(83), np.int64(96), np.int64(192), np.int64(219), np.int64(231), np.int64(243)], np.float64(6.576186496154373))","([np.int64(96), np.int64(192), np.int64(219), np.int64(231)], np.float64(5.66164602307008))"
35,"([np.int64(46), np.int64(89), np.int64(175)], np.float64(20.781531151244103))","([np.int64(46), np.int64(89), np.int64(175)], np.float64(0.15802745032300725))","([np.int64(46), np.int64(89), np.int64(175)], np.float64(1.850908483354211))","([np.int64(46), np.int64(89), np.int64(175), np.int64(221)], np.float64(5.01354225227033))","([np.int64(123), np.int64(139), np.int64(175), np.int64(249)], np.float64(26.777053190766228))"
36,"([np.int64(17), np.int64(28), np.int64(206), np.int64(221)], np.float64(2.0171795879975987))","([np.int64(17), np.int64(206), np.int64(221)], np.float64(0.12738711107679615))","([np.int64(17), np.int64(206), np.int64(221)], np.float64(0.9525597236371885))","([np.int64(17), np.int64(28), np.int64(130), np.int64(179), np.int64(206), np.int64(221)], np.float64(8.272650548144433))","([np.int64(17), np.int64(206)], np.float64(15.493402920670011))"
37,"([np.int64(0), np.int64(151)], np.float64(27.423902558401743))","([np.int64(0), np.int64(151), np.int64(206)], np.float64(0.16239810460122078))","([np.int64(0), np.int64(151), np.int64(206)], np.float64(5.6178437825452585))","([np.int64(0), np.int64(53), np.int64(151), np.int64(171), np.int64(206)], np.float64(10.795861720940605))","([], np.float64(28.75136102194729))"
38,"([np.int64(60), np.int64(63), np.int64(75), np.int64(194), np.int64(236), np.int64(246)], np.float64(1.0440915761171325))","([np.int64(60), np.int64(63), np.int64(236)], np.float64(0.3918541869673664))","([np.int64(60), np.int64(63), np.int64(236)], np.float64(2.819485520139352))","([np.int64(60), np.int64(63), np.int64(236), np.int64(240)], np.float64(7.337361433650556))","([np.int64(60), np.int64(63)], np.float64(16.194523918091242))"
39,"([np.int64(108), np.int64(110), np.int64(190)], np.float64(2.771441139717932))","([np.int64(108), np.int64(110), np.int64(190)], np.float64(0.6060227798774438))","([np.int64(108), np.int64(110), np.int64(190)], np.float64(1.9877160033038932))","([np.int64(108), np.int64(110), np.int64(141), np.int64(190)], np.float64(9.760599509999418))","([np.int64(190)], np.float64(29.53832752973929))"
40,"([np.int64(27), np.int64(46), np.int64(75)], np.float64(3.237770570530887))","([np.int64(27), np.int64(46), np.int64(75)], np.float64(0.5211674524565107))","([np.int64(27), np.int64(46), np.int64(75)], np.float64(1.4237904315077918))","([np.int64(4), np.int64(27), np.int64(44), np.int64(45), np.int64(46), np.int64(75), np.int64(140), np.int64(190)], np.float64(8.117770132328713))","([np.int64(27), np.int64(44), np.int64(75), np.int64(140)], np.float64(16.451868283206107))"
41,"([np.int64(7), np.int64(13), np.int64(23), np.int64(25), np.int64(38), np.int64(41), np.int64(42), np.int64(49), np.int64(52), np.int64(57), np.int64(58), np.int64(61), np.int64(65), np.int64(66), np.int64(70), np.int64(80), np.int64(83), np.int64(88), np.int64(92), np.int64(94), np.int64(97), np.int64(101), np.int64(116), np.int64(121), np.int64(130), np.int64(131), np.int64(132), np.int64(143), np.int64(145), np.int64(147), np.int64(149), np.int64(158), np.int64(163), np.int64(165), np.int64(170), np.int64(174), np.int64(189), np.int64(193), np.int64(196), np.int64(201), np.int64(203), np.int64(211), np.int64(218), np.int64(224), np.int64(227), np.int64(230), np.int64(232), np.int64(236), np.int64(238), np.int64(242), np.int64(247)], np.float64(0.8011387980112856))","([np.int64(49), np.int64(97), np.int64(218)], np.float64(0.1658102264373395))","([np.int64(49), np.int64(97), np.int64(218)], np.float64(1.4999084375555354))","([np.int64(25), np.int64(49), np.int64(97), np.int64(153), np.int64(171), np.int64(218), np.int64(238), np.int64(242), np.int64(245)], np.float64(8.507196781189613))","([np.int64(153), np.int64(218)], np.float64(26.58790689409887))"
42,"([np.int64(17), np.int64(83), np.int64(118)], np.float64(3.033192268917847))","([np.int64(17), np.int64(83), np.int64(118)], np.float64(0.0651644719479396))","([np.int64(17), np.int64(83), np.int64(118)], np.float64(1.1167360236128212))","([np.int64(17), np.int64(32), np.int64(74), np.int64(83), np.int64(86), np.int64(104), np.int64(112), np.int64(118), np.int64(152)], np.float64(7.100271196464088))","([np.int64(17), np.int64(83), np.int64(118), np.int64(152)], np.float64(6.038216858721932))"
43,"([np.int64(59), np.int64(107), np.int64(215)], np.float64(10.836357136412254))","([np.int64(47), np.int64(59), np.int64(107), np.int64(215)], np.float64(0.46370016306067396))","([np.int64(59), np.int64(107), np.int64(215)], np.float64(2.6176559541929247))","([np.int64(59), np.int64(107), np.int64(134), np.int64(154), np.int64(194), np.int64(215)], np.float64(7.524148637141495))","([np.int64(107), np.int64(215)], np.float64(14.715081473835))"
44,"([np.int64(3), np.int64(14), np.int64(17), np.int64(18), np.int64(49), np.int64(56), np.int64(63), np.int64(93), np.int64(100), np.int64(115), np.int64(117), np.int64(128), np.int64(136), np.int64(138), np.int64(142), np.int64(152), np.int64(154), np.int64(162), np.int64(164), np.int64(167), np.int64(169), np.int64(174), np.int64(198), np.int64(208), np.int64(220), np.int64(222), np.int64(225), np.int64(230), np.int64(240)], np.float64(0.3706922100509612))","([np.int64(93), np.int64(154), np.int64(167)], np.float64(0.0325400059816255))","([np.int64(93), np.int64(154), np.int64(167)], np.float64(2.1869490053687315))","([np.int64(93), np.int64(110), np.int64(154), np.int64(167), np.int64(226)], np.float64(8.407070338252995))","([np.int64(154), np.int64(248)], np.float64(27.45381596531471))"
45,"([np.int64(40), np.int64(82), np.int64(90)], np.float64(1.4920301431033405))","([np.int64(40), np.int64(82), np.int64(90)], np.float64(0.046271738377572945))","([np.int64(40), np.int64(82), np.int64(90)], np.float64(0.9709715907960139))","([np.int64(40), np.int64(46), np.int64(55), np.int64(82), np.int64(85), np.int64(90), np.int64(216)], np.float64(6.697757333532032))","([np.int64(40), np.int64(90), np.int64(114)], np.float64(15.546846206455557))"
46,"([np.int64(37), np.int64(125), np.int64(127)], np.float64(4.927749737309797))","([np.int64(37), np.int64(125), np.int64(127)], np.float64(1.1803024570177931))","([np.int64(37), np.int64(125), np.int64(127)], np.float64(2.3928882600636885))","([np.int64(37), np.int64(125), np.int64(127)], np.float64(4.909313471172893))","([np.int64(127)], np.float64(34.78471222261843))"
47,"([np.int64(154), np.int64(162), np.int64(230)], np.float64(3.1087524605999426))","([np.int64(154), np.int64(162), np.int64(230)], np.float64(1.2367654997592668))","([np.int64(154), np.int64(162), np.int64(230)], np.float64(1.9425120369138165))","([np.int64(21), np.int64(73), np.int64(154), np.int64(162), np.int64(230)], np.float64(10.271046721878287))","([np.int64(21), np.int64(154), np.int64(177)], np.float64(33.69482287469631))"
48,"([np.int64(71), np.int64(81), np.int64(95)], np.float64(2.957862681560452))","([np.int64(71), np.int64(81), np.int64(95)], np.float64(0.03594938609877093))","([np.int64(71), np.int64(81), np.int64(95)], np.float64(0.8143696059196066))","([np.int64(56), np.int64(71), np.int64(81), np.int64(84), np.int64(95), np.int64(164), np.int64(234)], np.float64(8.152037025409008))","([np.int64(68), np.int64(71), np.int64(81)], np.float64(21.23294545801446))"
49,"([np.int64(195), np.int64(200), np.int64(233)], np.float64(1.2069308860485901))","([np.int64(195), np.int64(200), np.int64(233)], np.float64(0.37086028474742205))","([np.int64(195), np.int64(200), np.int64(233)], np.float64(0.9733104605284436))","([np.int64(27), np.int64(42), np.int64(149), np.int64(195), np.int64(200), np.int64(233)], np.float64(5.506793385099792))","([np.int64(102), np.int64(195), np.int64(200), np.int64(201), np.int64(233)], np.float64(8.854383501603769))"
50,"([], np.float64(27.641573136208805))","([np.int64(18), np.int64(47), np.int64(123)], np.float64(0.26857709396849955))","([np.int64(18), np.int64(47), np.int64(123)], np.float64(2.1918510466252172))","([np.int64(18), np.int64(47), np.int64(123), np.int64(202), np.int64(226)], np.float64(7.360941467069688))","([np.int64(18), np.int64(65), np.int64(123), np.int64(152), np.int64(188)], np.float64(18.11364857208739))"
51,"([np.int64(71), np.int64(124), np.int64(135), np.int64(203)], np.float64(1.2398066790191984))","([np.int64(71), np.int64(113), np.int64(135), np.int64(203)], np.float64(0.05930744397129978))","([np.int64(71), np.int64(135), np.int64(203)], np.float64(1.385783208333913))","([np.int64(26), np.int64(50), np.int64(71), np.int64(89), np.int64(133), np.int64(135), np.int64(203)], np.float64(10.329386721574968))","([np.int64(71), np.int64(135)], np.float64(19.431433661193925))"
52,"([np.int64(16), np.int64(155), np.int64(197), np.int64(210)], np.float64(1.0259744668774682))","([np.int64(16), np.int64(155), np.int64(210)], np.float64(0.23167878216947718))","([np.int64(16), np.int64(155), np.int64(210)], np.float64(2.268751542967707))","([np.int64(16), np.int64(155), np.int64(210), np.int64(228)], np.float64(6.489523809013303))","([np.int64(94), np.int64(210)], np.float64(31.629273626093884))"
53,"([np.int64(6), np.int64(12), np.int64(18), np.int64(39), np.int64(47), np.int64(65), np.int64(94), np.int64(96), np.int64(100), np.int64(104), np.int64(119), np.int64(124), np.int64(132), np.int64(152), np.int64(179), np.int64(189), np.int64(197), np.int64(207), np.int64(211), np.int64(225), np.int64(228), np.int64(231), np.int64(242), np.int64(243)], np.float64(0.369604874162237))","([np.int64(65), np.int64(96), np.int64(228)], np.float64(0.5272657665111624))","([np.int64(65), np.int64(96), np.int64(228)], np.float64(1.188783426579314))","([np.int64(65), np.int64(96), np.int64(158), np.int64(228)], np.float64(4.870377298063151))","([np.int64(65), np.int64(96), np.int64(135), np.int64(204), np.int64(228)], np.float64(6.535328553229773))"
54,"([np.int64(44), np.int64(69), np.int64(82), np.int64(83), np.int64(94), np.int64(100), np.int64(110), np.int64(112), np.int64(180), np.int64(200), np.int64(230), np.int64(241), np.int64(247)], np.float64(0.5064771108288353))","([np.int64(100), np.int64(112), np.int64(200)], np.float64(1.9295356422696195))","([np.int64(100), np.int64(112), np.int64(200)], np.float64(2.5966849973810953))","([np.int64(45), np.int64(100), np.int64(112), np.int64(168), np.int64(190), np.int64(200)], np.float64(8.332974616497228))","([np.int64(100), np.int64(200)], np.float64(15.675790375945876))"
55,"([np.int64(0), np.int64(10), np.int64(14), np.int64(15), np.int64(16), np.int64(17), np.int64(18), np.int64(20), np.int64(22), np.int64(27), np.int64(29), np.int64(31), np.int64(46), np.int64(47), np.int64(50), np.int64(51), np.int64(53), np.int64(60), np.int64(68), np.int64(73), np.int64(74), np.int64(78), np.int64(90), np.int64(102), np.int64(104), np.int64(106), np.int64(111), np.int64(115), np.int64(121), np.int64(122), np.int64(137), np.int64(145), np.int64(151), np.int64(160), np.int64(163), np.int64(167), np.int64(169), np.int64(170), np.int64(171), np.int64(176), np.int64(178), np.int64(180), np.int64(191), np.int64(194), np.int64(197), np.int64(200), np.int64(201), np.int64(209), np.int64(218), np.int64(230), np.int64(232), np.int64(234), np.int64(243), np.int64(244)], np.float64(1.1039532472617515))","([np.int64(0), np.int64(191), np.int64(243)], np.float64(1.13608632679785))","([np.int64(0), np.int64(191), np.int64(243)], np.float64(4.055715253224903))","([np.int64(0), np.int64(50), np.int64(243)], np.float64(13.860336871339841))","([np.int64(243)], np.float64(34.45084718679941))"
56,"([], np.float64(26.97885479290635))","([np.int64(4), np.int64(152), np.int64(221)], np.float64(0.3150233748296524))","([np.int64(4), np.int64(152), np.int64(221)], np.float64(1.4490237505804877))","([np.int64(4), np.int64(63), np.int64(70), np.int64(86), np.int64(105), np.int64(107), np.int64(152), np.int64(221)], np.float64(8.140921691320484))","([], np.float64(26.881933811429285))"
57,"([np.int64(75), np.int64(139), np.int64(236)], np.float64(0.7590479961724744))","([np.int64(75), np.int64(139), np.int64(236)], np.float64(0.07903028285390318))","([np.int64(75), np.int64(139), np.int64(236)], np.float64(0.7503331106482558))","([np.int64(75), np.int64(139), np.int64(165), np.int64(236)], np.float64(5.910271695864459))","([np.int64(75), np.int64(139)], np.float64(14.343798912584226))"
