run_id,LNRegressor,LinearModell0,LinearModell1,RandomForestRegressor,XGBoostRegressor
58,"([np.int64(3), np.int64(69), np.int64(77), np.int64(150), np.int64(154), np.int64(158), np.int64(168), np.int64(203), np.int64(224), np.int64(236)], np.float64(0.8958476097626749))","([np.int64(150), np.int64(158), np.int64(236)], np.float64(0.16036732299275588))","([np.int64(150), np.int64(158), np.int64(236)], np.float64(1.5104996895680494))","([np.int64(47), np.int64(76), np.int64(86), np.int64(150), np.int64(158), np.int64(179), np.int64(204), np.int64(231), np.int64(236)], np.float64(11.650169501821075))","([np.int64(158), np.int64(179)], np.float64(32.07161863915111))"
59,"([np.int64(101), np.int64(175), np.int64(185)], np.float64(0.8867793259738367))","([np.int64(101), np.int64(175), np.int64(185)], np.float64(2.1487221727239447))","([np.int64(101), np.int64(175), np.int64(185)], np.float64(1.8475110412785811))","([np.int64(25), np.int64(44), np.int64(93), np.int64(95), np.int64(101), np.int64(175), np.int64(185), np.int64(194)], np.float64(7.746646527107265))","([np.int64(101), np.int64(175), np.int64(184), np.int64(185)], np.float64(6.143458006939553))"
60,"([np.int64(57), np.int64(73), np.int64(227)], np.float64(6.732800366755388))","([np.int64(57), np.int64(73), np.int64(227)], np.float64(0.23066713696124033))","([np.int64(57), np.int64(73), np.int64(227)], np.float64(2.1405495755303394))","([np.int64(22), np.int64(57), np.int64(73), np.int64(90), np.int64(119), np.int64(227)], np.float64(6.783632760049901))","([], np.float64(25.465018418589935))"
61,"([np.int64(14), np.int64(73), np.int64(116)], np.float64(11.783260107259677))","([np.int64(14), np.int64(73), np.int64(116)], np.float64(1.0974863312243883))","([np.int64(14), np.int64(73), np.int64(116)], np.float64(2.042004094281222))","([np.int64(14), np.int64(73), np.int64(93), np.int64(104), np.int64(116), np.int64(212), np.int64(247)], np.float64(9.36499464546344))","([], np.float64(27.290612556275732))"
62,"([np.int64(0), np.int64(77), np.int64(87)], np.float64(1.3105619099299548))","([np.int64(0), np.int64(77), np.int64(87)], np.float64(0.08682785413844682))","([np.int64(0), np.int64(77), np.int64(87)], np.float64(1.0628411157413085))","([np.int64(0), np.int64(77), np.int64(87), np.int64(103), np.int64(109), np.int64(210)], np.float64(9.879982936968254))","([np.int64(77), np.int64(87), np.int64(109)], np.float64(17.090121573834082))"
63,"([np.int64(47), np.int64(140), np.int64(157)], np.float64(2.784120172537673))","([np.int64(47), np.int64(140), np.int64(157)], np.float64(0.239375231016028))","([np.int64(47), np.int64(140), np.int64(157)], np.float64(1.6594191464406167))","([np.int64(38), np.int64(47), np.int64(50), np.int64(100), np.int64(140), np.int64(157), np.int64(200)], np.float64(8.479683604465968))","([np.int64(140), np.int64(157)], np.float64(15.81742605938681))"
64,"([np.int64(3), np.int64(123), np.int64(246)], np.float64(6.566820338021796))","([np.int64(3), np.int64(123), np.int64(246)], np.float64(0.7120039818724776))","([np.int64(3), np.int64(123), np.int64(246)], np.float64(2.0203997694269145))","([np.int64(3), np.int64(123), np.int64(135), np.int64(143), np.int64(246)], np.float64(8.145895838191311))","([np.int64(123)], np.float64(35.22810737758804))"
65,"([np.int64(4), np.int64(6), np.int64(11), np.int64(23), np.int64(28), np.int64(66), np.int64(82), np.int64(91), np.int64(92), np.int64(102), np.int64(106), np.int64(121), np.int64(131), np.int64(136), np.int64(157), np.int64(175), np.int64(188), np.int64(189), np.int64(192), np.int64(197), np.int64(200), np.int64(207), np.int64(219), np.int64(222), np.int64(228), np.int64(232)], np.float64(0.38917821594074115))","([np.int64(23), np.int64(102), np.int64(228)], np.float64(0.03267901939356209))","([np.int64(23), np.int64(102), np.int64(228)], np.float64(0.8414693957345347))","([np.int64(23), np.int64(38), np.int64(72), np.int64(102), np.int64(181), np.int64(228)], np.float64(8.281887323453612))","([np.int64(228)], np.float64(46.27957241156651))"
66,"([np.int64(37), np.int64(40), np.int64(55), np.int64(106), np.int64(113), np.int64(179)], np.float64(0.3639960405564971))","([np.int64(40), np.int64(106), np.int64(179)], np.float64(0.40356534314750997))","([np.int64(40), np.int64(106), np.int64(179)], np.float64(0.6954578605743945))","([np.int64(40), np.int64(55), np.int64(61), np.int64(106), np.int64(130), np.int64(179), np.int64(197)], np.float64(9.486729283148703))","([np.int64(40), np.int64(106), np.int64(130), np.int64(179), np.int64(231)], np.float64(8.006313038424162))"
67,"([np.int64(5), np.int64(152), np.int64(233)], np.float64(2.524811003426146))","([np.int64(5), np.int64(152), np.int64(233)], np.float64(0.03550288302572108))","([np.int64(5), np.int64(152), np.int64(233)], np.float64(2.930272990727546))","([np.int64(5), np.int64(152), np.int64(233)], np.float64(5.291241810113785))","([np.int64(233)], np.float64(31.437852742971433))"
68,"([np.int64(42), np.int64(44), np.int64(121)], np.float64(2.9129095323612546))","([np.int64(42), np.int64(44), np.int64(121)], np.float64(0.600816790274484))","([np.int64(42), np.int64(44), np.int64(121)], np.float64(1.3180238537407842))","([np.int64(42), np.int64(44), np.int64(100), np.int64(121), np.int64(168), np.int64(169), np.int64(185)], np.float64(10.069663237624521))","([np.int64(42)], np.float64(29.917250190173533))"
69,"([np.int64(5), np.int64(108), np.int64(129), np.int64(136), np.int64(232)], np.float64(0.46469868843985895))","([np.int64(5), np.int64(129), np.int64(136)], np.float64(0.6143406161532102))","([np.int64(5), np.int64(129), np.int64(136)], np.float64(1.588278053161247))","([np.int64(5), np.int64(97), np.int64(129), np.int64(136), np.int64(170), np.int64(180)], np.float64(7.643644337937191))","([], np.float64(26.002820102305726))"
70,"([np.int64(10), np.int64(169), np.int64(170)], np.float64(2.8951945358938214))","([np.int64(10), np.int64(169), np.int64(170)], np.float64(0.12474274503006579))","([np.int64(10), np.int64(169), np.int64(170)], np.float64(2.1522790224930186))","([np.int64(6), np.int64(10), np.int64(169), np.int64(170), np.int64(238)], np.float64(6.308650922640655))","([np.int64(169)], np.float64(39.212410959307455))"
71,"([np.int64(21), np.int64(87), np.int64(234)], np.float64(1.7029755512744664))","([np.int64(21), np.int64(87), np.int64(234)], np.float64(0.1642957205464997))","([np.int64(21), np.int64(87), np.int64(234)], np.float64(2.2845834683229125))","([np.int64(13), np.int64(21), np.int64(85), np.int64(87), np.int64(200), np.int64(234)], np.float64(12.221354442739619))","([], np.float64(28.92747693263347))"
72,"([np.int64(143), np.int64(190), np.int64(226)], np.float64(1.0961979822982024))","([np.int64(123), np.int64(143), np.int64(190), np.int64(226)], np.float64(0.4148168718736219))","([np.int64(143), np.int64(190), np.int64(226)], np.float64(1.3289712129970122))","([np.int64(143), np.int64(163), np.int64(174), np.int64(176), np.int64(190), np.int64(226)], np.float64(7.228693560444352))","([np.int64(226)], np.float64(38.23225454169646))"
73,"([np.int64(24), np.int64(38), np.int64(176), np.int64(207), np.int64(228)], np.float64(1.52615807980089))","([np.int64(176), np.int64(207), np.int64(228)], np.float64(0.28769344504958033))","([np.int64(24), np.int64(38), np.int64(176), np.int64(207), np.int64(228)], np.float64(1.5304599858800016))","([np.int64(176), np.int64(207), np.int64(228)], np.float64(4.407377318524342))","([np.int64(176), np.int64(228)], np.float64(14.022802047813318))"
74,"([np.int64(14), np.int64(63), np.int64(106)], np.float64(5.601878494106055))","([np.int64(14), np.int64(63), np.int64(106)], np.float64(0.19031475010902876))","([np.int64(14), np.int64(63), np.int64(106)], np.float64(0.7211318720598408))","([np.int64(14), np.int64(63), np.int64(104), np.int64(106), np.int64(164), np.int64(243)], np.float64(7.880881406656592))","([np.int64(63)], np.float64(36.976500628597755))"
75,"([np.int64(106), np.int64(108), np.int64(120)], np.float64(2.7208055989880626))","([np.int64(106), np.int64(108), np.int64(120)], np.float64(2.7792126437656117))","([np.int64(106), np.int64(108), np.int64(120)], np.float64(3.81358454870671))","([np.int64(41), np.int64(67), np.int64(96), np.int64(106), np.int64(108), np.int64(120), np.int64(203)], np.float64(10.297980582372585))","([np.int64(106), np.int64(120), np.int64(165), np.int64(175), np.int64(208)], np.float64(16.50402929290599))"
76,"([np.int64(37), np.int64(90), np.int64(173)], np.float64(7.997591051394491))","([np.int64(37), np.int64(90), np.int64(173)], np.float64(1.7520402927740182))","([np.int64(37), np.int64(90), np.int64(173)], np.float64(2.6795825686777217))","([np.int64(37), np.int64(79), np.int64(90), np.int64(97), np.int64(125), np.int64(130), np.int64(173)], np.float64(8.555708269571118))","([np.int64(37), np.int64(90), np.int64(104), np.int64(135), np.int64(136), np.int64(173), np.int64(178)], np.float64(8.119079808552295))"
77,"([np.int64(184), np.int64(207), np.int64(244)], np.float64(1.663620905047641))","([np.int64(184), np.int64(207), np.int64(244)], np.float64(0.2219577602085179))","([np.int64(184), np.int64(207), np.int64(244)], np.float64(0.9129888738939319))","([np.int64(25), np.int64(93), np.int64(184), np.int64(207), np.int64(226), np.int64(244)], np.float64(5.30424470865395))","([np.int64(184), np.int64(244)], np.float64(16.6168063796576))"
78,"([np.int64(8), np.int64(62), np.int64(72), np.int64(118), np.int64(130), np.int64(132), np.int64(144), np.int64(145), np.int64(149), np.int64(159), np.int64(160), np.int64(165), np.int64(168), np.int64(211), np.int64(218), np.int64(221), np.int64(228)], np.float64(0.23977258454814013))","([np.int64(144), np.int64(149), np.int64(160)], np.float64(0.16903611747031244))","([np.int64(144), np.int64(149), np.int64(160)], np.float64(0.7893487934374109))","([np.int64(132), np.int64(144), np.int64(149), np.int64(160), np.int64(165)], np.float64(6.356943658360018))","([np.int64(144), np.int64(149), np.int64(180)], np.float64(15.965287215021357))"
79,"([np.int64(144), np.int64(241), np.int64(249)], np.float64(1.7103457165111107))","([np.int64(144), np.int64(241), np.int64(249)], np.float64(1.3647605247716241))","([np.int64(144), np.int64(241), np.int64(249)], np.float64(2.0238086320505095))","([np.int64(90), np.int64(96), np.int64(144), np.int64(181), np.int64(194), np.int64(216), np.int64(241), np.int64(249)], np.float64(10.283939858608058))","([np.int64(90), np.int64(144), np.int64(216)], np.float64(31.933842863003456))"
80,"([np.int64(21), np.int64(119), np.int64(218)], np.float64(14.82273747490446))","([np.int64(21), np.int64(119), np.int64(218)], np.float64(0.10841356889494859))","([np.int64(21), np.int64(119), np.int64(218)], np.float64(1.9540971382730132))","([np.int64(21), np.int64(106), np.int64(119), np.int64(218)], np.float64(5.803199021866705))","([np.int64(21), np.int64(61), np.int64(225), np.int64(244)], np.float64(33.88115331393505))"
81,"([np.int64(1), np.int64(2), np.int64(11), np.int64(21), np.int64(24), np.int64(31), np.int64(32), np.int64(37), np.int64(47), np.int64(59), np.int64(61), np.int64(63), np.int64(66), np.int64(73), np.int64(86), np.int64(87), np.int64(88), np.int64(92), np.int64(96), np.int64(98), np.int64(106), np.int64(108), np.int64(110), np.int64(128), np.int64(135), np.int64(136), np.int64(152), np.int64(153), np.int64(159), np.int64(161), np.int64(164), np.int64(191), np.int64(196), np.int64(203), np.int64(214), np.int64(223), np.int64(227), np.int64(231), np.int64(241)], np.float64(1.1335979832495673))","([np.int64(32), np.int64(73), np.int64(98), np.int64(106), np.int64(214)], np.float64(0.4840790082227097))","([np.int64(24), np.int64(32), np.int64(37), np.int64(98), np.int64(214)], np.float64(2.3205941006242674))","([np.int64(32), np.int64(37), np.int64(80), np.int64(98), np.int64(179), np.int64(214)], np.float64(11.671242986203415))","([], np.float64(27.307930271863523))"
82,"([np.int64(103), np.int64(118), np.int64(148)], np.float64(2.9135522162470586))","([np.int64(103), np.int64(118), np.int64(148)], np.float64(0.01030887698802869))","([np.int64(103), np.int64(118), np.int64(148)], np.float64(0.6098627585808647))","([np.int64(85), np.int64(103), np.int64(118), np.int64(135), np.int64(148), np.int64(156), np.int64(169)], np.float64(5.663826698005918))","([np.int64(118), np.int64(148)], np.float64(13.447786628688817))"
83,"([np.int64(122), np.int64(127), np.int64(200)], np.float64(17.020296854600154))","([np.int64(122), np.int64(127), np.int64(200)], np.float64(0.03453890388269115))","([np.int64(122), np.int64(127), np.int64(200)], np.float64(1.3249667105842546))","([np.int64(77), np.int64(122), np.int64(127), np.int64(200)], np.float64(5.656561095454719))","([np.int64(127), np.int64(134), np.int64(162), np.int64(200)], np.float64(17.675376875565433))"
84,"([np.int64(82), np.int64(151), np.int64(197), np.int64(223)], np.float64(1.2925331030484581))","([np.int64(82), np.int64(151), np.int64(197)], np.float64(0.030086493666217472))","([np.int64(82), np.int64(151), np.int64(197)], np.float64(1.5900272433261207))","([np.int64(26), np.int64(82), np.int64(83), np.int64(126), np.int64(151), np.int64(197), np.int64(210), np.int64(223)], np.float64(9.593481192623745))","([np.int64(64), np.int64(82), np.int64(83), np.int64(197), np.int64(241)], np.float64(17.32205284033337))"
85,"([np.int64(57), np.int64(142), np.int64(240)], np.float64(0.5836962505293672))","([np.int64(57), np.int64(142), np.int64(240)], np.float64(0.5131315306223733))","([np.int64(57), np.int64(142), np.int64(240)], np.float64(1.364220158723943))","([np.int64(1), np.int64(5), np.int64(57), np.int64(142), np.int64(235), np.int64(240)], np.float64(6.547641258881918))","([np.int64(57), np.int64(142), np.int64(240)], np.float64(5.101646032492237))"
86,"([np.int64(10), np.int64(33), np.int64(73)], np.float64(1.5855143549811201))","([np.int64(10), np.int64(33), np.int64(73)], np.float64(0.08867507295951695))","([np.int64(10), np.int64(33), np.int64(73)], np.float64(1.5490014407742734))","([np.int64(10), np.int64(33), np.int64(73)], np.float64(4.066379050685492))","([np.int64(73), np.int64(124), np.int64(241)], np.float64(32.953449334796154))"
87,"([np.int64(18), np.int64(96), np.int64(124)], np.float64(5.132485865738561))","([np.int64(18), np.int64(96), np.int64(124)], np.float64(0.04948796339517))","([np.int64(18), np.int64(96), np.int64(124)], np.float64(2.2226335112585494))","([np.int64(6), np.int64(18), np.int64(62), np.int64(96), np.int64(124), np.int64(167)], np.float64(8.467683232266557))","([np.int64(62), np.int64(124), np.int64(193)], np.float64(25.50371484972002))"
88,"([np.int64(14), np.int64(15), np.int64(17), np.int64(18), np.int64(19), np.int64(20), np.int64(21), np.int64(25), np.int64(27), np.int64(29), np.int64(32), np.int64(41), np.int64(43), np.int64(46), np.int64(49), np.int64(54), np.int64(57), np.int64(65), np.int64(67), np.int64(68), np.int64(69), np.int64(74), np.int64(83), np.int64(84), np.int64(86), np.int64(91), np.int64(97), np.int64(99), np.int64(101), np.int64(105), np.int64(114), np.int64(120), np.int64(123), np.int64(124), np.int64(127), np.int64(133), np.int64(134), np.int64(135), np.int64(140), np.int64(153), np.int64(154), np.int64(166), np.int64(167), np.int64(170), np.int64(181), np.int64(183), np.int64(187), np.int64(191), np.int64(195), np.int64(200), np.int64(202), np.int64(205), np.int64(218), np.int64(227), np.int64(228), np.int64(230), np.int64(241), np.int64(243)], np.float64(1.2187168527827816))","([np.int64(25), np.int64(134), np.int64(181)], np.float64(0.13977220275653732))","([np.int64(25), np.int64(134), np.int64(181)], np.float64(1.635385156496205))","([np.int64(20), np.int64(25), np.int64(85), np.int64(134), np.int64(181), np.int64(204)], np.float64(6.3276144995794805))","([], np.float64(27.120585725868537))"
89,"([np.int64(48), np.int64(129), np.int64(182)], np.float64(7.524955500327913))","([np.int64(48), np.int64(129), np.int64(182)], np.float64(0.16965973779533464))","([np.int64(48), np.int64(129), np.int64(182)], np.float64(0.6946026283777703))","([np.int64(48), np.int64(56), np.int64(69), np.int64(129), np.int64(181), np.int64(182)], np.float64(7.951265507995939))","([np.int64(33), np.int64(48), np.int64(61), np.int64(129), np.int64(169)], np.float64(20.740198275380035))"
90,"([np.int64(78), np.int64(221)], np.float64(20.331159187457196))","([np.int64(78), np.int64(171), np.int64(221)], np.float64(0.7583832002674481))","([np.int64(78), np.int64(171), np.int64(221)], np.float64(1.6733530056192596))","([np.int64(41), np.int64(78), np.int64(148), np.int64(171), np.int64(182), np.int64(221), np.int64(248)], np.float64(10.300677497739425))","([], np.float64(27.193604615427365))"
91,"([np.int64(1), np.int64(184)], np.float64(23.65602565690239))","([np.int64(1), np.int64(5), np.int64(184)], np.float64(1.7957033684506325))","([np.int64(1), np.int64(5), np.int64(184)], np.float64(2.738801369790382))","([np.int64(1), np.int64(5), np.int64(184)], np.float64(5.254733951860905))","([np.int64(1), np.int64(5)], np.float64(17.353098077596204))"
92,"([np.int64(90), np.int64(117), np.int64(228)], np.float64(1.1629983655059914))","([np.int64(90), np.int64(117), np.int64(221), np.int64(228)], np.float64(0.19964175191221886))","([np.int64(90), np.int64(117), np.int64(228)], np.float64(1.0282962727458895))","([np.int64(60), np.int64(90), np.int64(117), np.int64(204), np.int64(221), np.int64(228)], np.float64(7.147563877037005))","([np.int64(117), np.int64(228)], np.float64(15.64948885090393))"
93,"([np.int64(16), np.int64(115), np.int64(235)], np.float64(4.497622979327276))","([np.int64(16), np.int64(115), np.int64(235)], np.float64(0.7714747518781013))","([np.int64(16), np.int64(115), np.int64(235)], np.float64(2.62293945732782))","([np.int64(16), np.int64(54), np.int64(95), np.int64(113), np.int64(115), np.int64(136), np.int64(231), np.int64(235)], np.float64(9.12926400294475))","([np.int64(16), np.int64(87), np.int64(115), np.int64(160), np.int64(235), np.int64(239)], np.float64(10.789227681414305))"
94,"([np.int64(32), np.int64(57), np.int64(191)], np.float64(3.7853578541565738))","([np.int64(32), np.int64(57), np.int64(191)], np.float64(0.8836147212195428))","([np.int64(32), np.int64(57), np.int64(191)], np.float64(1.9264952682235539))","([np.int64(32), np.int64(57), np.int64(79), np.int64(191)], np.float64(6.277554606071864))","([np.int64(32), np.int64(57), np.int64(66), np.int64(144), np.int64(191)], np.float64(8.546667682174798))"
95,"([np.int64(10), np.int64(23), np.int64(46), np.int64(112), np.int64(175)], np.float64(0.8114655837774161))","([np.int64(10), np.int64(46), np.int64(175)], np.float64(0.082899901129346))","([np.int64(10), np.int64(46), np.int64(175)], np.float64(2.9401659003936396))","([np.int64(10), np.int64(46), np.int64(85), np.int64(175), np.int64(224), np.int64(239)], np.float64(8.277971466963779))","([], np.float64(25.563507020749423))"
96,"([np.int64(92), np.int64(137), np.int64(235), np.int64(240)], np.float64(0.6498931705075456))","([np.int64(92), np.int64(137), np.int64(235), np.int64(240)], np.float64(0.5052859550712473))","([np.int64(92), np.int64(137), np.int64(240)], np.float64(1.1527508494350789))","([np.int64(90), np.int64(92), np.int64(128), np.int64(137), np.int64(240)], np.float64(5.700908850238857))","([np.int64(92), np.int64(142), np.int64(181), np.int64(239), np.int64(240)], np.float64(21.463903068321553))"
97,"([np.int64(56), np.int64(87), np.int64(110)], np.float64(9.22408647022599))","([np.int64(56), np.int64(87), np.int64(110)], np.float64(0.02483537295749199))","([np.int64(56), np.int64(87), np.int64(110)], np.float64(1.8036759434386815))","([np.int64(56), np.int64(87), np.int64(110)], np.float64(5.070218300557623))","([np.int64(7), np.int64(56), np.int64(70), np.int64(87), np.int64(110), np.int64(127)], np.float64(8.83878223640859))"
98,"([np.int64(49), np.int64(51), np.int64(64)], np.float64(1.2193920210093812))","([np.int64(49), np.int64(51), np.int64(64)], np.float64(0.5288691493288117))","([np.int64(49), np.int64(51), np.int64(64)], np.float64(1.3847118199491562))","([np.int64(16), np.int64(17), np.int64(33), np.int64(49), np.int64(51), np.int64(55), np.int64(64), np.int64(150), np.int64(183)], np.float64(10.127906397521947))","([], np.float64(28.8247933458347))"
99,"([np.int64(33), np.int64(82), np.int64(85)], np.float64(1.2625515801333393))","([np.int64(33), np.int64(82), np.int64(85)], np.float64(0.13473450211644727))","([np.int64(33), np.int64(82), np.int64(85)], np.float64(1.458971474548256))","([np.int64(33), np.int64(82), np.int64(85)], np.float64(4.292709447601671))","([np.int64(33), np.int64(94)], np.float64(25.74525713153077))"
