run_id,LNRegressor,LinearModell0,LinearModell1,RandomForestRegressor,XGBoostRegressor
89,"([], np.float64(9.491594187138272))","([np.int64(192)], np.float64(0.07076102827724895))","([np.int64(192)], np.float64(0.22486145272065242))","([np.int64(120), np.int64(156), np.int64(192), np.int64(199), np.int64(240)], np.float64(0.650277350944247))","([np.int64(85), np.int64(192), np.int64(199), np.int64(218)], np.float64(0.7904715722060216))"
90,"([], np.float64(8.932529739708169))","([np.int64(140)], np.float64(0.010365148961258416))","([np.int64(140)], np.float64(0.23362162431715552))","([np.int64(40), np.int64(120), np.int64(140)], np.float64(0.5116305309545529))","([np.int64(42), np.int64(72), np.int64(140), np.int64(161)], np.float64(1.039266613541437))"
91,"([], np.float64(8.72545308910285))","([np.int64(209)], np.float64(0.08973842607374377))","([np.int64(209)], np.float64(0.3559813408522407))","([np.int64(152), np.int64(166), np.int64(209)], np.float64(0.5526364690218641))","([np.int64(24), np.int64(171), np.int64(195), np.int64(209), np.int64(242)], np.float64(1.0499357890558771))"
92,"([], np.float64(9.105903724281504))","([np.int64(184), np.int64(221)], np.float64(0.03344442900847952))","([np.int64(184), np.int64(221)], np.float64(0.2304116055382429))","([np.int64(105), np.int64(184), np.int64(206)], np.float64(0.8354172879751377))","([np.int64(29), np.int64(82), np.int64(184)], np.float64(0.9090010773835161))"
93,"([np.int64(72)], np.float64(6.9811338782838535))","([np.int64(72)], np.float64(0.19443288741863823))","([np.int64(72)], np.float64(0.24658343074259))","([np.int64(72), np.int64(123)], np.float64(0.635553843846686))","([np.int64(72), np.int64(123)], np.float64(0.9784941655838071))"
94,"([], np.float64(9.092642299127878))","([np.int64(139)], np.float64(0.2600624321105448))","([np.int64(139)], np.float64(0.29160278935902045))","([np.int64(62), np.int64(98), np.int64(139), np.int64(167)], np.float64(0.8536656686329522))","([np.int64(98), np.int64(139), np.int64(164)], np.float64(1.301183195613152))"
95,"([np.int64(21)], np.float64(2.4962991860494985))","([np.int64(21)], np.float64(0.2220026809456198))","([np.int64(21)], np.float64(0.17987999717372366))","([np.int64(21), np.int64(69), np.int64(166)], np.float64(0.6578713031628642))","([np.int64(21)], np.float64(1.3052994317105824))"
96,"([np.int64(90)], np.float64(7.601978831789794))","([np.int64(90), np.int64(235)], np.float64(0.0599332383371173))","([np.int64(90)], np.float64(0.31340614022434277))","([np.int64(90), np.int64(119), np.int64(147), np.int64(184)], np.float64(0.5028858853453777))","([np.int64(90), np.int64(147), np.int64(186)], np.float64(1.1806059778880336))"
97,"([np.int64(113)], np.float64(4.3682350326832715))","([np.int64(113)], np.float64(0.01584959013638864))","([np.int64(113)], np.float64(0.20080985993165773))","([np.int64(43), np.int64(64), np.int64(113), np.int64(127), np.int64(221)], np.float64(0.5299172667825375))","([np.int64(113)], np.float64(0.6839597261406096))"
98,"([], np.float64(9.052807026837872))","([np.int64(16)], np.float64(0.08254605702939821))","([np.int64(16)], np.float64(0.4082141215781952))","([np.int64(7), np.int64(16), np.int64(53), np.int64(144)], np.float64(1.0135161995114692))","([np.int64(16), np.int64(179), np.int64(188)], np.float64(0.9537817059432221))"
99,"([], np.float64(8.5633939832727))","([np.int64(27)], np.float64(0.15021717316749572))","([np.int64(27)], np.float64(0.2814569544208988))","([np.int64(27)], np.float64(0.3313894045993966))","([np.int64(27)], np.float64(0.8683673650631254))"
