run_id,LNRegressor,LinearModell0,LinearModell1,RandomForestRegressor,XGBoostRegressor
10,"([np.int64(7), np.int64(32), np.int64(35), np.int64(91), np.int64(92), np.int64(184)], np.float64(1.5366379481042869))","([np.int64(7), np.int64(32), np.int64(35), np.int64(91), np.int64(184), np.int64(223)], np.float64(0.11467480750884636))","([np.int64(35), np.int64(92), np.int64(184)], np.float64(36.6160057228511))","([np.int64(7), np.int64(12), np.int64(35), np.int64(92), np.int64(110), np.int64(151), np.int64(167), np.int64(180), np.int64(184)], np.float64(30.681290503517825))","([], np.float64(41.77961453436463))"
11,"([np.int64(39), np.int64(81), np.int64(94), np.int64(114), np.int64(143), np.int64(172)], np.float64(6.232373938484192))","([np.int64(39), np.int64(81), np.int64(94), np.int64(143), np.int64(172)], np.float64(0.10053508512247815))","([np.int64(39), np.int64(94), np.int64(143), np.int64(172)], np.float64(38.83347408087519))","([np.int64(27), np.int64(39), np.int64(94), np.int64(123), np.int64(143), np.int64(172), np.int64(193)], np.float64(28.045580289890967))","([np.int64(143)], np.float64(74.09812171961526))"
12,"([np.int64(21), np.int64(30), np.int64(59), np.int64(159), np.int64(174)], np.float64(1.3853111700454546))","([np.int64(21), np.int64(30), np.int64(59), np.int64(159), np.int64(174)], np.float64(0.2994778523015468))","([np.int64(21), np.int64(30), np.int64(59), np.int64(159), np.int64(174)], np.float64(3.96670508359796))","([np.int64(18), np.int64(21), np.int64(30), np.int64(59), np.int64(135), np.int64(146), np.int64(159), np.int64(177)], np.float64(20.97044589025882))","([np.int64(18), np.int64(19), np.int64(21), np.int64(59), np.int64(204), np.int64(242)], np.float64(48.348536106612))"
13,"([np.int64(36), np.int64(122), np.int64(149), np.int64(170), np.int64(221)], np.float64(2.18872182963943))","([np.int64(36), np.int64(122), np.int64(149), np.int64(170), np.int64(221)], np.float64(1.8240522609501109))","([np.int64(36), np.int64(122), np.int64(149), np.int64(170), np.int64(221)], np.float64(5.660837717232878))","([np.int64(36), np.int64(122), np.int64(146), np.int64(149), np.int64(211), np.int64(221)], np.float64(19.529268443887222))","([np.int64(128), np.int64(149), np.int64(170), np.int64(179), np.int64(221), np.int64(244)], np.float64(40.43488035058712))"
14,"([np.int64(76), np.int64(88), np.int64(101), np.int64(137), np.int64(168)], np.float64(9.502921428815288))","([np.int64(76), np.int64(88), np.int64(101), np.int64(137), np.int64(168), np.int64(233)], np.float64(2.006042730470024))","([np.int64(76), np.int64(88), np.int64(101), np.int64(137), np.int64(168)], np.float64(11.289784164193296))","([np.int64(49), np.int64(51), np.int64(71), np.int64(76), np.int64(88), np.int64(101), np.int64(104), np.int64(137), np.int64(168), np.int64(200)], np.float64(20.255142104516715))","([], np.float64(45.9017949792608))"
15,"([np.int64(63), np.int64(148), np.int64(197), np.int64(200), np.int64(247)], np.float64(2.616243438034113))","([np.int64(63), np.int64(148), np.int64(197), np.int64(200), np.int64(247)], np.float64(0.268911625774062))","([np.int64(63), np.int64(148), np.int64(197), np.int64(247)], np.float64(29.181216739918735))","([np.int64(53), np.int64(63), np.int64(105), np.int64(108), np.int64(148), np.int64(161), np.int64(197), np.int64(208), np.int64(247)], np.float64(28.262788423235627))","([], np.float64(48.01290210753342))"
16,"([np.int64(4), np.int64(12), np.int64(19), np.int64(23), np.int64(39), np.int64(40), np.int64(42), np.int64(45), np.int64(62), np.int64(67), np.int64(70), np.int64(71), np.int64(76), np.int64(85), np.int64(94), np.int64(100), np.int64(102), np.int64(122), np.int64(129), np.int64(142), np.int64(145), np.int64(146), np.int64(149), np.int64(156), np.int64(160), np.int64(162), np.int64(167), np.int64(170), np.int64(171), np.int64(182), np.int64(198), np.int64(207), np.int64(216), np.int64(226), np.int64(227), np.int64(228), np.int64(233), np.int64(237), np.int64(241)], np.float64(1.4493611899964436))","([np.int64(40), np.int64(100), np.int64(171), np.int64(198), np.int64(216)], np.float64(0.40722283830616074))","([np.int64(40), np.int64(100), np.int64(198)], np.float64(37.62221206442434))","([np.int64(40), np.int64(100), np.int64(171), np.int64(198), np.int64(208), np.int64(222)], np.float64(20.043906929340405))","([np.int64(40), np.int64(100), np.int64(211), np.int64(216)], np.float64(35.09141534802834))"
17,"([np.int64(52), np.int64(84), np.int64(135), np.int64(147), np.int64(221), np.int64(225)], np.float64(2.2370607773358775))","([np.int64(52), np.int64(84), np.int64(135), np.int64(147), np.int64(221)], np.float64(0.2726025903189015))","([np.int64(52), np.int64(84), np.int64(135), np.int64(147), np.int64(221)], np.float64(5.788967536625176))","([np.int64(27), np.int64(52), np.int64(84), np.int64(135), np.int64(147), np.int64(172)], np.float64(18.416269887448088))","([np.int64(86), np.int64(147), np.int64(172), np.int64(179), np.int64(180)], np.float64(60.979402239075505))"
18,"([np.int64(49), np.int64(90), np.int64(92), np.int64(119), np.int64(248)], np.float64(2.6914505550419845))","([np.int64(49), np.int64(90), np.int64(92), np.int64(119), np.int64(205), np.int64(248)], np.float64(1.4256526589307081))","([np.int64(49), np.int64(90), np.int64(92), np.int64(119), np.int64(248)], np.float64(3.0482276091892637))","([np.int64(7), np.int64(49), np.int64(90), np.int64(92), np.int64(119), np.int64(227), np.int64(248)], np.float64(25.789806565826225))","([np.int64(90), np.int64(92)], np.float64(47.57589643659263))"
19,"([np.int64(131), np.int64(133), np.int64(149), np.int64(166), np.int64(173), np.int64(192)], np.float64(3.5051913896212614))","([np.int64(133), np.int64(149), np.int64(166), np.int64(173), np.int64(192)], np.float64(0.12043573702526995))","([np.int64(133), np.int64(149), np.int64(166), np.int64(173), np.int64(192)], np.float64(6.139010134498282))","([np.int64(11), np.int64(39), np.int64(133), np.int64(149), np.int64(166), np.int64(173), np.int64(192)], np.float64(15.494130738660823))","([np.int64(149)], np.float64(70.54555348673881))"
20,"([np.int64(87), np.int64(164), np.int64(176), np.int64(205), np.int64(206)], np.float64(1.947966066165959))","([np.int64(87), np.int64(164), np.int64(176), np.int64(205), np.int64(206)], np.float64(0.10442721773232952))","([np.int64(87), np.int64(164), np.int64(176), np.int64(205), np.int64(206)], np.float64(2.960619844195248))","([np.int64(87), np.int64(164), np.int64(176), np.int64(205), np.int64(206)], np.float64(13.671351251909364))","([], np.float64(43.738069461214835))"
21,"([np.int64(9), np.int64(24), np.int64(118), np.int64(166), np.int64(179)], np.float64(4.620775036509939))","([np.int64(9), np.int64(24), np.int64(118), np.int64(166), np.int64(179)], np.float64(0.1957143674871138))","([np.int64(9), np.int64(24), np.int64(166), np.int64(179)], np.float64(26.56249007602781))","([np.int64(9), np.int64(24), np.int64(117), np.int64(121), np.int64(130), np.int64(166), np.int64(179)], np.float64(22.270387090761893))","([np.int64(166)], np.float64(69.26187295634446))"
22,"([np.int64(69), np.int64(130), np.int64(151), np.int64(187), np.int64(213)], np.float64(3.917619262441388))","([np.int64(69), np.int64(130), np.int64(151), np.int64(187), np.int64(213)], np.float64(1.004396591669834))","([np.int64(69), np.int64(130), np.int64(151), np.int64(187), np.int64(213)], np.float64(5.671203855443888))","([np.int64(69), np.int64(126), np.int64(128), np.int64(130), np.int64(141), np.int64(151), np.int64(213), np.int64(219)], np.float64(22.943942646234188))","([np.int64(69), np.int64(130)], np.float64(43.93586401896091))"
23,"([np.int64(8), np.int64(61), np.int64(149), np.int64(176), np.int64(203)], np.float64(24.621110198091202))","([np.int64(8), np.int64(61), np.int64(149), np.int64(176), np.int64(203)], np.float64(1.194229991402228))","([np.int64(8), np.int64(176), np.int64(203)], np.float64(36.21905023054041))","([np.int64(8), np.int64(61), np.int64(135), np.int64(160), np.int64(176), np.int64(203)], np.float64(22.016481159962893))","([np.int64(160), np.int64(176), np.int64(203), np.int64(238)], np.float64(38.857616218162626))"
24,"([np.int64(31), np.int64(57), np.int64(102), np.int64(202), np.int64(213), np.int64(228)], np.float64(1.4219798719061443))","([np.int64(57), np.int64(102), np.int64(202), np.int64(213), np.int64(228)], np.float64(0.345009379896826))","([np.int64(57), np.int64(102), np.int64(202), np.int64(213), np.int64(228)], np.float64(6.459341912455813))","([np.int64(57), np.int64(102), np.int64(184), np.int64(202), np.int64(213), np.int64(228)], np.float64(14.13262255959888))","([], np.float64(44.919264055234095))"
25,"([np.int64(13), np.int64(22), np.int64(36), np.int64(56), np.int64(248)], np.float64(2.895428541244779))","([np.int64(13), np.int64(22), np.int64(36), np.int64(56), np.int64(248)], np.float64(0.4993515315185993))","([np.int64(13), np.int64(22), np.int64(36), np.int64(56), np.int64(248)], np.float64(2.5968053762601304))","([np.int64(13), np.int64(22), np.int64(36), np.int64(56), np.int64(155), np.int64(159), np.int64(248)], np.float64(15.757997853273807))","([], np.float64(44.71511386956286))"
26,"([np.int64(5), np.int64(63), np.int64(70), np.int64(76), np.int64(103), np.int64(147), np.int64(174), np.int64(232), np.int64(242)], np.float64(3.746870714821077))","([np.int64(63), np.int64(76), np.int64(174), np.int64(232), np.int64(242)], np.float64(0.420456153242254))","([np.int64(63), np.int64(174), np.int64(232), np.int64(242)], np.float64(34.4547158119687))","([np.int64(63), np.int64(118), np.int64(174), np.int64(188), np.int64(242)], np.float64(27.69214701784616))","([np.int64(174), np.int64(242)], np.float64(41.46177654442894))"
27,"([np.int64(54), np.int64(55), np.int64(64), np.int64(81), np.int64(146)], np.float64(4.589037288976166))","([np.int64(54), np.int64(55), np.int64(64), np.int64(81), np.int64(146)], np.float64(0.49045621194680156))","([np.int64(54), np.int64(55), np.int64(64), np.int64(81), np.int64(146)], np.float64(29.907227646056256))","([np.int64(9), np.int64(54), np.int64(55), np.int64(64), np.int64(72), np.int64(81), np.int64(111), np.int64(163), np.int64(192)], np.float64(30.024383693134144))","([np.int64(9), np.int64(54), np.int64(55), np.int64(111), np.int64(115), np.int64(119), np.int64(130), np.int64(192)], np.float64(49.22596616467489))"
28,"([np.int64(10), np.int64(42), np.int64(48), np.int64(134), np.int64(229)], np.float64(4.323895366116733))","([np.int64(10), np.int64(42), np.int64(48), np.int64(134), np.int64(229)], np.float64(2.1765819900578256))","([np.int64(10), np.int64(42), np.int64(48), np.int64(229)], np.float64(33.797997169510815))","([np.int64(10), np.int64(42), np.int64(48), np.int64(54), np.int64(69), np.int64(229)], np.float64(21.66269486243903))","([], np.float64(48.62138889322869))"
29,"([np.int64(127), np.int64(161), np.int64(186), np.int64(194), np.int64(223)], np.float64(3.5645241947109496))","([np.int64(127), np.int64(161), np.int64(186), np.int64(194), np.int64(223)], np.float64(0.9037806443895037))","([np.int64(127), np.int64(161), np.int64(186)], np.float64(30.912697356370277))","([np.int64(69), np.int64(127), np.int64(186), np.int64(225)], np.float64(33.6414765083862))","([np.int64(186)], np.float64(77.67604594235092))"
30,"([np.int64(55), np.int64(61), np.int64(69), np.int64(106), np.int64(127)], np.float64(5.410873893565417))","([np.int64(55), np.int64(61), np.int64(69), np.int64(106), np.int64(127)], np.float64(0.3494591371741908))","([np.int64(55), np.int64(61), np.int64(69), np.int64(106), np.int64(127)], np.float64(2.2986419268414826))","([np.int64(55), np.int64(61), np.int64(67), np.int64(69), np.int64(106), np.int64(127), np.int64(182)], np.float64(14.289625351282549))","([np.int64(55), np.int64(106), np.int64(127), np.int64(128), np.int64(186), np.int64(206), np.int64(223)], np.float64(38.5845398427016))"
31,"([], np.float64(45.30569960212128))","([np.int64(112), np.int64(129), np.int64(159), np.int64(161), np.int64(175)], np.float64(0.21629873208727093))","([np.int64(112), np.int64(129), np.int64(159), np.int64(161), np.int64(175)], np.float64(24.113602068562074))","([np.int64(112), np.int64(124), np.int64(129), np.int64(161), np.int64(175)], np.float64(18.53286545450152))","([np.int64(129), np.int64(161), np.int64(218)], np.float64(40.41215839112368))"
32,"([np.int64(35), np.int64(76), np.int64(202), np.int64(232), np.int64(246)], np.float64(2.721813561911986))","([np.int64(35), np.int64(76), np.int64(202), np.int64(232), np.int64(246)], np.float64(0.27932563050723264))","([np.int64(35), np.int64(76), np.int64(202), np.int64(232), np.int64(246)], np.float64(9.657600634659444))","([np.int64(8), np.int64(35), np.int64(202)], np.float64(41.162440620426935))","([np.int64(35), np.int64(144), np.int64(202)], np.float64(48.14046955114513))"
33,"([np.int64(19), np.int64(134), np.int64(144), np.int64(183), np.int64(225)], np.float64(0.8265909908502374))","([np.int64(19), np.int64(134), np.int64(144), np.int64(183), np.int64(225)], np.float64(1.879120948776536))","([np.int64(19), np.int64(134), np.int64(144), np.int64(183), np.int64(225)], np.float64(3.1999314801642176))","([np.int64(19), np.int64(134), np.int64(144), np.int64(181), np.int64(183), np.int64(202), np.int64(225)], np.float64(17.3648049491684))","([np.int64(183)], np.float64(66.39432900282743))"
34,"([np.int64(42), np.int64(98), np.int64(102), np.int64(111), np.int64(141), np.int64(167), np.int64(202), np.int64(248)], np.float64(1.878473249049779))","([np.int64(42), np.int64(111), np.int64(141), np.int64(167), np.int64(202)], np.float64(0.23792600237479153))","([np.int64(42), np.int64(141)], np.float64(43.296281740160666))","([np.int64(14), np.int64(42), np.int64(48), np.int64(49), np.int64(116), np.int64(141)], np.float64(40.55256811914928))","([np.int64(175)], np.float64(83.38389373642829))"
35,"([np.int64(41), np.int64(54), np.int64(78), np.int64(123), np.int64(175)], np.float64(4.512297357000613))","([np.int64(41), np.int64(54), np.int64(78), np.int64(123), np.int64(175)], np.float64(1.4590940936995536))","([np.int64(41), np.int64(54), np.int64(78), np.int64(123), np.int64(175)], np.float64(10.188903634339))","([np.int64(41), np.int64(54), np.int64(78), np.int64(175)], np.float64(18.461418691254714))","([], np.float64(45.284900831347365))"
36,"([np.int64(15), np.int64(66), np.int64(75), np.int64(167), np.int64(176), np.int64(178), np.int64(221)], np.float64(4.383703254714048))","([np.int64(15), np.int64(66), np.int64(75), np.int64(176), np.int64(178)], np.float64(0.650760021615612))","([np.int64(178)], np.float64(39.67215184723946))","([np.int64(15), np.int64(66), np.int64(75), np.int64(123), np.int64(176), np.int64(178), np.int64(233)], np.float64(18.90408486379255))","([np.int64(178)], np.float64(63.177409570414255))"
37,"([np.int64(54), np.int64(62), np.int64(70), np.int64(170), np.int64(183)], np.float64(1.3850160805131004))","([np.int64(54), np.int64(62), np.int64(70), np.int64(170), np.int64(183)], np.float64(1.4776118015692652))","([np.int64(54), np.int64(62), np.int64(70), np.int64(170), np.int64(183)], np.float64(5.628798957214369))","([np.int64(54), np.int64(62), np.int64(70), np.int64(124), np.int64(170), np.int64(183), np.int64(193)], np.float64(17.61375206120778))","([np.int64(62), np.int64(70), np.int64(73), np.int64(124), np.int64(126), np.int64(230)], np.float64(50.33340086279515))"
38,"([np.int64(32), np.int64(41), np.int64(125), np.int64(175), np.int64(202), np.int64(206)], np.float64(1.6250885936633173))","([np.int64(32), np.int64(41), np.int64(125), np.int64(202), np.int64(206)], np.float64(1.4408438711019154))","([np.int64(32), np.int64(41), np.int64(202), np.int64(206)], np.float64(34.03434474228905))","([np.int64(32), np.int64(78), np.int64(199), np.int64(202), np.int64(206), np.int64(224), np.int64(242)], np.float64(26.15118522928431))","([np.int64(32), np.int64(202), np.int64(235), np.int64(242)], np.float64(43.31992367360817))"
39,"([np.int64(0), np.int64(59), np.int64(90), np.int64(92), np.int64(149), np.int64(180), np.int64(242)], np.float64(4.236505527052446))","([np.int64(59), np.int64(90), np.int64(149), np.int64(180), np.int64(242)], np.float64(1.5029507105207522))","([np.int64(59), np.int64(149), np.int64(180)], np.float64(30.43445859845038))","([np.int64(0), np.int64(15), np.int64(59), np.int64(92), np.int64(149), np.int64(180), np.int64(210), np.int64(214), np.int64(242)], np.float64(23.929332780917115))","([np.int64(149), np.int64(210)], np.float64(52.81184794763284))"
40,"([np.int64(6), np.int64(106), np.int64(165), np.int64(233), np.int64(236)], np.float64(2.071530525037284))","([np.int64(6), np.int64(106), np.int64(165), np.int64(233), np.int64(236)], np.float64(0.17200050865344946))","([np.int64(6), np.int64(106), np.int64(165), np.int64(233), np.int64(236)], np.float64(3.949674421365753))","([np.int64(6), np.int64(93), np.int64(106), np.int64(109), np.int64(144), np.int64(165), np.int64(171), np.int64(233), np.int64(236)], np.float64(21.875021761411713))","([np.int64(106), np.int64(192), np.int64(236)], np.float64(42.90546209977637))"
41,"([np.int64(20), np.int64(22), np.int64(28), np.int64(40), np.int64(61), np.int64(72), np.int64(101), np.int64(113), np.int64(120), np.int64(143), np.int64(156), np.int64(160), np.int64(176), np.int64(188), np.int64(224)], np.float64(0.5910240433809582))","([np.int64(20), np.int64(101), np.int64(113), np.int64(156), np.int64(160)], np.float64(0.42036404571087294))","([np.int64(20), np.int64(101), np.int64(113), np.int64(156), np.int64(160)], np.float64(9.720152385583745))","([np.int64(20), np.int64(40), np.int64(101), np.int64(113), np.int64(156), np.int64(199)], np.float64(20.285237942460306))","([np.int64(101)], np.float64(60.95023146290613))"
42,"([np.int64(7), np.int64(42), np.int64(79), np.int64(104), np.int64(234)], np.float64(3.648467925027759))","([np.int64(7), np.int64(42), np.int64(79), np.int64(104), np.int64(234)], np.float64(0.5112814592414295))","([np.int64(7), np.int64(42), np.int64(79), np.int64(104), np.int64(234)], np.float64(5.8093723290749235))","([np.int64(7), np.int64(42), np.int64(104), np.int64(128), np.int64(234)], np.float64(18.583562654072235))","([np.int64(7), np.int64(42), np.int64(104), np.int64(211)], np.float64(39.50269374969722))"
43,"([np.int64(76), np.int64(158), np.int64(205), np.int64(229), np.int64(247)], np.float64(3.01523335460645))","([np.int64(47), np.int64(76), np.int64(158), np.int64(205), np.int64(229), np.int64(247)], np.float64(0.5306022899283024))","([np.int64(76), np.int64(158), np.int64(205), np.int64(229), np.int64(247)], np.float64(9.028421751793212))","([np.int64(76), np.int64(158), np.int64(205), np.int64(215), np.int64(229), np.int64(232), np.int64(244), np.int64(247)], np.float64(16.734547436523506))","([np.int64(76), np.int64(232)], np.float64(56.40506925454788))"
44,"([np.int64(0), np.int64(35), np.int64(59), np.int64(78), np.int64(211)], np.float64(3.157458622737838))","([np.int64(0), np.int64(35), np.int64(59), np.int64(78), np.int64(211)], np.float64(0.0469273399238551))","([np.int64(0), np.int64(35), np.int64(78), np.int64(211)], np.float64(27.042741704108042))","([np.int64(0), np.int64(1), np.int64(18), np.int64(35), np.int64(78), np.int64(204), np.int64(211), np.int64(222)], np.float64(24.711983417684397))","([np.int64(20), np.int64(35), np.int64(40), np.int64(211)], np.float64(44.79562682084429))"
45,"([np.int64(3), np.int64(62), np.int64(99), np.int64(105), np.int64(116), np.int64(129), np.int64(196)], np.float64(2.120373907197865))","([np.int64(62), np.int64(105), np.int64(116), np.int64(129), np.int64(196)], np.float64(0.6902414393157171))","([np.int64(129), np.int64(196)], np.float64(38.04002778371787))","([np.int64(3), np.int64(105), np.int64(116), np.int64(129), np.int64(196)], np.float64(21.901739308640778))","([], np.float64(43.38727030492281))"
46,"([np.int64(6), np.int64(8), np.int64(14), np.int64(25), np.int64(37), np.int64(43), np.int64(44), np.int64(62), np.int64(64), np.int64(68), np.int64(72), np.int64(87), np.int64(113), np.int64(114), np.int64(120), np.int64(124), np.int64(132), np.int64(148), np.int64(156), np.int64(160), np.int64(190), np.int64(191), np.int64(204), np.int64(221), np.int64(229), np.int64(232), np.int64(241), np.int64(243)], np.float64(0.9386491930335878))","([np.int64(37), np.int64(64), np.int64(124), np.int64(132), np.int64(232)], np.float64(0.14255631388033907))","([np.int64(124), np.int64(132), np.int64(232)], np.float64(33.90536755783897))","([np.int64(124), np.int64(132), np.int64(232)], np.float64(22.993857896591123))","([np.int64(232)], np.float64(70.86995142404643))"
47,"([np.int64(17), np.int64(32), np.int64(41), np.int64(44), np.int64(65), np.int64(66), np.int64(67), np.int64(91), np.int64(98), np.int64(102), np.int64(103), np.int64(105), np.int64(108), np.int64(137), np.int64(149), np.int64(169), np.int64(172), np.int64(180), np.int64(196), np.int64(197), np.int64(203), np.int64(216), np.int64(248)], np.float64(0.6269260773327435))","([np.int64(32), np.int64(65), np.int64(66), np.int64(67), np.int64(108)], np.float64(0.9074312082769741))","([np.int64(32), np.int64(65), np.int64(66), np.int64(67), np.int64(108)], np.float64(4.6808267717646554))","([np.int64(32), np.int64(65), np.int64(66), np.int64(67), np.int64(108), np.int64(229)], np.float64(12.948265536869277))","([], np.float64(44.73728526233514))"
48,"([np.int64(17), np.int64(69), np.int64(72), np.int64(81), np.int64(174), np.int64(233)], np.float64(3.0530254040934133))","([np.int64(17), np.int64(69), np.int64(81), np.int64(174), np.int64(233)], np.float64(0.10811653538655036))","([np.int64(17), np.int64(69), np.int64(81), np.int64(174), np.int64(233)], np.float64(8.021339549017963))","([np.int64(17), np.int64(69), np.int64(72), np.int64(81), np.int64(145), np.int64(215), np.int64(233)], np.float64(25.87161232193863))","([np.int64(72), np.int64(120), np.int64(215), np.int64(233)], np.float64(57.630974669700386))"
