run_id,"AnnLassoRegressorl0(20,)","AnnLassoRegressorl0(20, 10)","AnnLassoRegressorl0(20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(22.592456077066927))","([2, 3, 13, 15], np.float64(0.07017757526336822))","([2, 3, 13, 15], np.float64(41.55879716665976))"
2,"([10, 22, 30, 39], np.float64(24.264294542278265))","([10, 22, 30, 39], np.float64(37.01578630397227))","([], np.float64(64.24022814858537))"
3,"([0, 4, 5, 27], np.float64(23.71228832379967))","([0, 4, 5, 27], np.float64(24.32290877615162))","([], np.float64(54.40978229225551))"
4,"([14, 34, 38, 49], np.float64(23.548528399987983))","([14, 34, 38, 49], np.float64(0.35275093439068705))","([14, 34, 38, 49], np.float64(44.500995279707816))"
5,"([2, 11, 15, 36], np.float64(23.642194811630805))","([2, 11, 15, 36], np.float64(30.578759841347217))","([], np.float64(57.978155860290656))"
6,"([5, 17, 41, 44], np.float64(29.853817444038608))","([5, 17, 41, 44], np.float64(39.43373006457079))","([17, 41], np.float64(51.031420513199485))"
7,"([13, 17, 29, 45], np.float64(26.60711313154293))","([13, 17, 29, 45], np.float64(0.100069921451303))","([13, 17, 29, 45], np.float64(49.609130583842344))"
8,"([10, 19, 37, 48], np.float64(24.54121403065969))","([10, 19, 37, 48], np.float64(33.80851564906093))","([10, 19], np.float64(57.40759876705545))"
9,"([11, 36, 38, 44], np.float64(24.381566702104248))","([11, 36, 38, 44], np.float64(15.45711331956313))","([38, 44], np.float64(47.03167561252645))"
10,"([27, 29, 41, 42], np.float64(23.848727974717004))","([27, 29, 41, 42], np.float64(19.484093876961662))","([], np.float64(55.564151163883515))"
11,"([19, 29, 31, 46, 49], np.float64(36.01765125788565))","([19, 31, 46, 49], np.float64(44.2291831769071))","([19, 31, 46, 49], np.float64(42.3568596064781))"
12,"([7, 15, 38, 43], np.float64(17.65205458474507))","([7, 15, 38, 43], np.float64(0.09429161772901294))","([], np.float64(59.50215258194429))"
13,"([8, 10, 31, 41], np.float64(23.23502790592557))","([8, 41], np.float64(56.23243111927061))","([8, 41], np.float64(51.64005844719635))"
14,"([16, 21, 40, 42], np.float64(23.03007295605859))","([21, 40], np.float64(53.856448019129836))","([21, 40], np.float64(50.17670173493129))"
15,"([11, 19, 21, 41], np.float64(21.59569322974967))","([11, 19, 21, 41], np.float64(0.11305185090949468))","([11, 19, 21, 41], np.float64(50.56467036241329))"
16,"([4, 9, 19, 40], np.float64(22.957741761604463))","([4, 9, 19, 40], np.float64(51.03787598057187))","([], np.float64(54.62634589581325))"
17,"([8, 18, 26, 27], np.float64(25.777898201119932))","([8, 18, 26, 27], np.float64(23.244264890423743))","([18, 26], np.float64(59.80586102829075))"
18,"([6, 31, 39, 48], np.float64(25.50035015945713))","([6, 31, 39, 48], np.float64(44.3550816604815))","([6, 31, 39, 48], np.float64(47.06653248854577))"
19,"([0, 2, 19, 32], np.float64(40.01286098326706))","([0, 2, 19, 32], np.float64(18.79130441288383))","([], np.float64(55.68660090351894))"
20,"([4, 7, 15, 28], np.float64(23.92528220073477))","([4, 7, 15, 28], np.float64(0.12064145962045662))","([7, 15], np.float64(56.797520532251134))"
21,"([13, 15, 30, 41], np.float64(21.458864630505655))","([13, 15, 30, 41], np.float64(27.035821511531587))","([], np.float64(53.098884041998716))"
22,"([4, 6, 11, 46], np.float64(22.953988396455056))","([4, 6, 11, 46], np.float64(0.07944328561398069))","([], np.float64(54.54162083185569))"
23,"([0, 6, 31, 42], np.float64(15.924376998807347))","([0, 6, 31, 42], np.float64(23.381494349325052))","([0, 31], np.float64(48.80329579773681))"
24,"([1, 8, 14, 37], np.float64(23.1669722641267))","([1, 8, 14, 37], np.float64(23.948070805279027))","([], np.float64(57.95104342920958))"
25,"([2, 13, 20, 26], np.float64(23.922403123501372))","([2, 13, 20, 26], np.float64(16.644041648916318))","([], np.float64(62.38421258002122))"
26,"([25, 38, 47, 48], np.float64(23.046728681823662))","([25, 38, 47, 48], np.float64(21.938375325436287))","([25, 48], np.float64(53.961974382903826))"
27,"([6, 9, 19, 44], np.float64(23.95148988397373))","([6, 9, 19, 44], np.float64(16.27143376862948))","([], np.float64(52.55155194458364))"
28,"([19, 35, 38, 44], np.float64(23.543814847227218))","([19, 35, 38, 44], np.float64(24.56850813504728))","([19, 35, 38, 44], np.float64(45.84748422994152))"
29,"([8, 14, 38, 41], np.float64(42.32638804982014))","([8, 14, 38, 41], np.float64(0.05270673500832649))","([], np.float64(56.70694470740369))"
30,"([20, 21, 34, 35], np.float64(21.952122184968957))","([20, 21, 34, 35], np.float64(38.7009048291228))","([21, 35], np.float64(47.81083794797206))"
31,"([13, 26, 28, 37], np.float64(26.561132721511797))","([13, 26, 28, 37], np.float64(53.57020697986435))","([28, 37], np.float64(57.94919404376066))"
32,"([8, 9, 26, 37], np.float64(32.641570115330246))","([8, 9, 26, 37], np.float64(0.10563320232910892))","([8, 9, 26, 37], np.float64(43.36652945337563))"
33,"([5, 23, 44, 45], np.float64(23.868175906324964))","([5, 23, 44, 45], np.float64(0.08680644559286471))","([5, 23, 44, 45], np.float64(43.39818021117256))"
34,"([2, 11, 21, 24], np.float64(21.314242766293457))","([2, 11, 21, 24], np.float64(0.18883711778905962))","([], np.float64(51.88163640476113))"
35,"([7, 30, 47, 49], np.float64(25.260962645369403))","([7, 30, 47, 49], np.float64(44.79499699707655))","([7, 30, 47, 49], np.float64(8.959141103645525))"
36,"([11, 17, 35, 41], np.float64(22.402194041391127))","([11, 17, 35, 41], np.float64(23.044577841073064))","([11, 41], np.float64(49.48801598964608))"
37,"([4, 15, 24, 44], np.float64(22.95103358563876))","([4, 15, 24, 44], np.float64(29.923898921506066))","([15, 24], np.float64(49.99184971744885))"
38,"([20, 25, 26, 28], np.float64(22.499854490177412))","([20, 25, 26, 28], np.float64(0.08574758926091906))","([20, 25, 26, 28], np.float64(39.44143435051918))"
39,"([5, 21, 25, 43], np.float64(21.523071841393545))","([5, 21, 25, 43], np.float64(20.29832866229189))","([5, 21, 25, 43], np.float64(42.958945217189715))"
40,"([29, 33, 35, 44], np.float64(40.313466156495224))","([29, 33, 35, 44], np.float64(38.5458182347866))","([29, 33, 35, 44], np.float64(45.080653552350604))"
