run_id,"AnnLassoRegressorl0(20,)","AnnLassoRegressorl0(20, 10)","AnnLassoRegressorl0(20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(22.10424100490478))","([2, 3, 13, 15], np.float64(0.09407840205990019))","([2, 3, 13, 15], np.float64(0.16619666172386463))"
2,"([10, 22, 30, 39], np.float64(23.42235457326325))","([10, 22, 30, 39], np.float64(0.08730133037200431))","([10, 22, 30, 39], np.float64(0.35906223809614324))"
3,"([0, 4, 5, 27], np.float64(21.784991486285026))","([0, 4, 5, 27], np.float64(0.06641795373865876))","([0, 4, 5, 27], np.float64(0.08088269659047712))"
4,"([14, 34, 38, 49], np.float64(15.029415661581611))","([14, 49], np.float64(45.40493563477129))","([14, 34, 38, 49], np.float64(0.2232011319604579))"
5,"([2, 11, 15, 36], np.float64(23.842570781213777))","([2, 11, 15, 36], np.float64(38.68762723879453))","([2, 11, 15, 36], np.float64(47.81683761981171))"
6,"([5, 17, 41, 44], np.float64(14.076198818378748))","([5, 17, 41, 44], np.float64(0.0979707062239983))","([5, 17, 41, 44], np.float64(0.23854105509154352))"
7,"([13, 17, 29, 45], np.float64(26.16197250524747))","([13, 17, 29, 45], np.float64(0.08096867304653492))","([13, 17, 29, 45], np.float64(27.256442123369965))"
8,"([10, 19, 37, 48], np.float64(0.06028828013460116))","([10, 19, 37, 48], np.float64(0.20936348006003005))","([10, 19, 37, 48], np.float64(0.16540844925424408))"
9,"([11, 36, 38, 44], np.float64(16.020761927616547))","([11, 36, 38, 44], np.float64(0.1954582575317855))","([11, 36, 38, 44], np.float64(24.586030938050456))"
10,"([27, 29, 41, 42], np.float64(14.684389269381711))","([27, 29, 41, 42], np.float64(0.04305880630171513))","([27, 29, 41, 42], np.float64(0.1879324910952041))"
11,"([19, 31, 46, 49], np.float64(20.75496836412354))","([19, 31, 46, 49], np.float64(18.26371589669783))","([19, 31, 46, 49], np.float64(0.1497808650624283))"
12,"([7, 15, 38, 43], np.float64(23.41143914589823))","([7, 15, 38, 43], np.float64(0.06474450992234115))","([7, 15, 38, 43], np.float64(42.19313730485219))"
13,"([8, 10, 31, 33, 41], np.float64(21.759083906837127))","([8, 10, 31, 41], np.float64(0.09274461218084795))","([8, 10, 31, 41], np.float64(0.10442060386121292))"
14,"([16, 21, 40, 42], np.float64(14.804240746373463))","([16, 21, 40, 42], np.float64(23.43203534777234))","([16, 21, 40, 42], np.float64(0.22336992946426437))"
15,"([11, 19, 21, 41], np.float64(21.496587694280787))","([11, 19, 21, 41], np.float64(0.038383635500176996))","([11, 19, 21, 41], np.float64(24.182151037941644))"
