run_id,"AnnLassoRegressorl0(20,)","AnnLassoRegressorl0(20, 10)","AnnLassoRegressorl0(20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(31.45423024587225))","([2, 3, 13, 15], np.float64(13.614125110986716))","([2, 3, 13, 15], np.float64(54.12324030853437))"
2,"([10, 22, 30, 39], np.float64(15.130924560239695))","([10, 22, 30, 39], np.float64(22.162399579877217))","([10, 22, 30, 39], np.float64(41.51244774408846))"
3,"([0, 4, 5, 27], np.float64(24.292857753593285))","([0, 4, 5, 27], np.float64(0.06393515627561933))","([5, 27], np.float64(46.26859741331855))"
4,"([14, 34, 38, 49], np.float64(22.557681985594833))","([14, 34, 38, 49], np.float64(23.43451833974847))","([14, 49], np.float64(47.99695579449649))"
5,"([2, 11, 15, 36], np.float64(23.75880429626559))","([2, 11, 15, 36], np.float64(15.697411650237207))","([2, 11, 15, 36], np.float64(45.01583228886248))"
6,"([5, 17, 24, 41, 44], np.float64(21.253417279040267))","([5, 17, 41, 44], np.float64(32.704097739861574))","([5, 17, 41, 44], np.float64(41.48563298672742))"
7,"([13, 17, 29, 45], np.float64(27.09928063451197))","([13, 17, 29, 45], np.float64(0.054036006903280705))","([13, 17], np.float64(55.70831622855852))"
8,"([10, 19, 37, 48], np.float64(23.17246923389749))","([10, 19, 37, 48], np.float64(0.11113513600533759))","([10, 19], np.float64(60.24981118570983))"
9,"([11, 36, 38, 44], np.float64(23.814155402746927))","([11, 36, 38, 44], np.float64(23.600158988482125))","([38, 44], np.float64(50.12754949613435))"
10,"([27, 29, 41, 42], np.float64(22.930673648847105))","([27, 29, 41, 42], np.float64(22.286578506783403))","([27, 29], np.float64(49.479842740109696))"
11,"([19, 31, 46, 49], np.float64(21.42497868524179))","([19, 31, 46, 49], np.float64(0.17229401398643782))","([19, 31, 46, 49], np.float64(40.05844064196736))"
12,"([7, 15, 38, 43], np.float64(24.132498948343347))","([7, 15, 38, 43], np.float64(18.386668677126423))","([], np.float64(59.460797596788225))"
13,"([8, 10, 31, 41], np.float64(22.13747018103909))","([8, 10, 31, 41], np.float64(0.11032359791782914))","([8, 10, 31, 41], np.float64(41.63045103427844))"
14,"([16, 21, 40, 42], np.float64(22.69273911017545))","([16, 21, 40, 42], np.float64(21.10226841101508))","([21, 40], np.float64(54.22376102977457))"
