run_id,"AnnLassoRegressorl0(20,)","AnnLassoRegressorl0(20, 10)","AnnLassoRegressorl0(20, 10, 5)"
35,"([5, 7, 30, 47, 49], np.float64(25.258802659013227))","([7, 30, 47, 49], np.float64(26.8631278072991))","([7, 30, 47, 49], np.float64(0.32378800316803164))"
36,"([11, 17, 35, 41], np.float64(22.356923525515537))","([11, 17, 35, 41], np.float64(0.09274611862474642))","([11, 17, 35, 41], np.float64(45.959248654128665))"
37,"([4, 15, 24, 44], np.float64(22.913360250461533))","([4, 15, 24, 44], np.float64(0.0801822061360074))","([4, 15, 24, 44], np.float64(31.023407953766604))"
38,"([20, 25, 26, 28], np.float64(14.610409418553834))","([20, 25, 26, 28], np.float64(0.05602684251843335))","([20, 25, 26, 28], np.float64(32.879777314030115))"
39,"([5, 21, 25, 43], np.float64(20.35128409689676))","([5, 21, 25, 43], np.float64(0.04460516594851983))","([5, 21, 25, 43], np.float64(51.57756680226836))"
40,"([29, 33, 35, 44], np.float64(16.866229837802273))","([29, 33, 35, 44], np.float64(0.25978909339798795))","([29, 33, 35, 44], np.float64(0.16927705647277236))"
41,"([3, 6, 11, 14], np.float64(13.757754936032855))","([3, 6, 11, 14], np.float64(0.03868400542091963))","([3, 6, 11, 14], np.float64(0.15785439312780483))"
42,"([6, 15, 43, 49], np.float64(14.281543792833443))","([6, 15, 43, 49], np.float64(0.04423271410375936))","([6, 15, 43, 49], np.float64(0.14905975122225826))"
43,"([24, 30, 35, 45], np.float64(24.09900207418175))","([24, 30, 35, 45], np.float64(14.75058130368515))","([24, 30, 35, 45], np.float64(40.817962888700116))"
44,"([16, 22, 38, 46], np.float64(22.68517233859904))","([16, 22, 38, 46], np.float64(0.14151225079112753))","([16, 38], np.float64(56.177190292584925))"
45,"([8, 19, 26, 45], np.float64(23.36013935941185))","([8, 19, 26, 45], np.float64(0.13944104543640948))","([8, 19, 26, 45], np.float64(0.128000080884838))"
46,"([0, 10, 15, 16], np.float64(23.06429360762213))","([0, 10, 15, 16], np.float64(19.22403954608654))","([], np.float64(59.74046381725123))"
47,"([1, 10, 13, 48], np.float64(24.21699154354467))","([1, 10, 13, 48], np.float64(0.07502187922521966))","([1, 10, 13, 48], np.float64(46.80506029246065))"
48,"([0, 20, 24, 42], np.float64(20.95355029054048))","([0, 20, 24, 42], np.float64(0.07620278925663931))","([0, 20, 24, 42], np.float64(30.141653918944304))"
49,"([0, 21, 26, 30], np.float64(23.172117957823936))","([0, 21, 26, 30], np.float64(19.71005571096949))","([0, 21, 26, 30], np.float64(41.14900296037082))"
