run_id,"AnnLassoRegressorl0(20,)","AnnLassoRegressorl0(20, 10)","AnnLassoRegressorl0(20, 10, 5)"
25,"([2, 13, 20, 26], np.float64(25.429273325606147))","([2, 13, 20, 26], np.float64(22.77738088191191))","([2, 13], np.float64(52.55168168799844))"
26,"([25, 38, 47, 48], np.float64(22.7156909530981))","([25, 38, 47, 48], np.float64(22.66904501528995))","([], np.float64(60.649031469307815))"
27,"([6, 9, 19, 44], np.float64(24.015343237977312))","([9, 44], np.float64(47.387054671635376))","([6, 9, 19, 44], np.float64(0.235187314759125))"
28,"([19, 35, 38, 44], np.float64(39.89897467478404))","([19, 35], np.float64(48.74360800533024))","([19, 35, 38, 44], np.float64(37.06568394898568))"
29,"([8, 14, 38, 41], np.float64(16.10810895525788))","([8, 14, 38, 41], np.float64(31.057405048223153))","([], np.float64(56.70834727665851))"
30,"([15, 20, 21, 34, 35], np.float64(29.79794279070224))","([21, 35], np.float64(49.057422966133736))","([], np.float64(54.74241010627699))"
31,"([13, 26, 28, 37], np.float64(36.15638386337406))","([13, 26, 28, 37], np.float64(41.37973593891801))","([13, 26, 28, 37], np.float64(50.039279343509364))"
32,"([8, 9, 26, 37], np.float64(25.134484897278053))","([8, 9, 26, 37], np.float64(45.214561036564454))","([], np.float64(62.158193764322846))"
33,"([5, 23, 44, 45], np.float64(24.145704043054167))","([5, 23, 44, 45], np.float64(34.54902897160275))","([5, 23, 44, 45], np.float64(49.3781214200418))"
34,"([2, 11, 21, 24], np.float64(20.73185467198419))","([], np.float64(51.88132097148804))","([], np.float64(51.88132100363608))"
35,"([7, 30, 47, 49], np.float64(18.41056372470849))","([7, 47], np.float64(53.86078639725345))","([7, 47], np.float64(52.2974113416432))"
36,"([11, 17, 35, 41], np.float64(30.125203215314148))","([11, 17, 35, 41], np.float64(23.1379311975534))","([11, 17, 35, 41], np.float64(37.40445792720975))"
37,"([4, 15, 24, 44], np.float64(22.746187713612702))","([4, 15, 24, 44], np.float64(46.20725307476864))","([15, 24], np.float64(44.46219835681292))"
38,"([20, 25, 26, 28], np.float64(22.748140044450803))","([20, 25, 26, 28], np.float64(33.4050962968941))","([], np.float64(58.0761144061105))"
39,"([5, 21, 25, 43], np.float64(22.66914775300236))","([5, 21, 25, 43], np.float64(28.64421238174452))","([21, 25], np.float64(52.692358582425285))"
40,"([29, 33, 35, 44], np.float64(22.855385977748696))","([29, 44], np.float64(49.36371803452627))","([], np.float64(54.05767824800305))"
41,"([3, 6, 11, 14], np.float64(22.193717578901882))","([3, 6, 11, 14], np.float64(19.208409880912157))","([], np.float64(58.858746111852774))"
42,"([6, 15, 43, 49], np.float64(22.18490897923336))","([6, 15, 43, 49], np.float64(33.13593902218659))","([], np.float64(55.01931595190197))"
43,"([24, 30, 35, 45], np.float64(25.19799744530132))","([24, 30, 35, 45], np.float64(21.064491897931127))","([], np.float64(55.34693762266043))"
44,"([16, 22, 38, 46], np.float64(23.185766136835316))","([16, 22, 38, 46], np.float64(25.284402276155305))","([], np.float64(60.42662000363302))"
45,"([8, 19, 26, 45], np.float64(23.561876632872202))","([8, 19, 26, 45], np.float64(45.544577184479465))","([8, 19], np.float64(54.49261308944241))"
46,"([0, 10, 15, 16], np.float64(23.21219106519575))","([0, 10, 15, 16], np.float64(53.146653701471465))","([], np.float64(59.739897503123984))"
47,"([1, 10, 13, 48], np.float64(16.295042020817025))","([1, 10, 13, 48], np.float64(42.50842358527659))","([], np.float64(59.06532321416918))"
48,"([0, 20, 24, 42], np.float64(22.32144064105166))","([0, 20, 24, 42], np.float64(32.16246501238978))","([0, 24], np.float64(54.51323518163964))"
49,"([0, 21, 26, 30], np.float64(30.24423227808521))","([0, 21, 26, 30], np.float64(41.174651538174324))","([], np.float64(55.12266257397628))"
