run_id,"AnnLassoRegressorl0(20,)","AnnLassoRegressorl0(20, 10)","AnnLassoRegressorl0(20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(23.798856101902913))","([2, 3, 13, 15], np.float64(0.03389475121284854))","([], np.float64(60.235637265842755))"
2,"([10, 22, 30, 39], np.float64(23.690381974911862))","([10, 22, 30, 39], np.float64(0.1456571424904802))","([], np.float64(64.25915719378925))"
3,"([0, 4, 5, 27], np.float64(24.62266991805295))","([5, 27], np.float64(51.64829454174233))","([5, 27], np.float64(47.69950710472684))"
4,"([14, 34, 38, 49], np.float64(22.85964846779098))","([14, 34, 38, 49], np.float64(0.23678257833153393))","([], np.float64(54.07563232550984))"
5,"([2, 11, 15, 36], np.float64(24.420145319615752))","([2, 11, 15, 36], np.float64(22.55706017915567))","([], np.float64(57.97284352958076))"
6,"([5, 17, 41, 44], np.float64(22.19934928502945))","([5, 17, 41, 44], np.float64(55.29644666196461))","([41], np.float64(58.596033675930435))"
7,"([13, 17, 29, 45], np.float64(26.74185312880492))","([13, 17, 29, 45], np.float64(45.45977239573187))","([29, 45], np.float64(51.92934680223361))"
8,"([10, 19, 37, 48], np.float64(23.142536938767304))","([10, 19, 37, 48], np.float64(50.304262515242606))","([], np.float64(62.387448148426564))"
9,"([11, 36, 38, 44], np.float64(24.680440893906255))","([11, 36, 38, 44], np.float64(45.33575485505291))","([38, 44], np.float64(46.68992572975413))"
10,"([27, 29, 41, 42], np.float64(23.11617258052223))","([27, 29, 41, 42], np.float64(39.929288913251106))","([], np.float64(55.56529089263792))"
11,"([19, 31, 46, 49], np.float64(21.677526479288556))","([19, 31, 46, 49], np.float64(40.566953694767136))","([], np.float64(53.206764944203414))"
12,"([7, 15, 38, 43], np.float64(24.311542594796546))","([7, 15, 38, 43], np.float64(46.774268858788346))","([], np.float64(59.45132298366382))"
13,"([8, 10, 31, 41], np.float64(16.53296986664626))","([8, 10, 31, 41], np.float64(0.04036358715264521))","([10, 31], np.float64(50.18130012717452))"
14,"([16, 21, 40, 42], np.float64(23.153452886977416))","([21, 40], np.float64(49.91223827292395))","([21, 40], np.float64(48.634671308413296))"
15,"([11, 19, 21, 41], np.float64(22.506317221058932))","([11, 19, 21, 41], np.float64(29.705765533121276))","([11, 21], np.float64(53.34510207429813))"
16,"([4, 9, 19, 40], np.float64(23.782436284524163))","([4, 9, 19, 40], np.float64(43.30964349204458))","([], np.float64(54.81796243584888))"
17,"([8, 18, 26, 27], np.float64(27.394213427022216))","([8, 18, 26, 27], np.float64(55.76132803948457))","([18, 26], np.float64(59.971357099118094))"
18,"([6, 31, 39, 48], np.float64(24.86935733472727))","([6, 31, 39, 48], np.float64(45.87239052904138))","([], np.float64(62.03277169357301))"
19,"([0, 2, 19, 32], np.float64(23.270282230422563))","([], np.float64(55.63573953758971))","([19, 32], np.float64(51.156320202191274))"
20,"([4, 7, 15, 28], np.float64(17.405460526583294))","([4, 7, 15, 28], np.float64(41.57743783315597))","([4, 7, 15, 28], np.float64(56.81586377205669))"
21,"([13, 15, 30, 41], np.float64(22.079856768339564))","([13, 15, 30, 41], np.float64(29.465932291248624))","([13, 41], np.float64(47.84598310367375))"
22,"([4, 6, 11, 46], np.float64(23.442673974550715))","([4, 6, 11, 46], np.float64(0.0789243812160133))","([4, 46], np.float64(50.13231715726845))"
23,"([0, 6, 31, 42], np.float64(38.92158915585472))","([0, 6, 31, 42], np.float64(40.36507342675963))","([0, 31], np.float64(48.1177799608166))"
24,"([1, 8, 14, 37], np.float64(23.224816852594195))","([1, 8, 14, 37], np.float64(31.840529713992957))","([], np.float64(57.94629004566566))"
