run_id,"AnnLassoRegressorl0(20,)","AnnLassoRegressorl0(20, 10)","AnnLassoRegressorl0(20, 10, 5)"
1,"([2, 3, 13, 15], np.float64(24.977639959063545))","([2, 3, 13, 15], np.float64(46.19380446263138))","([], np.float64(60.11158098961055))"
2,"([10, 22, 30, 39], np.float64(45.58136636844006))","([10, 22, 30, 39], np.float64(56.76085666429513))","([], np.float64(64.22044773822974))"
3,"([0, 4, 5, 27], np.float64(24.93809928563589))","([], np.float64(54.409700693303556))","([], np.float64(54.424144324503665))"
4,"([14, 34, 38, 49], np.float64(24.880223471681234))","([24], np.float64(54.2561318119304))","([], np.float64(54.264921586977884))"
5,"([2, 11, 15, 36], np.float64(41.981041386244804))","([], np.float64(58.08868393995569))","([], np.float64(58.04570771963134))"
6,"([5, 17, 41, 44], np.float64(22.940192039227572))","([5, 17, 41, 44], np.float64(50.24266132085267))","([], np.float64(59.096227668232004))"
7,"([13, 17, 29, 45], np.float64(37.430741044819825))","([29, 45], np.float64(55.877298237689935))","([], np.float64(62.33869005608439))"
8,"([10, 19, 37, 48], np.float64(24.138795866106427))","([10, 19, 37, 48], np.float64(52.249526979348104))","([], np.float64(62.354367196036776))"
9,"([11, 36, 38, 44], np.float64(24.906806024456245))","([], np.float64(52.447516906309914))","([], np.float64(52.37989725800193))"
10,"([27, 29, 41, 42], np.float64(23.19488400401657))","([27, 29, 41, 42], np.float64(46.425543874019304))","([], np.float64(55.629825548639126))"
11,"([19, 31, 46, 49], np.float64(23.60202905481695))","([49], np.float64(51.61470199924473))","([], np.float64(53.12562205482484))"
12,"([7, 15, 38, 43], np.float64(25.066856827899922))","([7, 43], np.float64(57.07351000333723))","([], np.float64(59.568819175208155))"
13,"([8, 10, 31, 41], np.float64(24.63389839239284))","([], np.float64(58.29641466365436))","([], np.float64(58.29640214259923))"
14,"([16, 21, 40, 42], np.float64(24.676099926378182))","([21, 40], np.float64(48.46663164744507))","([21, 40], np.float64(50.192055729397794))"
15,"([11, 19, 21, 41], np.float64(23.199299013262067))","([11, 19, 21, 41], np.float64(34.47304100525063))","([], np.float64(59.35047349257559))"
16,"([4, 9, 19, 40], np.float64(23.69318373196223))","([4, 9, 19, 40], np.float64(41.76525953084084))","([], np.float64(54.7451202333761))"
17,"([8, 18, 26, 27], np.float64(27.692409814803135))","([18, 26], np.float64(66.24812712167761))","([], np.float64(67.56128035371982))"
18,"([6, 31, 39, 48], np.float64(25.04779983454554))","([6, 31, 39, 48], np.float64(54.367867118804966))","([], np.float64(62.03279524226246))"
19,"([0, 2, 19, 32], np.float64(23.23633949317728))","([], np.float64(55.84549219723542))","([], np.float64(55.707817666168))"
20,"([4, 7, 15, 28], np.float64(24.436656614964544))","([4, 7, 15, 28], np.float64(35.58092399596596))","([], np.float64(60.017071514791944))"
21,"([13, 15, 30, 41], np.float64(23.40026735329498))","([13, 15, 30, 41], np.float64(43.94483435503067))","([], np.float64(53.27176694481055))"
22,"([4, 6, 11, 46], np.float64(23.451994863569766))","([4, 6, 11, 46], np.float64(41.400350101822525))","([], np.float64(54.76472709447921))"
23,"([0, 6, 31, 42], np.float64(23.16962874663403))","([6, 42], np.float64(55.68962094501434))","([], np.float64(55.522502455144206))"
24,"([1, 8, 14, 37], np.float64(31.64228618607721))","([1, 8, 14, 37], np.float64(55.05024516321042))","([], np.float64(57.951646278723416))"
