run_id,"AnnLassoRegressorl0(20,)","AnnLassoRegressorl0(20, 10)","AnnLassoRegressorl0(20, 10, 5)"
25,"([2, 13, 20, 26], np.float64(25.247706158397587))","([], np.float64(62.402602775274616))","([], np.float64(62.40259774311258))"
26,"([25, 38, 47, 48], np.float64(25.30373577047718))","([25], np.float64(58.80873184845909))","([], np.float64(60.68862295878551))"
27,"([6, 9, 19, 44], np.float64(39.65964214505874))","([6, 19], np.float64(50.75865046260877))","([], np.float64(52.642485708611815))"
28,"([19, 35, 38, 44], np.float64(40.10098342813862))","([], np.float64(55.71367653079525))","([], np.float64(55.713615266012404))"
29,"([8, 14, 38, 41], np.float64(24.214633190556686))","([], np.float64(56.708224570958556))","([], np.float64(56.711492349546226))"
30,"([20, 21, 34, 35], np.float64(23.94940363024896))","([20, 21, 34, 35], np.float64(51.544888558072884))","([], np.float64(54.63901126781665))"
31,"([3, 13, 26, 28, 37], np.float64(36.40829018181398))","([13, 26, 28, 37], np.float64(56.87844214940015))","([], np.float64(65.8212901422685))"
32,"([8, 9, 26, 37], np.float64(26.28719211628327))","([], np.float64(62.16135112906751))","([], np.float64(62.150293379999376))"
33,"([5, 23, 44, 45], np.float64(26.072254748928376))","([5, 23, 44, 45], np.float64(45.80501436638819))","([], np.float64(57.08988988572294))"
34,"([2, 11, 21, 24], np.float64(22.313989294699052))","([2, 11], np.float64(45.26766794582527))","([], np.float64(51.89035988556979))"
35,"([7, 30, 47, 49], np.float64(27.88088612545083))","([], np.float64(61.2809349628871))","([], np.float64(61.280941385423))"
36,"([11, 17, 35, 41], np.float64(43.75387240681539))","([11, 17, 35, 41], np.float64(46.41633208974855))","([], np.float64(53.013013913910704))"
37,"([4, 15, 24, 44], np.float64(23.857883763581878))","([16], np.float64(51.893999462689465))","([], np.float64(51.90442860266269))"
38,"([20, 25, 26, 28], np.float64(24.128351666991524))","([20, 25, 26, 28], np.float64(48.594338350330744))","([], np.float64(58.078570308841066))"
39,"([5, 21, 25, 43], np.float64(23.28190200941015))","([5, 21, 25, 43], np.float64(47.5494357702176))","([], np.float64(60.79995066388002))"
40,"([29, 33, 35, 44], np.float64(24.52807652007868))","([], np.float64(54.10334141373017))","([], np.float64(54.056102264886654))"
41,"([3, 6, 11, 14], np.float64(31.383333384768516))","([3, 6, 11, 14], np.float64(47.486866602777646))","([], np.float64(58.914855115246816))"
42,"([6, 15, 43, 49], np.float64(23.65963723354331))","([6, 49], np.float64(51.5783717241725))","([], np.float64(55.08026792334374))"
43,"([24, 30, 35, 45], np.float64(26.173718679377075))","([24, 30], np.float64(52.587173274464426))","([], np.float64(55.41178488275091))"
44,"([16, 22, 38, 46], np.float64(23.475058557610012))","([26], np.float64(60.344040586346104))","([26], np.float64(60.38791104815933))"
45,"([8, 19, 26, 45], np.float64(24.898400961835154))","([8, 19], np.float64(56.92994434485164))","([], np.float64(61.272637957255675))"
46,"([0, 10, 15, 16], np.float64(24.856261160141937))","([0, 16], np.float64(56.42105676662561))","([], np.float64(59.74209564821924))"
47,"([1, 10, 13, 48], np.float64(52.97101730062734))","([], np.float64(59.312004908591774))","([], np.float64(59.400961384455854))"
48,"([0, 20, 24, 42], np.float64(25.233834872907615))","([0, 24], np.float64(57.299932376802786))","([], np.float64(62.26346300374582))"
49,"([0, 21, 26, 30], np.float64(24.823721874385924))","([0, 21, 26, 30], np.float64(43.451346772655846))","([], np.float64(55.03602754262264))"
